language,sentence1,sentence2,pairID
ur,اور اس وجع سے میں کالج دگری مکمل نہیں کر سکا، لیکن میں نے کبھی بھی وہ کتابیں نہیں پڑھی جو لازمی تھیں,میں نے کالج کی تعلیم مکمل نہیں کی۔,373
ur,اور اس وجع سے میں کالج دگری مکمل نہیں کر سکا، لیکن میں نے کبھی بھی وہ کتابیں نہیں پڑھی جو لازمی تھیں,میں نے اعزاز کے ساتھ کالج کی تعلیم مکمل کی۔,374
ur,اور اس وجع سے میں کالج دگری مکمل نہیں کر سکا، لیکن میں نے کبھی بھی وہ کتابیں نہیں پڑھی جو لازمی تھیں,میں 2002 میں کالج سے باہر نکال دیا گیا,375
ur,"Um, aur isi trha wo sheher chor gaye, aur isne,apni behen ko kabhi nahi dekha, kabhi nahi dekha apni behan ko dobara.",Wo Texas chali gi or uske bad phir usne apni behn ko kabhi nahi dekha.,385
ur,"Um, aur isi trha wo sheher chor gaye, aur isne,apni behen ko kabhi nahi dekha, kabhi nahi dekha apni behan ko dobara.",اس نے اپنی بہن کو اس کے بعد بالکل نہیں دیکھا۔,386
ur,"Um, aur isi trha wo sheher chor gaye, aur isne,apni behen ko kabhi nahi dekha, kabhi nahi dekha apni behan ko dobara.",اس نے اپنی بہن کو ہر دن دیکھا۔,387
ur,تو نانی اٹھی، اور پورچ کی سیڑیوں سے نیچے چلی گئی اور وہ سڑک کی طرف جا رہی تھی اور بس پھر وہ وہاں کھڑی ہو گئی.,Nani porch per hi raheen.,388
ur,تو نانی اٹھی، اور پورچ کی سیڑیوں سے نیچے چلی گئی اور وہ سڑک کی طرف جا رہی تھی اور بس پھر وہ وہاں کھڑی ہو گئی.,Nani ghar se 100foot door chali gaeen.,389
ur,تو نانی اٹھی، اور پورچ کی سیڑیوں سے نیچے چلی گئی اور وہ سڑک کی طرف جا رہی تھی اور بس پھر وہ وہاں کھڑی ہو گئی.,dadu ghar se chali gae han.,390
ur,جس کہانی کے بارے میں میں آج گفتگو کروں گا وہ میرے والد اور ان کے اس ثقاوتی تنوع کے بارے میں ہے جب وہ امریکا میں آئے تھے.,میں اپنے والدین کے بارے میں بات نہیں کرنا چاہتا/چاہتی۔,394
ur,جس کہانی کے بارے میں میں آج گفتگو کروں گا وہ میرے والد اور ان کے اس ثقاوتی تنوع کے بارے میں ہے جب وہ امریکا میں آئے تھے.,میں آپ کو اپنے والد کے ایک تارکین وطن کے طور پر تجربے کے بارے میں بتاؤں گا۔,395
ur,جس کہانی کے بارے میں میں آج گفتگو کروں گا وہ میرے والد اور ان کے اس ثقاوتی تنوع کے بارے میں ہے جب وہ امریکا میں آئے تھے.,میں آپ کو بتاؤں گاکیا ھوا جب  میرے والد صاحب میکسیکو سے یہاں منتقل ھوئے۔,396
ur,یہ ابھی بھی ثقافتی علاقہ تھا لیکن قرب و جوار ابھی بھی غالب شکل تھی.,یہ سب بہت ہی شہری انداز کا تھا۔,403
ur,یہ ابھی بھی ثقافتی علاقہ تھا لیکن قرب و جوار ابھی بھی غالب شکل تھی.,اکثر علاقہ سستے مکانوں سے بھرا ہوا تھا۔,404
ur,یہ ابھی بھی ثقافتی علاقہ تھا لیکن قرب و جوار ابھی بھی غالب شکل تھی.,ذیادہ تر علاقہ مضافاتی رھائشی علاقہ تھا۔,405
ur,مئی یا جون میں، کلارک نے درخواست کی کہ اسے اس کے انسداد دہشتگردی کے کردار سے ہٹا کر انٹرنیٹ سیکیورٹی سے متعلقہ نئی ذمہ داریوں کی طرف منتقل کردیا جائے۔,Mein wo ker raha hoon jo mujhe aj kerne ke zaroorat hai.,406
ur,مئی یا جون میں، کلارک نے درخواست کی کہ اسے اس کے انسداد دہشتگردی کے کردار سے ہٹا کر انٹرنیٹ سیکیورٹی سے متعلقہ نئی ذمہ داریوں کی طرف منتقل کردیا جائے۔,میں اہم کام کررہا ہوں جو مجھ کو آج صبح دی گئی۔,407
ur,مئی یا جون میں، کلارک نے درخواست کی کہ اسے اس کے انسداد دہشتگردی کے کردار سے ہٹا کر انٹرنیٹ سیکیورٹی سے متعلقہ نئی ذمہ داریوں کی طرف منتقل کردیا جائے۔,میں ان چیزوں کو کرنے کے لئے مجبور نہیں کروں گا.,408
ur,اور انہوں نے یہ گھر یا اس اپارٹمنٹ کی عمارت یا جس چیز کا یہ تھا وہ پایا جا سکتا تھا، اور براڈ اسٹریٹ کے کنارے پر یہ صحیح تھا,وہ بروڈ سٹریٹ پر ایک سفید گھر میں رہتے تھے۔,412
ur,اور انہوں نے یہ گھر یا اس اپارٹمنٹ کی عمارت یا جس چیز کا یہ تھا وہ پایا جا سکتا تھا، اور براڈ اسٹریٹ کے کنارے پر یہ صحیح تھا,وہ ایک بڑی گلی میں رہتے تھے۔,413
ur,اور انہوں نے یہ گھر یا اس اپارٹمنٹ کی عمارت یا جس چیز کا یہ تھا وہ پایا جا سکتا تھا، اور براڈ اسٹریٹ کے کنارے پر یہ صحیح تھا,woh masroof sarak pe tent mein rehtay thy.,414
ur,yeh trigger kai bagair nahi phate ga.,ٹرگر اسے پھٹنے دیتا ہے۔,433
ur,yeh trigger kai bagair nahi phate ga.,Trigger bomb dhamakay ko chalata hai.,434
ur,yeh trigger kai bagair nahi phate ga.,کھینچنے کے لئے یہاں کوئی ہینڈل نہیں ہے۔,435
ur,اور جب انہوں نے اسے بتایا کہ اسے اس لڑکے کے ساتھ گھر جانا پڑا، اس نے کہا، گھر کے ساتھ جاؤں؟,انہوں نے کہا کہ وہ ابھی کہیں نہیں جاسکتی۔,472
ur,اور جب انہوں نے اسے بتایا کہ اسے اس لڑکے کے ساتھ گھر جانا پڑا، اس نے کہا، گھر کے ساتھ جاؤں؟,انھوں نے اس عورت سے کہا کہ اس کو مرد کے ساتھ سونا پڑے گا۔,473
ur,اور جب انہوں نے اسے بتایا کہ اسے اس لڑکے کے ساتھ گھر جانا پڑا، اس نے کہا، گھر کے ساتھ جاؤں؟,انھوں نے اس عورت سے کہا کہ وہ اس مرد کے ساتھ واپس چلی جائے۔,474
ur,اور ہمارے والد  ہم سے ہمیشہ کہتے تھے کے ان کو جانور مت کہو,Hamaray abu ne kaha ke unko janwar na kaho.,478
ur,اور ہمارے والد  ہم سے ہمیشہ کہتے تھے کے ان کو جانور مت کہو,ہمارے والد نے کہا کہ وہ جانور ہیں.,479
ur,اور ہمارے والد  ہم سے ہمیشہ کہتے تھے کے ان کو جانور مت کہو,ہمارے ابو نے کہا کہ وہ مخلوق ہیں، جانور نہیں ہیں۔,480
ur,مجھے پرواہ نہیں ہے کہ آپ اس کے بارے میں کچھ نہیں جانتے,میں جانتا ہوں کہ آپ اس کو لیکر کسی وہم کا شکار نہیں ہیں۔,484
ur,مجھے پرواہ نہیں ہے کہ آپ اس کے بارے میں کچھ نہیں جانتے,مجھے لگتا ہے کہ آپ کو اپنے  دماغ کو تبدیل کرنا چاہئے اور اس میں ذیادہ  دلچسپی ہوگی,485
ur,مجھے پرواہ نہیں ہے کہ آپ اس کے بارے میں کچھ نہیں جانتے,mein fikarmand nahin hun agr apko ise barey mein kuch nahi pata.,486
ur,اگرچہ مجھے یہ نہیں سمجھ آتا کہ وہ کیسے یہ توقع کر سکتا تھا کہ میں یہ کر لیتا.,مجھے سمجھ نہیں آتی اس نے یہ توقع کیوں کی کہ میں آج خاکہ مکمل کر لوں.,493
ur,اگرچہ مجھے یہ نہیں سمجھ آتا کہ وہ کیسے یہ توقع کر سکتا تھا کہ میں یہ کر لیتا.,مجھے سمجھ نہیں آتا اس نے کیوں سوچا کہ میں یہ ختم کردوں گا۔,494
ur,اگرچہ مجھے یہ نہیں سمجھ آتا کہ وہ کیسے یہ توقع کر سکتا تھا کہ میں یہ کر لیتا.,میں جانتا تھا کہ اس کو معلوم تھا کہ میں یہ آج رات نہیں ختم کروں گا۔,495
ur,"میں نے کبھی نہیں دیکھا اورابھی تک جانتی نہیں کیوں , شاۂد وہ آپ کے کام کے بارے میں جاننے کا اظہار کر رہا تھا۔",میں نے اسے نہیں دیکھا,505
ur,"میں نے کبھی نہیں دیکھا اورابھی تک جانتی نہیں کیوں , شاۂد وہ آپ کے کام کے بارے میں جاننے کا اظہار کر رہا تھا۔",مجھے سمجھ نہیں آیا کہ وہ شخص پیر کے دن کیا کر رہا تھا.,506
ur,"میں نے کبھی نہیں دیکھا اورابھی تک جانتی نہیں کیوں , شاۂد وہ آپ کے کام کے بارے میں جاننے کا اظہار کر رہا تھا۔",میں نے اس کے ہر ایک حصے کو دیکھا.,507
ur,انہوں نے کچھ سوال کئے اور میں نے انھیں جواب دیا اور انہوں نے کہا، اپنا سامان لو اور فوراً وہاں نکل جو، اور اس پتے پر آو جہاں تم نے آنا تھا جب تم واشنگٹن آئے تھے.,انہوں نے مجھے گھر میں رہنے کو کہا۔,517
ur,انہوں نے کچھ سوال کئے اور میں نے انھیں جواب دیا اور انہوں نے کہا، اپنا سامان لو اور فوراً وہاں نکل جو، اور اس پتے پر آو جہاں تم نے آنا تھا جب تم واشنگٹن آئے تھے.,unhn ne mjhey btaya k mein apney bags pakar lun.,518
ur,انہوں نے کچھ سوال کئے اور میں نے انھیں جواب دیا اور انہوں نے کہا، اپنا سامان لو اور فوراً وہاں نکل جو، اور اس پتے پر آو جہاں تم نے آنا تھا جب تم واشنگٹن آئے تھے.,انہوں نے مجھ سے کہا کہ سفید سوٹ  اٹھاؤ,519
ur,ہمیں پتا چلا کے یو 2 کی جہاز تھی ، لیکن اس کے بارے مین کسی کو بتا نہيں سکتے تھے ، بیوی اور بچوں کو بھی نہیں,ہم کسی کو بتانہیں سکتے تھے کہ U2 زمین پر اتر گیا ہے۔,523
ur,ہمیں پتا چلا کے یو 2 کی جہاز تھی ، لیکن اس کے بارے مین کسی کو بتا نہيں سکتے تھے ، بیوی اور بچوں کو بھی نہیں,ہم نے ہر ایک کو اس کے بارے میں بتا دیا تھا۔,524
ur,ہمیں پتا چلا کے یو 2 کی جہاز تھی ، لیکن اس کے بارے مین کسی کو بتا نہيں سکتے تھے ، بیوی اور بچوں کو بھی نہیں,ہمیں یو 2  کے بارے میں بات کرنے کی اجازت نہیں تھی.,525
ur,اگر اپنے ہاتھ دباؤ کے لباس سے باہر اجاۂے تو رفع دباو کے وجع سے وہ پانچ گنا بڑے ہو جاتے,آپ کی جلد میں کوئی تبدیلی واقع نہیں ہوگی۔,538
ur,اگر اپنے ہاتھ دباؤ کے لباس سے باہر اجاۂے تو رفع دباو کے وجع سے وہ پانچ گنا بڑے ہو جاتے,تمہارا ہاتھ سائز کو تبدیل کرسکتا تھا اگر یہ سوٹ سے باہر نکلا ہوا ہوتا۔,539
ur,اگر اپنے ہاتھ دباؤ کے لباس سے باہر اجاۂے تو رفع دباو کے وجع سے وہ پانچ گنا بڑے ہو جاتے,اگر آپ چاند میں ہوتے تو آپ کا ہاتھ ایک ٹن بڑھ جاتا اور آپ اسے سوٹ سے باہر نکال سکتے۔,540
ur,اس کے پاس بات چپانے کی کوۂی خاص وجع تھی کیا؟,مجھے پتہ ہے کہ کوئی وجہ نہیں ہے کہ وہ آپ کو نہیں بتائیں گے,541
ur,اس کے پاس بات چپانے کی کوۂی خاص وجع تھی کیا؟,وہ اس کے بارے میں آپ کو کیوں نہیں بتاۓ گی؟,542
ur,اس کے پاس بات چپانے کی کوۂی خاص وجع تھی کیا؟,اس نے تم کو بچے کے بارے میں کیوں نہیں بتایا؟,543
ur,پھر وہ اپنے رشتدار سے ملنے نیو یارک گیۂے اور وہیں رہے گے تھا ، واپس نہیں آں سکے تو وہیں رہے گۂے,اس نے کبھی اپنے خاندان کا دورہ نہیں کیا.,544
ur,پھر وہ اپنے رشتدار سے ملنے نیو یارک گیۂے اور وہیں رہے گے تھا ، واپس نہیں آں سکے تو وہیں رہے گۂے,وہ بروکینن میں اپنے خاندان کے ساتھ رہتا تھا,545
ur,پھر وہ اپنے رشتدار سے ملنے نیو یارک گیۂے اور وہیں رہے گے تھا ، واپس نہیں آں سکے تو وہیں رہے گۂے,وہ انکے ساتھ نیویارک میں رہا,546
ur,نہیں وہ سرف ایک دن کی بات تھی ، اور اس نے کہا بھی تھا کہ وہ افس واپس اۂیگی۔,اس نے نہیں بتایا کہ وہ واپس ہونے جارہی ہے یا نہیں۔,550
ur,نہیں وہ سرف ایک دن کی بات تھی ، اور اس نے کہا بھی تھا کہ وہ افس واپس اۂیگی۔,اس نے بتایا کہ وہ بعد میں واپس جائے گی۔,551
ur,نہیں وہ سرف ایک دن کی بات تھی ، اور اس نے کہا بھی تھا کہ وہ افس واپس اۂیگی۔,اس نے بتایا کہ وہ آفس میں لنچ کے ساتھ واپس آئے گی۔,552
ur,ہم نہیں جانتے تھے کہ یو 2 (U2) کیا تھا اور کوئی بھی U2 کے بارے میں کچھ بھی نہیں جانتا تھا.,ہم نہیں جانتے تھے کہ U2 کیا مصیبت ہے۔,553
ur,ہم نہیں جانتے تھے کہ یو 2 (U2) کیا تھا اور کوئی بھی U2 کے بارے میں کچھ بھی نہیں جانتا تھا.,ہم نے ہوا میں جو چیز دیکھی ہمیں اس کا نام معلوم نہیں تھا۔,554
ur,ہم نہیں جانتے تھے کہ یو 2 (U2) کیا تھا اور کوئی بھی U2 کے بارے میں کچھ بھی نہیں جانتا تھا.,ہم U2 کے بارے میں سب معلوم تھا!,555
ur,میری دادی ماں 1910 میں پیدا ہوئی تھی، وہ چھوٹی لڑکی تھی,میری دادی نئ صدی کے 10 سال بعد پیدا ہؤیں۔,589
ur,میری دادی ماں 1910 میں پیدا ہوئی تھی، وہ چھوٹی لڑکی تھی,میری دادی/نانی 1899 میں پیدا ہوئی تھیں۔,590
ur,میری دادی ماں 1910 میں پیدا ہوئی تھی، وہ چھوٹی لڑکی تھی,میری دادی/نانی 1 جولائی 1910 کو پیدا ہوئیں۔,591
ur,تو وہ اس کے بعد بھی آگسٹا میں رہا؟,Kiya wo August mein hi raha?,601
ur,تو وہ اس کے بعد بھی آگسٹا میں رہا؟,کیا وہ فساد کے بعد آگسٹا میں رکا تھا؟,602
ur,تو وہ اس کے بعد بھی آگسٹا میں رہا؟,Mujhe pata hai ke usne August foran hi choor diya.,603
ur,ویسے بھی یہ اٹھ گیا، ہمارے بارے میں آہ، آہ، مجھے نمبروں کو یاد نہیں ہے.,مجھے یاد نہیں ہے کہ ہمارے پاس کتنے تھے,607
ur,ویسے بھی یہ اٹھ گیا، ہمارے بارے میں آہ، آہ، مجھے نمبروں کو یاد نہیں ہے.,مجھے یاد نہیں ہمارے یہاں کتنے کارکن ہیں۔,608
ur,ویسے بھی یہ اٹھ گیا، ہمارے بارے میں آہ، آہ، مجھے نمبروں کو یاد نہیں ہے.,مجھے ہر چیز کے صحیح اعداد کا علم ہے۔,609
ur,اس طرح، تو میں آج فارغ ہوا 6:30 بجے گھر پہنچا اور یہ میرا دن تھا۔,میں نے دوپہر کے کھانے میں گھر آنے کا فیصلہ کیا اور باقی دن کو لے جانے کا فیصلہ کیا,622
ur,اس طرح، تو میں آج فارغ ہوا 6:30 بجے گھر پہنچا اور یہ میرا دن تھا۔,آج 6:30 کے بعد میں نے کچھ بھی اہم کام نہیں کیا۔,623
ur,اس طرح، تو میں آج فارغ ہوا 6:30 بجے گھر پہنچا اور یہ میرا دن تھا۔,میرے دن کا زیادہ تر حصہ ایک گاہک کے پیچیدہ بل کے مسئلے کو حل کرنے میں گزر گیا۔,624
ur,تو وہ واپس بیٹھ گۂی اور ان کی باتیں جاری رہۂی، وہ شخس ابھی بھی نظر آرہا تھا اور کافی تیزی سے چل رہا تھا۔,اس نے اپنے ساتھیوں سے بھاگنے والے شخص کے بارے میں بات چیت جاری رکھی۔,628
ur,تو وہ واپس بیٹھ گۂی اور ان کی باتیں جاری رہۂی، وہ شخس ابھی بھی نظر آرہا تھا اور کافی تیزی سے چل رہا تھا۔,وہ بولتی ہی رہی,629
ur,تو وہ واپس بیٹھ گۂی اور ان کی باتیں جاری رہۂی، وہ شخس ابھی بھی نظر آرہا تھا اور کافی تیزی سے چل رہا تھا۔,وہ خاموش ٹھہری رہی اور اپنے ڈیسک پر دیکھتی رہی۔,630
ur,اور ، ہاں، اگر یہ اوپر چڑھے اور چڑھتا ہی رہے  تو 'ووش'کرجائے گا، اور ،گویا آپ کا سر اتارنے کو کوشش کررہا ہو۔,اگر وہاں بجلی میں اضافہ ہوتا ہے، تو یہ اطراف کے لوگوں کے لیے خطرناک ہے۔,634
ur,اور ، ہاں، اگر یہ اوپر چڑھے اور چڑھتا ہی رہے  تو 'ووش'کرجائے گا، اور ،گویا آپ کا سر اتارنے کو کوشش کررہا ہو۔,اگر امڈنا ہوۂی تو اس کے ساتھ آواز بھی آۂی گی,635
ur,اور ، ہاں، اگر یہ اوپر چڑھے اور چڑھتا ہی رہے  تو 'ووش'کرجائے گا، اور ،گویا آپ کا سر اتارنے کو کوشش کررہا ہو۔,یہ صرف ایک بار بڑھ جائے گا,636
ur,میرے پاس کافی معلومات نہیں ہے.,میرے پاس وہ تمام معلومات ہے جسکی مجھے کبھی ضرورت ہو سکتی ہے۔,640
ur,میرے پاس کافی معلومات نہیں ہے.,کس قسم کی کار خریدوں اس سلسلہ میں فیصلہ کرنے کے لیے مجھے مزید معلومات کی ضرورت ہے۔,641
ur,میرے پاس کافی معلومات نہیں ہے.,مجھے اس بات کے بارے میں مزید معلومات جمع کرنے کی ضرورت ہے,642
ur,وہ کہتے ہیں کہ میں آپ کو تقریبا ایک گھنٹہ میں فون کروں گا.,اس نے کہا وہ کال کرے گا جیسے ہی وہ گھر پہنچے گا.,646
ur,وہ کہتے ہیں کہ میں آپ کو تقریبا ایک گھنٹہ میں فون کروں گا.,انہوں نے کہا کہ وہ کال واپس آئے گا,647
ur,وہ کہتے ہیں کہ میں آپ کو تقریبا ایک گھنٹہ میں فون کروں گا.,اس نے بتایا کہ وہ بول چکے ہیں۔,648
ur,یقینا، انہوں نے مجھ سے پوچھا،کیوں میں چلا گیا.,انہوں نے مجھ سے پوچھا کہ میں وہاں کیوں گیا تھا۔,649
ur,یقینا، انہوں نے مجھ سے پوچھا،کیوں میں چلا گیا.,انہوں نے پوچھا کے میں اسٹور پر کیوں گیا.,650
ur,یقینا، انہوں نے مجھ سے پوچھا،کیوں میں چلا گیا.,وہ پوچھتے ہیں کہ کیوں میں گھر بیٹھ گیا/گئی۔,651
ur,مجھے کورس میں تربیت شروع کرنا پڑا.,مجھے تیاری کی کوئی ضرورت نہیں تھی.,691
ur,مجھے کورس میں تربیت شروع کرنا پڑا.,کٹھ راہ کو مکمل کرنے کا طریقہ مجھے سیکھنا پڑا تھا۔,692
ur,مجھے کورس میں تربیت شروع کرنا پڑا.,مجھے تیاری شروع کرنا تھا۔,693
ur,پھر ميں اپنے میز کے پاس واپس چلی گۂي,میں نے دوبارہ بیٹھنے سے منع کردیا۔,697
ur,پھر ميں اپنے میز کے پاس واپس چلی گۂي,.میں اپنی نشست میں واپس آیا,698
ur,پھر ميں اپنے میز کے پاس واپس چلی گۂي,میں واپس چلا گیا اور بیٹھ گیا کیونکہ میرے مالک نے مجھے ایسا کرنے کو کھا,699
ur,اب اتنا خفیہ تھا یہ.,اگر کسی کو معلومات کا علم ہوتا، اسے جیل میں ڈال دیا جاتا تھا.,703
ur,اب اتنا خفیہ تھا یہ.,یہ عوامی معلومات تھی۔,704
ur,اب اتنا خفیہ تھا یہ.,یہ بہت درجہ بندی تھا,705
ur,وہ قیدی نہیں رہنا چاھتے تھے۔,انہیں کچھ مواقع پر پکڑا جاسکتا تھا لیکن وہ اس سے بچنا چاہتے تھے۔,715
ur,وہ قیدی نہیں رہنا چاھتے تھے۔,Aik haliya dakay key silsalay mein unko garift mein rakha hua tha.,716
ur,وہ قیدی نہیں رہنا چاھتے تھے۔,woh sab custody se nikal janey ki wajah se khaufzada thy.,717
ur,تو مجھے تقریبا ایک سے دوگھنٹے لگے صرف اس چیز کو ڈھونڈنے میں جو مجھے ضرورت تھی۔,مجھ کو یہ چند سیکنڈ میں مل گیا۔,718
ur,تو مجھے تقریبا ایک سے دوگھنٹے لگے صرف اس چیز کو ڈھونڈنے میں جو مجھے ضرورت تھی۔,مجھے اس  ایک طویل وقت لگا کیونکہ کتاب بہت موٹی اور   الجھن والی تھی۔,719
ur,تو مجھے تقریبا ایک سے دوگھنٹے لگے صرف اس چیز کو ڈھونڈنے میں جو مجھے ضرورت تھی۔,اس کو تلاش کرنے میں مجھے تھوڑی دیر لگی۔,720
ur,جسمی اور زندگی کے سہارے ميں اونچائی کے چیمبر میں فرق ہے جو پائیلٹ کو 80 حزار فٹ تک لے کے جاتا ہے اور واپس بھی لاتا ہے۔,زیادہ اونچائی کے کمروں میں پائلٹوں کا امتحان ہوجاتا ہے۔,721
ur,جسمی اور زندگی کے سہارے ميں اونچائی کے چیمبر میں فرق ہے جو پائیلٹ کو 80 حزار فٹ تک لے کے جاتا ہے اور واپس بھی لاتا ہے۔,پائلٹوں کو اونچائی کے چیمبروں میں ایک مہینہ 20 سے زائد مرتبہ ٹیسٹ کیا جانا پڑتا ہے,722
ur,جسمی اور زندگی کے سہارے ميں اونچائی کے چیمبر میں فرق ہے جو پائیلٹ کو 80 حزار فٹ تک لے کے جاتا ہے اور واپس بھی لاتا ہے۔,اونچائی چیمبر بند کر دیا گیا ہے,723
ur,اور وہ شہر کے مرکز میں آ گئے اور وہاں، اور اوگسٹا میں ابھی بھی ایسا ہی ہے، شہر کے مرکز میں یہ بڑی گلی تھی جو بروڈ سٹریٹ (چوڑی گلی) کہلاتی ہے، اور یہ محض شہر کے مرکز میں ایک چوڑی گلی تھی.,انہوں نے آگسٹا کو چھوڑا اوراٹلانٹا  پر چلے گئے۔,727
ur,اور وہ شہر کے مرکز میں آ گئے اور وہاں، اور اوگسٹا میں ابھی بھی ایسا ہی ہے، شہر کے مرکز میں یہ بڑی گلی تھی جو بروڈ سٹریٹ (چوڑی گلی) کہلاتی ہے، اور یہ محض شہر کے مرکز میں ایک چوڑی گلی تھی.,وہ مرکزی سڑک پر شہر کے نیچے گئے,728
ur,اور وہ شہر کے مرکز میں آ گئے اور وہاں، اور اوگسٹا میں ابھی بھی ایسا ہی ہے، شہر کے مرکز میں یہ بڑی گلی تھی جو بروڈ سٹریٹ (چوڑی گلی) کہلاتی ہے، اور یہ محض شہر کے مرکز میں ایک چوڑی گلی تھی.,وہ زیادہ ریسٹورنٹس اور بارز والی سڑک کی طرف گئے,729
ur,یہ میری غلطی تھی,Mein ne koi galti ke baghar kar diya.,733
ur,یہ میری غلطی تھی,فورم بھیجنے میں غلطی کر دی تھی,734
ur,یہ میری غلطی تھی,میں نے ایک غلطی کردی۔,735
ur,اس نے کہا، لیکن آپ کو یہاں دیکھنا چاہئے، یہاں دیکھیں، اس نے مجھے کمپیوٹر میں دیکھنے کے لئے تین جگہیں بتائیں.,اس کو کوئی اندازہ نہیں تھا کہ کہاں دیکھنا ہے.,739
ur,اس نے کہا، لیکن آپ کو یہاں دیکھنا چاہئے، یہاں دیکھیں، اس نے مجھے کمپیوٹر میں دیکھنے کے لئے تین جگہیں بتائیں.,usne mjhey btaya k folder desktop pe hun ge.,740
ur,اس نے کہا، لیکن آپ کو یہاں دیکھنا چاہئے، یہاں دیکھیں، اس نے مجھے کمپیوٹر میں دیکھنے کے لئے تین جگہیں بتائیں.,اس نے مجھے بتایا کہ کہاں تلاش کرنا ہے,741
ur,وہ سانپ والا دریہ تھا ، او سانپ والا دریہ، جس میں بہت سارے سانپ تھے۔,اپنے نام کے باوجود، سانپ نامی دریا میں حقیقتاً کوئی سانپ نہیں ہے؛ یہ نام اس کی S جیسی بناوٹ کی وجہ سے اسے ملا.,769
ur,وہ سانپ والا دریہ تھا ، او سانپ والا دریہ، جس میں بہت سارے سانپ تھے۔,دریاۓ سانپ میں بہت سارے کچھوے ہیں۔,770
ur,وہ سانپ والا دریہ تھا ، او سانپ والا دریہ، جس میں بہت سارے سانپ تھے۔,سانپ کا  دریا سانپ سے بھرا ہوا ہے,771
ur,جی ہاں، میرا کریڈٹ یونین ہے,میرے پاس ایک کریڈٹ یونین ہے,772
ur,جی ہاں، میرا کریڈٹ یونین ہے,میں اپنی کریڈٹ یونین میں اکثر جاتا/جاتی ہوں۔,773
ur,جی ہاں، میرا کریڈٹ یونین ہے,کریڈٹ یونین کیا ہے؟,774
ur,اصل میں یہ ایک فعال ریاست ہے، یہ کچھ نہیں ہے جو آپ کی قسمت رکھ سکتے ہیں، جانتے ہیں کہ اس میں باہمی طور پر ملوث ہونے اور کسی بھی اچھا کام کرنے کی توقع نہیں ہے.,مجھے لگتا ہے کہ آپ کو ایک دن کے لئے دس گھنٹے وقف کرنا پڑے گا,775
ur,اصل میں یہ ایک فعال ریاست ہے، یہ کچھ نہیں ہے جو آپ کی قسمت رکھ سکتے ہیں، جانتے ہیں کہ اس میں باہمی طور پر ملوث ہونے اور کسی بھی اچھا کام کرنے کی توقع نہیں ہے.,میرے خیال میں آپ کو اس کے لئے وقف ہونا چاہئے اچھے طریقے سے کرنے کے لئے.,776
ur,اصل میں یہ ایک فعال ریاست ہے، یہ کچھ نہیں ہے جو آپ کی قسمت رکھ سکتے ہیں، جانتے ہیں کہ اس میں باہمی طور پر ملوث ہونے اور کسی بھی اچھا کام کرنے کی توقع نہیں ہے.,کوئی بات نہیں اگر آپ اسے سنجیدگی سے نہیں لیتے۔,777
ur,اور جو مجھے لگتا ہے وہ واقعی دلچسپ ہے ہم اس کے بارے میں کیا کرتے ہیں میرا مطلب ہے کہ ہم لوگوں کو تبدیل  کرنا پڑے گا جو ہماری نمائندگی کرتے ہیں.,میں اتنا جانتی ہوں کے بہت بیزار کنہو گا ، اور نمائندگی کو بدلنے کا کوۂی فاۂدہ نہیں ہے تو کوشش بھی نہیں کرنی چاہیۓ,793
ur,اور جو مجھے لگتا ہے وہ واقعی دلچسپ ہے ہم اس کے بارے میں کیا کرتے ہیں میرا مطلب ہے کہ ہم لوگوں کو تبدیل  کرنا پڑے گا جو ہماری نمائندگی کرتے ہیں.,مجھے لگتا ہے کہ یہ ہمارے نمائندہوں کو تبدیل کرنا مشکل پر آخر میں قابل قدر ہو گا,794
ur,اور جو مجھے لگتا ہے وہ واقعی دلچسپ ہے ہم اس کے بارے میں کیا کرتے ہیں میرا مطلب ہے کہ ہم لوگوں کو تبدیل  کرنا پڑے گا جو ہماری نمائندگی کرتے ہیں.,جو ہماری نمائندگی کرتے ہیں ہم کو ان میں تبدیلی لانی ہوگی۔,795
ur,اور وہ تربیت یافتہ ہونے کے بعد بھی بہت اچھا ہوسکتے ہیں,تربیت مکمل کرنے کے بعد وہ سخت اور سرد بن جاتے/جاتی ہیں۔,799
ur,اور وہ تربیت یافتہ ہونے کے بعد بھی بہت اچھا ہوسکتے ہیں,ٹریننگ لینے کے وقت ان کے اندر تیزی سے تبدیلی آتی ہے۔,800
ur,اور وہ تربیت یافتہ ہونے کے بعد بھی بہت اچھا ہوسکتے ہیں,تربیت حاصل کرنے کے بعد وہ بہت بہتر ہوسکتے ہیں۔,801
ur,اور یہ دس بیس سال تک جا سکتا ہے. میں سوچتا ہوں کہ یہ تھوڑا مضحکہ خیز ہے,مجھے لگتا ہے کہ یہ بالکل پاگل پن ہے کہ ایک مقدمہ بہت سارے سالوں تک چل سکتا ہے۔,805
ur,اور یہ دس بیس سال تک جا سکتا ہے. میں سوچتا ہوں کہ یہ تھوڑا مضحکہ خیز ہے,میرے خیال میں یہ گری دار میوہ ہی ہے جو اتنی دیر تک چلتا ہے۔,806
ur,اور یہ دس بیس سال تک جا سکتا ہے. میں سوچتا ہوں کہ یہ تھوڑا مضحکہ خیز ہے,یہ صرف ایک ہفتے جاری رہا۔,807
