sentence1	sentence2	pairID
Du drehst die kleine Schraube besser etwas nach unten weil du könntest sonst beschädigen und anderen ihre lunge sehr leicht	Die Schraube kommt in die Luftröhre und kann die Lunge verletzen.	297
Ich bekam den Befehl, nach Del Rio, Texas, zu fahren. Als ich dort ankam, wusste ich, dass ich zur Laughlin Air Force Base musste.	Ich wurde zum Arbeiten nach Del Rio in Texas geschickt.	298
Ich bekam den Befehl, nach Del Rio, Texas, zu fahren. Als ich dort ankam, wusste ich, dass ich zur Laughlin Air Force Base musste.	Ich war nie nach Texas gegangen.	299
Ich bekam den Befehl, nach Del Rio, Texas, zu fahren. Als ich dort ankam, wusste ich, dass ich zur Laughlin Air Force Base musste.	Die Air Force sendete mich zu Del Rio, Tx im Jahre 2001.	300
Jeder bekommt Champagner und einige Leute trinken es nicht, also was bleibt, trinken die Kinder, also gingen wir herum und tranken all diesen Champagner.	Die Kinder tranke 3 Flaschen Champagner.	301
Jeder bekommt Champagner und einige Leute trinken es nicht, also was bleibt, trinken die Kinder, also gingen wir herum und tranken all diesen Champagner.	Die Kinder tranken etwas Champagner.	302
Jeder bekommt Champagner und einige Leute trinken es nicht, also was bleibt, trinken die Kinder, also gingen wir herum und tranken all diesen Champagner.	Die ganze Party war trocken und es wurde kein Alkohol serviert.	303
Es gibt viele Geschichten um die nackte Stadt	Ich habe keine Geschichten gehört.	304
Es gibt viele Geschichten um die nackte Stadt	Es gibt viele Geschichten über das Militär.	305
Es gibt viele Geschichten um die nackte Stadt	Es gibt viele Geschichten, die erzählt werden.	306
Weißt du, du lebst und lernst wenn du Flugzeuge testest.	Ich weiß nichts über das Testen von Flugzeugen.	307
Weißt du, du lebst und lernst wenn du Flugzeuge testest.	Das Testen von Flugzeugen lehrt Sie eine Menge an Lektionen.	308
Weißt du, du lebst und lernst wenn du Flugzeuge testest.	Das Testen von Flugzeugen lehrt mit Druck umzugehen.	309
Ich meine, das war der ganze Punkt.	Ich verstehe den Punkt nicht.	310
Ich meine, das war der ganze Punkt.	Ich denke, der Punkt war, uns zu erzählen, wie gefährlich es war.	311
Ich meine, das war der ganze Punkt.	Ich habe die Aussage verstanden.	312
Es war von einem Luftwaffenstützpunkt, der über Kuba geflogen ist, und natürlich wurde Rudolph Anderson abgeschossen.	Alle Flugzeuge überstanden es, ohne abgeschossen zu werden.	313
Es war von einem Luftwaffenstützpunkt, der über Kuba geflogen ist, und natürlich wurde Rudolph Anderson abgeschossen.	Etwas wurde über Kuba abgeschossen.	314
Es war von einem Luftwaffenstützpunkt, der über Kuba geflogen ist, und natürlich wurde Rudolph Anderson abgeschossen.	Das riesige Passagierflugzeug wurde im Mai über Kuba abgeschossen.	315
Das ist wahrscheinlich das erste woran ich mich aus meiner frühen Kindheit erinnere, äh, vor allem wenn ich etwas falsch gemacht hatte.	Ich habe keine Erinnerungen an meine Kindheit.	319
Das ist wahrscheinlich das erste woran ich mich aus meiner frühen Kindheit erinnere, äh, vor allem wenn ich etwas falsch gemacht hatte.	Ich fühle mich bis heute schlecht.	320
Das ist wahrscheinlich das erste woran ich mich aus meiner frühen Kindheit erinnere, äh, vor allem wenn ich etwas falsch gemacht hatte.	Es war eine meiner ersten Erinnerungen.	321
Sie haben einfach nicht gemocht, wie es damals war, schwarz zu sein, und das war, weißt du, ich vermute, das war wahrscheinlich, weißt du, in den frühen 1930er Jahren, als sie das taten.	Es war schwer, im Süden schwarz zu sein.	322
Sie haben einfach nicht gemocht, wie es damals war, schwarz zu sein, und das war, weißt du, ich vermute, das war wahrscheinlich, weißt du, in den frühen 1930er Jahren, als sie das taten.	Es war so einfach schwarz zu sein!	323
Sie haben einfach nicht gemocht, wie es damals war, schwarz zu sein, und das war, weißt du, ich vermute, das war wahrscheinlich, weißt du, in den frühen 1930er Jahren, als sie das taten.	Damals war es schwer, schwarz zu sein.	324
Niemand wusste, wo sie hingegangen waren.	Alle wussten genau wohin sie gingen.	331
Niemand wusste, wo sie hingegangen waren.	Niemand wusste, in welches Haus sie gingen.	332
Niemand wusste, wo sie hingegangen waren.	Ihr Reiseziel war ein Geheimnis.	333
Und sie konnten nicht in der Augusta Region bleiben, weil die Menschen dort wussten, dass sie versucht hatten etwas sehr tabuisiertes zu tun, und versucht hatten als Weiße durchzugehen.	Die Leute hatten keine Ahnung, dass sie keine Weißen waren.	334
Und sie konnten nicht in der Augusta Region bleiben, weil die Menschen dort wussten, dass sie versucht hatten etwas sehr tabuisiertes zu tun, und versucht hatten als Weiße durchzugehen.	Menschen waren sich bewusst, dass sie Afroamerikaner waren.	335
Und sie konnten nicht in der Augusta Region bleiben, weil die Menschen dort wussten, dass sie versucht hatten etwas sehr tabuisiertes zu tun, und versucht hatten als Weiße durchzugehen.	Den Menschen war es bewusst, dass sie nicht weiß waren.	336
Ja, nun, er ist hier.	Der Mann ist anwesend.	337
Ja, nun, er ist hier.	Der Typ tauchte hier gerade vor 2 Minuten auf.	338
Ja, nun, er ist hier.	Der Typ kam nie hierher.	339
Wir haben etwas im Fernsehen angeschaut.	Wir besaßen keinen Fernseher.	340
Wir haben etwas im Fernsehen angeschaut.	Wir schauten auf den Fernseher.	341
Wir haben etwas im Fernsehen angeschaut.	Wir haben die Fernsehnachrichten gesehen.	342
Jedenfalls denke ich, dass ich wieder mit Ramona gesprochen habe.	Ich habe noch nie mit Ramona gesprochen.	343
Jedenfalls denke ich, dass ich wieder mit Ramona gesprochen habe.	Ich sprach ein anderes Mal mit Ramona.	344
Jedenfalls denke ich, dass ich wieder mit Ramona gesprochen habe.	Es war eine angenehme Unterhaltung.	345
Er war das einzige Opfer der kubanischen Krise, und ähm, Kaiser ähm, er machte die Fotos und flug sofort zu der Andrews Air Force in Washington.	10000 Menschen sind in der cubanischen Krise gestorben.	352
Er war das einzige Opfer der kubanischen Krise, und ähm, Kaiser ähm, er machte die Fotos und flug sofort zu der Andrews Air Force in Washington.	Nur eine Person starb in der Kubanischen Krise.	353
Er war das einzige Opfer der kubanischen Krise, und ähm, Kaiser ähm, er machte die Fotos und flug sofort zu der Andrews Air Force in Washington.	Nur eine Person kam in der Kubakrise bei einem Unfall ums Leben.	354
Ähm, und sie sagte, sagte sie, sie sagte: Baby, sagte sie, du verstehst das Leben nicht so, wie ich das Leben verstehe.	Sie sagte, sie hatte keine Ahnung.	355
Ähm, und sie sagte, sagte sie, sie sagte: Baby, sagte sie, du verstehst das Leben nicht so, wie ich das Leben verstehe.	Sie sagte, dass sie mehr über das Leben wusste.	356
Ähm, und sie sagte, sagte sie, sie sagte: Baby, sagte sie, du verstehst das Leben nicht so, wie ich das Leben verstehe.	Sie sagte mir, ich hätte keine Ahnung, wie die echte Welt funktioniert und ich sollte ihr folgen.	357
Dann bekomme ich es und ich denke toll, was mache ich damit?	Ich weiß nicht, wie ich die Verhütungsmittel benutzen sollte.	358
Dann bekomme ich es und ich denke toll, was mache ich damit?	Ich weiß nicht, wofür ich es benutzen sollte.	359
Dann bekomme ich es und ich denke toll, was mache ich damit?	Ich wusste ganz genau, wozu ich es verwenden konnte!	360
Gib mir nur eine Minute, wenn du es abschneiden willst, ich würde, äh, gehen.	Ich bin bereit, jetzt zu gehen.	367
Gib mir nur eine Minute, wenn du es abschneiden willst, ich würde, äh, gehen.	Ich brauche eine Minute hier.	368
Gib mir nur eine Minute, wenn du es abschneiden willst, ich würde, äh, gehen.	Ich muss mich einen Moment lang sammeln.	369
Also bin ich, also bin ich nach Washington D.C. gegangen und ich bin nicht direkt nach, ähm, dorthin gegangen, wohin ich laut meiner Anweisungen gehen sollte.	Ich war noch nie in Washington DC.	370
Also bin ich, also bin ich nach Washington D.C. gegangen und ich bin nicht direkt nach, ähm, dorthin gegangen, wohin ich laut meiner Anweisungen gehen sollte.	Ich ging nach DC, um meinen Vorgesetzten zu sehen.	371
Also bin ich, also bin ich nach Washington D.C. gegangen und ich bin nicht direkt nach, ähm, dorthin gegangen, wohin ich laut meiner Anweisungen gehen sollte.	Ich ging zur Hauptstadt der Nation.	372
Sie war eine hellhäutige schwarze Person.	Sie hatte sehr dunkle haut.	376
Sie war eine hellhäutige schwarze Person.	Sie hatte helle Haut für eine afroamerikanische Person.	377
Sie war eine hellhäutige schwarze Person.	Ihre haut war heller, als die, des Rests ihrer schwarzen Freunde.	378
Wie auch immer, Papa geht und macht dieses schöne große Glas Schokoladenmilch für mich.	Papa brachte mir Schokomilch vom Kühlschrank.	379
Wie auch immer, Papa geht und macht dieses schöne große Glas Schokoladenmilch für mich.	Papa schenkte mir ein Glas Milch ein.	380
Wie auch immer, Papa geht und macht dieses schöne große Glas Schokoladenmilch für mich.	Mein Vater sagte dass ich keinen Drink haben durfte.	381
Der DOT musste das Grundstück und das ganze Zeug kaufen.	Dem Verkehrsministerium gelang es, ein anderes Grundstück finden, das sie stattdessen mieten konnten.	382
Der DOT musste das Grundstück und das ganze Zeug kaufen.	Das Grundstück und die Ausrüstung wurden vom Verkehrsministerium gekauft.	383
Der DOT musste das Grundstück und das ganze Zeug kaufen.	Der Kauf des Grundstücks kostete den DOT mehr als drei millionen dollar.	384
Er wäre geboren worden	Er hätte im Dezember 2010 geboren werden sollen.	391
Er wäre geboren worden	Er sollte geboren werden.	392
Er wäre geboren worden	Er sollte nicht geboren werden.	393
Ich bin wie, ich weiß, wie weit ich gekommen bin.	Ich sagte ihnen, dass ich nicht wusste, was ich tat.	397
Ich bin wie, ich weiß, wie weit ich gekommen bin.	Ich erzählte ihnen, dass ich wusste, dass ich ihre Erwartungen um 40% übertroffen hatte.	398
Ich bin wie, ich weiß, wie weit ich gekommen bin.	Ich sagte ihnen, ich weiß, was ich erreicht habe.	399
OK, kannst du mich hören?	Kannst du mich jetzt gerade hören?	400
OK, kannst du mich hören?	Kannst du hören, was ich sage?	401
OK, kannst du mich hören?	Ich weiß, dass du mich nicht hören kannst.	402
Ähm, gibt es welche, du hast gesagt du erinnerst dich nicht daran etwas besonders gelesen zu haben, als du in der Schule älter warst, gab es irgendwelche Bücher, die du gelesen hast, die du mochtest oder gehasst hast?	Mochten Sie die Harry Potter Bücher oder nicht?	409
Ähm, gibt es welche, du hast gesagt du erinnerst dich nicht daran etwas besonders gelesen zu haben, als du in der Schule älter warst, gab es irgendwelche Bücher, die du gelesen hast, die du mochtest oder gehasst hast?	Hast du bestimmte Bücher gemocht oder gehasst?	410
Ähm, gibt es welche, du hast gesagt du erinnerst dich nicht daran etwas besonders gelesen zu haben, als du in der Schule älter warst, gab es irgendwelche Bücher, die du gelesen hast, die du mochtest oder gehasst hast?	Ich weiß, dass Du jedes Buch, das Du geselen hast, geliebt hast.	411
Es ist eine kleine Schraube, die eine Einspritzung, sondern den, den Atemdruckschlauch zum Piloten und Gegendruck eingestellt hat.	Die Schraube beeinflusst den Druck.	415
Es ist eine kleine Schraube, die eine Einspritzung, sondern den, den Atemdruckschlauch zum Piloten und Gegendruck eingestellt hat.	Die Schraube ist winzig und silbern.	416
Es ist eine kleine Schraube, die eine Einspritzung, sondern den, den Atemdruckschlauch zum Piloten und Gegendruck eingestellt hat.	Es gibt keine Schrauben, nur Knöpfe.	417
Sie sagt: Mach dir keine Sorgen, weißt du, nimm dir einfach Zeit.	Sie sagte mir, ich müsse mich sofort beeilen.	418
Sie sagt: Mach dir keine Sorgen, weißt du, nimm dir einfach Zeit.	Sie sagte mir, es wäre in Ordnung, wenn ich Stunden brauchen würde.	419
Sie sagt: Mach dir keine Sorgen, weißt du, nimm dir einfach Zeit.	Sie sagte mir, ich solle nur langsamer fahren.	420
Präsident Kennedy sagt zu den Piloten, sagt, meine Herren, machen Sie gute Bilder.	Kennedy erkannte sie nicht an.	421
Präsident Kennedy sagt zu den Piloten, sagt, meine Herren, machen Sie gute Bilder.	Kennedy sprach mit den Air Force Piloten.	422
Präsident Kennedy sagt zu den Piloten, sagt, meine Herren, machen Sie gute Bilder.	Kennedy sprach mit den Piloten.	423
Und ich sagte etwas wie: ich bin fast fertig.	Ich sagte ihm, dass ich in 10 Minuten fertig wäre.	424
Und ich sagte etwas wie: ich bin fast fertig.	Ich sagte ihm, dass ich nie fertig werden würde.	425
Und ich sagte etwas wie: ich bin fast fertig.	Ich sagte ihnen, ich sei beinahe fertig.	426
Ich versuchte, alles zu notieren.	Ich wollte Dinge niederschreiben.	427
Ich versuchte, alles zu notieren.	Ich habe mir nicht die Mühe gemacht, etwas aufzuschreiben.	428
Ich versuchte, alles zu notieren.	Ich schrieb jedes Werk sie sagte auf.	429
Nein, sie wurde 1900 geboren, weil sie 16 war, und so muss es gewesen sein wie 1926, 19, weißt du,  vor 1930.	Sie wurde am 1. Januar 1900 geboren.	430
Nein, sie wurde 1900 geboren, weil sie 16 war, und so muss es gewesen sein wie 1926, 19, weißt du,  vor 1930.	Sie wurde um die Jahrhundertwende geboren.	431
Nein, sie wurde 1900 geboren, weil sie 16 war, und so muss es gewesen sein wie 1926, 19, weißt du,  vor 1930.	Sie wurde erst 1943 geboren.	432
Es war also wirklich interessant.	Ich war mich sehr interessant für wie viel ich essen könnte.	436
Es war also wirklich interessant.	Ich war überhaupt nicht interessiert.	437
Es war also wirklich interessant.	Es war interessant für mich.	438
Ihre Schwester könnte als weiß durchgehen und ist tatsächlich als weiß durchgegangen.	Ihre Schwester hatte die hellste Haut von allen in der Nachbarschaft.	439
Ihre Schwester könnte als weiß durchgehen und ist tatsächlich als weiß durchgegangen.	Ihre Schwester wurde normalerweise für weiß gehalten.	440
Ihre Schwester könnte als weiß durchgehen und ist tatsächlich als weiß durchgegangen.	Shers Schwester ist sehr dunkel.	441
Nun, er war fast alt genug, um ihr Papa zu sein.	Er war 27 Jahre älter als sie.	442
Nun, er war fast alt genug, um ihr Papa zu sein.	Er war viel jünger als sie.	443
Nun, er war fast alt genug, um ihr Papa zu sein.	Er war älter als sie.	444
Dass, ich war der einzige 922, der Lebenserhaltungsmann, der andere Mann war eine physiologische Unterstützung.	Keiner gab irgendeine Art von Unterstützung.	445
Dass, ich war der einzige 922, der Lebenserhaltungsmann, der andere Mann war eine physiologische Unterstützung.	Ein Mann gab den Truppen physiologische Unterstützung.	446
Dass, ich war der einzige 922, der Lebenserhaltungsmann, der andere Mann war eine physiologische Unterstützung.	Ein Mann gab physiologische Unterstützung.	447
Und hier bin ich, denke er wird herrein kommen und so sein, du weißt schon, es nur an mir auslassen, du weißt, einfach nur wie ich es nicht machen könnte	Ich wusste, dass er nicht hierher kommen würde.	448
Und hier bin ich, denke er wird herrein kommen und so sein, du weißt schon, es nur an mir auslassen, du weißt, einfach nur wie ich es nicht machen könnte	Ich dachte, er käme hierher, um zu kämpfen.	449
Und hier bin ich, denke er wird herrein kommen und so sein, du weißt schon, es nur an mir auslassen, du weißt, einfach nur wie ich es nicht machen könnte	Ich dachte, dass er sich über meinen Tonfall beschweren würde.	450
Nun, natürlich, natürlich, wir hatten ein, wir konnten keinen Fehler machen.	Es ist OK wenn wir ein paar Fehler gemacht haben.	451
Nun, natürlich, natürlich, wir hatten ein, wir konnten keinen Fehler machen.	Wir durften keinen Fehler machen.	452
Nun, natürlich, natürlich, wir hatten ein, wir konnten keinen Fehler machen.	Uns war nicht erlaubt irgendetwas falsch zu schreiben.	453
Und, ja, aber, in der Nacht dachte ich, ich konnte nicht schlafen.	Ich hatte Probleme mit dem Schlaf heute Nacht.	454
Und, ja, aber, in der Nacht dachte ich, ich konnte nicht schlafen.	Ich hatte immer Albträume, die mich vom Schlafen abhielten.	455
Und, ja, aber, in der Nacht dachte ich, ich konnte nicht schlafen.	Ich schlafe nachts wie ein Baby!	456
Etwas, das sie wirklich hat, als grossartige Verteidigung.	Sie konnte sich selbst gegen wilde Hunde verteidigen.	457
Etwas, das sie wirklich hat, als grossartige Verteidigung.	Sie konnte sich gut verteidigen.	458
Etwas, das sie wirklich hat, als grossartige Verteidigung.	Sie war unglaublich verletzlich.	459
Ähm, so weit mir nie gesagt wurde--	Er erzählte ihm alles, was ich wissen musste	460
Ähm, so weit mir nie gesagt wurde--	Mir wurde nichts über das Sicherheitsprotokoll gesagt.	461
Ähm, so weit mir nie gesagt wurde--	Manchmal wird mir nichts gesagt.	462
Er lebte also in dieser Gegend.	Unser Zuhause war hier in der Nähe.	463
Er lebte also in dieser Gegend.	Unser Zuhause war weit weg von diesem Ort.	464
Er lebte also in dieser Gegend.	Unser Haus war zwei Straßen entfernt.	465
Und er redet so schnell, er ist am Telefon.	Er spricht so langsam wie er kann.	466
Und er redet so schnell, er ist am Telefon.	Er spricht in ein iPhone.	467
Und er redet so schnell, er ist am Telefon.	Er redet in sein Handy.	468
Ich kann mich nicht erinnern, was es war, aber plötzlich wurde ich wirklich nervös, dass ich zum ersten Mal in die Schule gehen würde und das war wahrscheinlich der stressigste Tag meines Lebens.	Ich war wirklich entspannt, was den Schulanfang angeht.	469
Ich kann mich nicht erinnern, was es war, aber plötzlich wurde ich wirklich nervös, dass ich zum ersten Mal in die Schule gehen würde und das war wahrscheinlich der stressigste Tag meines Lebens.	Ich war besorgt, in die Schule zu gehen.	470
Ich kann mich nicht erinnern, was es war, aber plötzlich wurde ich wirklich nervös, dass ich zum ersten Mal in die Schule gehen würde und das war wahrscheinlich der stressigste Tag meines Lebens.	Ich war besorgt über den Eintritt in den Kindergarten	471
Ich habe äh gleich außerhalb von St. Louis, zwischen Jefferson City und St. Louis, MO, gelebt.	Ich lebte in Texas.	475
Ich habe äh gleich außerhalb von St. Louis, zwischen Jefferson City und St. Louis, MO, gelebt.	Ich lebte in einem gelben Haus in Missouri.	476
Ich habe äh gleich außerhalb von St. Louis, zwischen Jefferson City und St. Louis, MO, gelebt.	Ich war in Missouri.	477
Ich meldete mich an einem bestimmten Platz in Del Rio, dann musste ich zur Laughlin Air Force Base gehen, die erst vor Kurzem wieder eröffnet worden war.	Die Laughlin Air Force Basis schloss für eine Weile.	481
Ich meldete mich an einem bestimmten Platz in Del Rio, dann musste ich zur Laughlin Air Force Base gehen, die erst vor Kurzem wieder eröffnet worden war.	Der Laughlin Stützpunkt der Luftwaffe ist immer geöffnet geblieben.	482
Ich meldete mich an einem bestimmten Platz in Del Rio, dann musste ich zur Laughlin Air Force Base gehen, die erst vor Kurzem wieder eröffnet worden war.	Die Laughlin Air Force Base beherbergt 10.000 Soldaten.	483
Es ist mir egal wie es dir geht.	Es ist mir egal, welche Farbe du wählst.	487
Es ist mir egal wie es dir geht.	Ich muss jedem Geschäft zustimmen.	488
Es ist mir egal wie es dir geht.	Es interessiert mich nicht wie du es zu Ende machst.	489
Also such ich, finde heraus wo Ramona ist und rufe sie dort an.	Ich habe Ramona zu meinem Haus herübergerufen.	490
Also such ich, finde heraus wo Ramona ist und rufe sie dort an.	Ich rief Ramona zu mir herüber.	491
Also such ich, finde heraus wo Ramona ist und rufe sie dort an.	Ich ignorierte Ramona.	492
In der Zwischenzeit kaufte die Air Force die SR71, nun A-12, an welcher wir mit der CIA arbeiteten.	Die Air Force kaufte 18 Flugzeuge.	496
In der Zwischenzeit kaufte die Air Force die SR71, nun A-12, an welcher wir mit der CIA arbeiteten.	Die Air Force kaufte Flugzeuge.	497
In der Zwischenzeit kaufte die Air Force die SR71, nun A-12, an welcher wir mit der CIA arbeiteten.	Die Air Force hatte keine Flugzeuge.	498
Also war der Ehemann ihrer Schwester auch hellhäutig?	Ihre Schwester ist mit einem schwarzen Mann verheiratet.	499
Also war der Ehemann ihrer Schwester auch hellhäutig?	Ihre Schwester ist verheiratet.	500
Also war der Ehemann ihrer Schwester auch hellhäutig?	Ihre Schwester ist Single.	501
Aber als sie älter wurde, ähm, hat sie nie zugegeben dass sie falsch lag, aber sie änderte ihr Verhalten.	Sie änderte ihr Verhalten überhaupt nicht.	502
Aber als sie älter wurde, ähm, hat sie nie zugegeben dass sie falsch lag, aber sie änderte ihr Verhalten.	Sie gab niemals zu, dass sie falsch lag.	503
Aber als sie älter wurde, ähm, hat sie nie zugegeben dass sie falsch lag, aber sie änderte ihr Verhalten.	Sie sagte nie, dass sie Recht hatte mit dem Hackbraten.	504
Mein Onkel, er ist ein super Typ.	Ich mag meinen Onkel sehr.	508
Mein Onkel, er ist ein super Typ.	Mein Onkel ist so ein Trottel!	509
Mein Onkel, er ist ein super Typ.	Mein Onkel ist sehr großzügig.	510
Ich bin zu meiner Schwester gegangen, die dort gewohnt hat. Ihr Mann war im Militär und arbeitete mit dem Geheimdienst zusammen und ich ging zu ihrem Haus.	Mein Schwager war in der Armee.	511
Ich bin zu meiner Schwester gegangen, die dort gewohnt hat. Ihr Mann war im Militär und arbeitete mit dem Geheimdienst zusammen und ich ging zu ihrem Haus.	Mein Schwager war im Dienst.	512
Ich bin zu meiner Schwester gegangen, die dort gewohnt hat. Ihr Mann war im Militär und arbeitete mit dem Geheimdienst zusammen und ich ging zu ihrem Haus.	Mein Bruder hat sich nie verpflichtet.	513
Ich würde denken: Nun, ich werde jemanden anderen gehen lassen, aber dann würde ich denken: Mein Gott!	Ich dachte, ich würde stattdessen jemanden anderen gehen lassen.	514
Ich würde denken: Nun, ich werde jemanden anderen gehen lassen, aber dann würde ich denken: Mein Gott!	Ich dachte, ich gebe meinen Platz in der Besprechung an jemand anderes ab.	515
Ich würde denken: Nun, ich werde jemanden anderen gehen lassen, aber dann würde ich denken: Mein Gott!	Ich würde niemand anderen gehen lassen.	516
Im einen Moment schlägt er er auf den Tisch ein, im nächsten meint er Okay, mach es auf meinem Tisch, dah dah dah dah dah.	Er ändert seine Meinung oft.	520
Im einen Moment schlägt er er auf den Tisch ein, im nächsten meint er Okay, mach es auf meinem Tisch, dah dah dah dah dah.	Er ändert seine Meinung, weil er nicht weiß, was er tut.	521
Im einen Moment schlägt er er auf den Tisch ein, im nächsten meint er Okay, mach es auf meinem Tisch, dah dah dah dah dah.	Er ist sehr beständig und ruhig.	522
So jedenfalls, ähm, er ist dann am Ende da reingekommen und er so, Wie geht's voran?	Er fragte, wie es so läuft.	526
So jedenfalls, ähm, er ist dann am Ende da reingekommen und er so, Wie geht's voran?	Er fragte, ob wir den Dokumentarfilm fertigstellen würden.	527
So jedenfalls, ähm, er ist dann am Ende da reingekommen und er so, Wie geht's voran?	Er hat überhaupt nicht mit uns gesprochen.	528
Dann habe ich mein Rad für ungefähr, ich weiß nicht, es schien den ganzen Tag an diesem Tag gedreht.	Ich beeilte mich und brachte es schnell hinter mich.	529
Dann habe ich mein Rad für ungefähr, ich weiß nicht, es schien den ganzen Tag an diesem Tag gedreht.	Ich saß zwei Stunden lang da.	530
Dann habe ich mein Rad für ungefähr, ich weiß nicht, es schien den ganzen Tag an diesem Tag gedreht.	Ich habe ewig Wasser getreten.	531
Und sie hatte Tuberkulose, und das wusste ich auch nicht.	Ich wusste nicht, dass sie fast an Tuberkulose gestorben wäre.	532
Und sie hatte Tuberkulose, und das wusste ich auch nicht.	Ich wusste nicht, dass sie TBC hatte.	533
Und sie hatte Tuberkulose, und das wusste ich auch nicht.	Ich wusste, dass sie sehr an TB erkrankt war.	534
Weißt du, du kannst nicht, du kannst nicht überleben, wenn du keinen Gegendruck hast, um den Atemdruck in diesen Höhen zu erhöhen.	Der Gegendruck töted dich jedes Mal.	535
Weißt du, du kannst nicht, du kannst nicht überleben, wenn du keinen Gegendruck hast, um den Atemdruck in diesen Höhen zu erhöhen.	Sie benötigen einen Gegendruck über 5000 Fuß.	536
Weißt du, du kannst nicht, du kannst nicht überleben, wenn du keinen Gegendruck hast, um den Atemdruck in diesen Höhen zu erhöhen.	Auf dieser Höhe brauchen Sie Gegendruck.	537
Ich begann sofort, äh, äh, Training in das von den anderen zwei Jungs, das vor Ort war.	Es wurde mir nie beigebracht, darum habe ich es einfach gelernt während ich es tat.	547
Ich begann sofort, äh, äh, Training in das von den anderen zwei Jungs, das vor Ort war.	Zwei Typen haben mich für die Arbeit in diesem Laden ausgebildet.	548
Ich begann sofort, äh, äh, Training in das von den anderen zwei Jungs, das vor Ort war.	Zwei Typen haben mich ausgebildet.	549
Wenn es ein Jota daneben war, musste man etwas an den Regler selbst anpassen.	Der Regler war nutzlos.	556
Wenn es ein Jota daneben war, musste man etwas an den Regler selbst anpassen.	Der Regler würde der ganze Druck dein Anzugs ändern.	557
Wenn es ein Jota daneben war, musste man etwas an den Regler selbst anpassen.	Sie müssten am Regler herum basteln.	558
Äh, ich war immer noch der Eine und Nur Neun Zwei Zwei, die je die Spritze auf den Regler gesetzt hatten.	Ich hatte den Injektor am Dienstag eingestellt.	559
Äh, ich war immer noch der Eine und Nur Neun Zwei Zwei, die je die Spritze auf den Regler gesetzt hatten.	Ich war ein 922.	560
Äh, ich war immer noch der Eine und Nur Neun Zwei Zwei, die je die Spritze auf den Regler gesetzt hatten.	Ich war nie eine 922.	561
Sie hat nicht mal die Hochzeitszeremonie verstanden, sie weiß nicht mal dass sie verheiratet wurde, wirklich--	Sie verstand nicht, dass sie für immer mit dem Kerl zusammen war, obwohl sie ihn nie getroffen hatte.	562
Sie hat nicht mal die Hochzeitszeremonie verstanden, sie weiß nicht mal dass sie verheiratet wurde, wirklich--	Sie verstand nicht, was passiert war.	563
Sie hat nicht mal die Hochzeitszeremonie verstanden, sie weiß nicht mal dass sie verheiratet wurde, wirklich--	Sie wusste, worauf sie sich einließ.	564
Wir würden dort reingehen.	Wir würden dort um 20 Uhr reingehen.	565
Wir würden dort reingehen.	Wir würden eintreten.	566
Wir würden dort reingehen.	Wir würden niemals rein gehen.	567
Und es war als ob sie ablehnte wer sie war, in gewisser Weise, so, weisst du, wie sie dich behandelt hat, wie die andern Enkelkinder.	Sie behandelt alle genauso.	568
Und es war als ob sie ablehnte wer sie war, in gewisser Weise, so, weisst du, wie sie dich behandelt hat, wie die andern Enkelkinder.	Sie behandelte die anderen Enkelkinder anders.	569
Und es war als ob sie ablehnte wer sie war, in gewisser Weise, so, weisst du, wie sie dich behandelt hat, wie die andern Enkelkinder.	Sie behandelte die anderen Enkelkinder anders, weil sie schwarz waren.	570
Es war sehr kühl und das Kleid flatterte im Wind etwas--	Das Kleid wogte im Wind.	571
Es war sehr kühl und das Kleid flatterte im Wind etwas--	Das Kleid war sehr kurz und wehte ein bisschen herum.	572
Es war sehr kühl und das Kleid flatterte im Wind etwas--	Es war windstill, also war auch das Kleid bewegungslos.	573
Hmm, ich habe die meiste Zeit mit, hmm, besonderen Aktivitäten verbracht.	Jeden zweiten Tag hatte ich „besondere Aktivitäten“.	574
Hmm, ich habe die meiste Zeit mit, hmm, besonderen Aktivitäten verbracht.	Ich war in besonderen Aktivitäten.	575
Hmm, ich habe die meiste Zeit mit, hmm, besonderen Aktivitäten verbracht.	Ich war niemals in Special Activities.	576
Und ich fragte ihn, weißt du, könnte ich es tun, ähm, möchtest du, dass ich bleibe und es heute Nacht mache oder ich könnte es bis morgen Mittag geschafft haben, wenn das in Ordnung ist.	Ich fragte wie dringend es war.	577
Und ich fragte ihn, weißt du, könnte ich es tun, ähm, möchtest du, dass ich bleibe und es heute Nacht mache oder ich könnte es bis morgen Mittag geschafft haben, wenn das in Ordnung ist.	Ich wusste, dass die Arbeit gerade jetzt erledigt werden musste.	578
Und ich fragte ihn, weißt du, könnte ich es tun, ähm, möchtest du, dass ich bleibe und es heute Nacht mache oder ich könnte es bis morgen Mittag geschafft haben, wenn das in Ordnung ist.	Ich fragte, ob der Klient sauer wäre, wenn er bis 14 Uhr warten würde, weil ich heute Abend einen Termin hatte.	579
Aber ähm, sie lebten in einer kleinen ländlichen Stadt außerhalb von Augusta namens Evans, und Evans existiert immer noch, und das ist wo viele meiner Verwandten immer noch leben.	Sie hatten zwanzig Familienmitglieder, die in Evans lebten.	580
Aber ähm, sie lebten in einer kleinen ländlichen Stadt außerhalb von Augusta namens Evans, und Evans existiert immer noch, und das ist wo viele meiner Verwandten immer noch leben.	Sie lebten in Atlanta.	581
