sentence1	sentence2	pairID
Alizaliwa kipindi cha mwaka wa 1988-1989 hivi nikidhani.	Alizaliwa Desemba 1880.	293
Alizaliwa kipindi cha mwaka wa 1988-1989 hivi nikidhani.	Hakuzaliwa hadi mwaka wa 1984.	294
Ingekuwa bora ungegeuza chini skrubu ndogo kidogo kwa sababu unaweza kuharibu mapafu ya mtu kwa urahisi sana.	Hilo screw linaweza kuumiza mapafu ya mtu.	295
Ingekuwa bora ungegeuza chini skrubu ndogo kidogo kwa sababu unaweza kuharibu mapafu ya mtu kwa urahisi sana.	Scrubu haina hatari yoyote, hivyo kaza kama unavyotaka.	296
Ingekuwa bora ungegeuza chini skrubu ndogo kidogo kwa sababu unaweza kuharibu mapafu ya mtu kwa urahisi sana.	Parafujo inaingia kwenye trachea na inaweza kuumiza mapafu.	297
Nilipata maagizo ya kwenda Del Rio, TX, hivyo wakati nilipofika huko, niligundua nilipaswa kwenda kwa Laughlin Air Force Base.	Nilitumwa Del Rio, kwa kazi.	298
Nilipata maagizo ya kwenda Del Rio, TX, hivyo wakati nilipofika huko, niligundua nilipaswa kwenda kwa Laughlin Air Force Base.	Sijawahi fika Texas.	299
Nilipata maagizo ya kwenda Del Rio, TX, hivyo wakati nilipofika huko, niligundua nilipaswa kwenda kwa Laughlin Air Force Base.	Jeshi la Angani lilinituma Del Rio, TX katika mwaka wa 2001.	300
Kila mtu huwa yuwapewa mvinyo lakini wengine hawanywi na kwa hivyo kinachobakia watoto hunywa. Huwa tunaenda kila mahali tukinywa mvinyo.	Watoto walikunywa chupa 3 za champagne.	301
Kila mtu huwa yuwapewa mvinyo lakini wengine hawanywi na kwa hivyo kinachobakia watoto hunywa. Huwa tunaenda kila mahali tukinywa mvinyo.	Watoto walikunywa vileo kidogo.	302
Kila mtu huwa yuwapewa mvinyo lakini wengine hawanywi na kwa hivyo kinachobakia watoto hunywa. Huwa tunaenda kila mahali tukinywa mvinyo.	Sherehe yote ilikuwa kavu na hakuna pombe iliyotumika.	303
Kuna hadithi nyingi fiche katika jiji.	Sijasikia hadithi zozote.	304
Kuna hadithi nyingi fiche katika jiji.	Kuna stori nyingi kuhusu jeshi.	305
Kuna hadithi nyingi fiche katika jiji.	Kuna hadithi nyingi ambazo husimuliwa.	306
Unaishi na kujifunza, unajua, Unapojaribu ndege.	Sijui jambo lolote kuhusu uchunguzi wa ndege.	307
Unaishi na kujifunza, unajua, Unapojaribu ndege.	Kutahini ndege inakufunza masomo mengi.	308
Unaishi na kujifunza, unajua, Unapojaribu ndege.	Kujaribu ndege inakufundisha jinsi ya kushughulikia shinikizo.	309
Namaanisha hiyo ndio ilikuwa fikra nzima.	Sielewi hoja hio.	310
Namaanisha hiyo ndio ilikuwa fikra nzima.	Nafikiri hoja ilikuwa ni kutueleza jinsi ilivyokuwa hatari	311
Namaanisha hiyo ndio ilikuwa fikra nzima.	Nilielewa jambo hilo.	312
Ilikuwa kutoka uwanja wa ndege uliopitia Cuba na ambapo Rudolph Anderson alipigiwa risasi.	Ndege zote zilinusurika bila kupigwa risasi.	313
Ilikuwa kutoka uwanja wa ndege uliopitia Cuba na ambapo Rudolph Anderson alipigiwa risasi.	Kitu kiliangushwa Cuba.	314
Ilikuwa kutoka uwanja wa ndege uliopitia Cuba na ambapo Rudolph Anderson alipigiwa risasi.	Ndege kubwa ilipigwa risasi juu ya Cuba mnamo Mei.	315
Huenda ni jambo la kwanza nakumbuka kutoka kuwa mtoto mdogo, hasa juu ya kitu ambacho nilifanya makosa.	Sina kweli kumbukumbu yoyote kuhusu utoto wangu.	319
Huenda ni jambo la kwanza nakumbuka kutoka kuwa mtoto mdogo, hasa juu ya kitu ambacho nilifanya makosa.	Bado ninahisi vibaya hadi siku hii.	320
Huenda ni jambo la kwanza nakumbuka kutoka kuwa mtoto mdogo, hasa juu ya kitu ambacho nilifanya makosa.	Ilikuwa mojawapo ya kumbukumbu zangu za mwanzo.	321
Wao hawakupenda tu kama ilivyokuwa nyeusi siku hizo, na hilo lilikuwa, wajua, nadhani, kwamba, hilo lilikuwa labda, wajua, mwanzoni wa miaka ya 1930, uh, walivyofanya hivyo.	Ilikuwa ngumu kuwa mweusi kusini.	322
Wao hawakupenda tu kama ilivyokuwa nyeusi siku hizo, na hilo lilikuwa, wajua, nadhani, kwamba, hilo lilikuwa labda, wajua, mwanzoni wa miaka ya 1930, uh, walivyofanya hivyo.	Ilikuwa rahisi sana kuwa nyeusi.	323
Wao hawakupenda tu kama ilivyokuwa nyeusi siku hizo, na hilo lilikuwa, wajua, nadhani, kwamba, hilo lilikuwa labda, wajua, mwanzoni wa miaka ya 1930, uh, walivyofanya hivyo.	Ilikuwa vigumu kuwa mweusi hapo awali.	324
Hakuna aliyejua walipokwenda.	Kila mtu alijua haswa walipokuwa wakienda.	331
Hakuna aliyejua walipokwenda.	Hakuna mtu alijua nyumba gani waliingia	332
Hakuna aliyejua walipokwenda.	Mafiko yao ilikuwa ni siri	333
Na hawakuweza kukaa eneo la Augusta kwa sababu watu walijua kuwa walijaribu kufanya kitu ambacho kilikuwa mwiko na kujaribu kupitisha nyeupe.	Watu hawakuwa na dokezo kuwa hawakuwa watu weupe.	334
Na hawakuweza kukaa eneo la Augusta kwa sababu watu walijua kuwa walijaribu kufanya kitu ambacho kilikuwa mwiko na kujaribu kupitisha nyeupe.	Watu walikuwa na ufahamu kuwa walikuwa wa Amerika kutoka Afrika.	335
Na hawakuweza kukaa eneo la Augusta kwa sababu watu walijua kuwa walijaribu kufanya kitu ambacho kilikuwa mwiko na kujaribu kupitisha nyeupe.	Watu walikuwa wanajua kwamba hawakuwa weupe.	336
Ndio, vyema, mtu huyo amekuja.	Mwanaume huyo yupo.	337
Ndio, vyema, mtu huyo amekuja.	Jamaa ameonekana dakika mbili zilizopita.	338
Ndio, vyema, mtu huyo amekuja.	Huyo jamaa hakuwahi kuja hapa.	339
Tulikuwa tukitazama kitu kwenye Televisheni.	Hatukuwa na televisheni.	340
Tulikuwa tukitazama kitu kwenye Televisheni.	Tulikuwa tunatizama TV.	341
Tulikuwa tukitazama kitu kwenye Televisheni.	Tulikuwa tunatazama matangazo ya runinga.	342
Kwa njia moja au nyingine niliongea na Ramona tena.	Sijawahi kumzungumzia Ramona.	343
Kwa njia moja au nyingine niliongea na Ramona tena.	Nilizungumza na Ramona wakati mwingine.	344
Kwa njia moja au nyingine niliongea na Ramona tena.	Ilikuwa mazungumzo ya kufurahisha	345
Alikuwa mahuttuti katika mchafuko wa Cuban na Kaiser alizipata picha na akaelekea Andrews Air Force mjini Washington.	Watu 10000 walikufa katika mgogoro wa Cuba.	352
Alikuwa mahuttuti katika mchafuko wa Cuban na Kaiser alizipata picha na akaelekea Andrews Air Force mjini Washington.	mtu mmoja pekee alifariki katika mgogoro wa Cuba	353
Alikuwa mahuttuti katika mchafuko wa Cuban na Kaiser alizipata picha na akaelekea Andrews Air Force mjini Washington.	Ni mtu mmoja tu ndiye aliyeuawa katika ajali ya mgogoro wa Cuba	354
Alisema, Mpenzi, huyaelewi maisha jinsi ninavyoyaelewa.	Alisema kuwa hakuwa na ufahamu wowote.	355
Alisema, Mpenzi, huyaelewi maisha jinsi ninavyoyaelewa.	Alisema anajua zaidi kuhusu maisha.	356
Alisema, Mpenzi, huyaelewi maisha jinsi ninavyoyaelewa.	Aliniambia sikuwa na kidokezo jinsi ulimwengu halisi ulivyofanya kazi na nipaswa kumfuata.	357
Kisha nikiipata na ninaona ni vyema, nitafanya nini na hilo?	Sijui nilivyopaswa kutumia kifaa hicho.	358
Kisha nikiipata na ninaona ni vyema, nitafanya nini na hilo?	Sijui nilipaswa kuitumia vipi.	359
Kisha nikiipata na ninaona ni vyema, nitafanya nini na hilo?	Nilijua tu nilitumie kwa jambo lipi.	360
Nipe dakila moja tu iwapo unataka niikate, ninaweza kuenda	Mimi niko tayari kwenda hivi sasa.	367
Nipe dakila moja tu iwapo unataka niikate, ninaweza kuenda	Ninahitaji dakika hapa.	368
Nipe dakila moja tu iwapo unataka niikate, ninaweza kuenda	Nahitaji dakika kujikumbusha.	369
Nlienda katika, nlienda katika Washingon D.C na sikuenda moja kwa moja kwa, uh, lile, uh, walikuwa wameniambia katika maagizo yangu.	Sijawahi kuwa Washington DC.	370
Nlienda katika, nlienda katika Washingon D.C na sikuenda moja kwa moja kwa, uh, lile, uh, walikuwa wameniambia katika maagizo yangu.	Nlienda DC kumuona msimamizi wangu.	371
Nlienda katika, nlienda katika Washingon D.C na sikuenda moja kwa moja kwa, uh, lile, uh, walikuwa wameniambia katika maagizo yangu.	Nilienda katika mji mkuu wa nchi ile.	372
Alikuwa mtoto wa mzungu na mwafrika.	Alikuwa na ngozi nyeusi ajabu.	376
Alikuwa mtoto wa mzungu na mwafrika.	Alikuwa mweupe kwa mtu mmarekani wa asili ya kiafrika.	377
Alikuwa mtoto wa mzungu na mwafrika.	Alikuwa mwepesi kuliko marafiki zake wengine mweusi .	378
Kwa hiyo, Baba huenda na kuniandalia glasi nzuri sana ya maziwa ya chokoleti .	Baba alipata maziwa ya chokoleti kutoka kwa jokofu.	379
Kwa hiyo, Baba huenda na kuniandalia glasi nzuri sana ya maziwa ya chokoleti .	Baba alinimwagia glasi ya maziwa.	380
Kwa hiyo, Baba huenda na kuniandalia glasi nzuri sana ya maziwa ya chokoleti .	Baba yangu alisema siruhusiwi kunywa pombe.	381
Lazima Dot angenunua mali na vitu vingine.	DOT waliweza kupata mali tofauti ambayo wangeweza kukodisha.	382
Lazima Dot angenunua mali na vitu vingine.	Mali na vifaa vilinunuliwa na DOT.	383
Lazima Dot angenunua mali na vitu vingine.	Mali hiyo iligharamia juuu ya dola millioni tatu kili DOT inunuliwe.	384
Angekuwa amezaliwa.	Alipaswa kuzaliwa Desemba 2010.	391
Angekuwa amezaliwa.	Alipaswa kuzaliwa.	392
Angekuwa amezaliwa.	Yeye hakufaa kuzaliwa.	393
Niko kama, najua umbali nimefika.	Niliwaambia kuwa sikujua nilichokuwa nikifanya.	397
Niko kama, najua umbali nimefika.	Niliwaambia nilijua kuwa nimewapiga matarajio yao kwa 40%.	398
Niko kama, najua umbali nimefika.	Niliwaambia ninajua kile nilichokamilisha.	399
Sawa, unaweza kunisikia?	Unaweza kunisikia sasa?	400
Sawa, unaweza kunisikia?	Je, unaskia ninachosema?	401
Sawa, unaweza kunisikia?	Najua huwezi kuniskia.	402
Basi, kuna mengineyo? ulisema haukumbuki kusoma chochote kwa uhakika, kama vile ulikuwa mkubwa shuleni, je, kulikuwa vitabu zenye ulisoma na kuzipenda ama kusichukia?	Je, unapenda vitabu vya Harry Potter ama la?	409
Basi, kuna mengineyo? ulisema haukumbuki kusoma chochote kwa uhakika, kama vile ulikuwa mkubwa shuleni, je, kulikuwa vitabu zenye ulisoma na kuzipenda ama kusichukia?	Je, ulipenda au kuchukia vitabu fulani?	410
Basi, kuna mengineyo? ulisema haukumbuki kusoma chochote kwa uhakika, kama vile ulikuwa mkubwa shuleni, je, kulikuwa vitabu zenye ulisoma na kuzipenda ama kusichukia?	Najua ulipenda kila kitabu ambacho ulisoma.	411
Ni parafujo ndogo ambayo huweka sindano lakini, bomba la shinikizo la kupumua kwa rubani na kurekebisha shinikizo.	hiyo skrubu inaathiri shinikizo.	415
Ni parafujo ndogo ambayo huweka sindano lakini, bomba la shinikizo la kupumua kwa rubani na kurekebisha shinikizo.	Msumari wa hesi ni mdogo na wa rangi ya fedha.	416
Ni parafujo ndogo ambayo huweka sindano lakini, bomba la shinikizo la kupumua kwa rubani na kurekebisha shinikizo.	hakuna nyota ni vifungo pekee	417
Yeye akawa, Usijali kuhusu hilo, unajua, chukua muda wako tu.	Aliniambia nafaa kuharakisha mara moja.	418
Yeye akawa, Usijali kuhusu hilo, unajua, chukua muda wako tu.	Aliniambia kuwa ni sawa kama ingenichukua masaa kufanya.	419
Yeye akawa, Usijali kuhusu hilo, unajua, chukua muda wako tu.	Aliniambia niende tu polepole.	420
Raisi Kennedy alimwambia rubani,mngwana piga picha zinazofaa.	Kennedy hakuwakiri.	421
Raisi Kennedy alimwambia rubani,mngwana piga picha zinazofaa.	Kennedy aliongea na marubani wa jeshi la anga.	422
Raisi Kennedy alimwambia rubani,mngwana piga picha zinazofaa.	Kennedy alizungumza na marubani.	423
Nilikuwa karibu namalizia.	Nilimwambia nitamaliza kwa dakika 10.	424
Nilikuwa karibu namalizia.	nilimwambia singemaliza	425
Nilikuwa karibu namalizia.	Niliwaambia kuwa nilikuwa karibu kumaliza.	426
Mimi hujaribu kuandika kila kitu chini.	Nilinuia kuandika mambo.	427
Mimi hujaribu kuandika kila kitu chini.	Sikujihusisha kuandika jambo lolote.	428
Mimi hujaribu kuandika kila kitu chini.	Niliandika kila kazi aliyosema.	429
Hapana, alizaliwa mwaka wa 1900 kwa sababu alikuwa na umri wa miaka 16, na hivyo lazima iwe kama 1926, 19, unajua, kabla ya 1930.	Alizaliwa Januari 1, 1900.	430
Hapana, alizaliwa mwaka wa 1900 kwa sababu alikuwa na umri wa miaka 16, na hivyo lazima iwe kama 1926, 19, unajua, kabla ya 1930.	Alizaliwa katika ugeuzi wa karne.	431
Hapana, alizaliwa mwaka wa 1900 kwa sababu alikuwa na umri wa miaka 16, na hivyo lazima iwe kama 1926, 19, unajua, kabla ya 1930.	Hakuzaliwa mwaka wa 1943.	432
Kwa hivyo ilikuwa ya kuvutia sana	Nilikuwa na haja kuu ya kujua ningeweza kula kiasi gani.	436
Kwa hivyo ilikuwa ya kuvutia sana	Sikukuwa nia yoyote.	437
Kwa hivyo ilikuwa ya kuvutia sana	Ilikuwa ya kusisimua kwangu.	438
Dada yake angepita kwa nyeupe, kwa kweli, alipita kwa nyeupe.	Dada yake alikuwa na ngozi nzuri zaidi ya mtu yeyote katika jirani.	439
Dada yake angepita kwa nyeupe, kwa kweli, alipita kwa nyeupe.	Dada yake alidhaniwa kuwa mzungu mweupe.	440
Dada yake angepita kwa nyeupe, kwa kweli, alipita kwa nyeupe.	Dada yake alikua mweusi sana.	441
Yaonekana alikuwa amekisia kuwa umri wa babake.	Alikuwa na umri wa miaka 27 kuliko yeye.	442
Yaonekana alikuwa amekisia kuwa umri wa babake.	Alikuwa mdogo sana kuliko yeye kimiaka.	443
Yaonekana alikuwa amekisia kuwa umri wa babake.	Alikuwa mzee kuliko yeye.	444
Hiyo, nilikuwa pekee  wa 922 ambayo ilikuwa msaada wa maisha,  mtu mwingine alikuwa msaada wa kisaikolojia.	Hamna aliyetoa msaada wowote.	445
Hiyo, nilikuwa pekee  wa 922 ambayo ilikuwa msaada wa maisha,  mtu mwingine alikuwa msaada wa kisaikolojia.	Mtu mmoja alipeana usaidizi wa kifiziolojia kwa kikosi.	446
Hiyo, nilikuwa pekee  wa 922 ambayo ilikuwa msaada wa maisha,  mtu mwingine alikuwa msaada wa kisaikolojia.	Mtu mmoja alipeana msaada wa kisaikolojia.	447
Na hapa ninafikiri anaenda kuja ndani mle na kuwa kama, unajua, tu kuwa na mimi nje, unajua, uniambie tu ni vipi siwezi kufanya hivyo.	Nilijua hakuwa aje kabisa.	448
Na hapa ninafikiri anaenda kuja ndani mle na kuwa kama, unajua, tu kuwa na mimi nje, unajua, uniambie tu ni vipi siwezi kufanya hivyo.	Nilidhani anakuja hapa kupigana.	449
Na hapa ninafikiri anaenda kuja ndani mle na kuwa kama, unajua, tu kuwa na mimi nje, unajua, uniambie tu ni vipi siwezi kufanya hivyo.	Nilifikiria atateta kuhusu sauti yangu.	450
Ilikuwa bayana kwamba hatungeweza kukosea hata kidogo.	Ni sawa ikiwa tumefanya makosa machache.	451
Ilikuwa bayana kwamba hatungeweza kukosea hata kidogo.	Hatukuruhusiwa kufanya makosa.	452
Ilikuwa bayana kwamba hatungeweza kukosea hata kidogo.	Hatukukumbaliwa kuendeleza chochote visivyo.	453
Na, uh, lakini, uh, ningefikiria, usiku nilikuwa siwezi kulala.	Nilikuwa na shida kulala usiku.	454
Na, uh, lakini, uh, ningefikiria, usiku nilikuwa siwezi kulala.	Niliendelea kuwa na ndoto mbaya ambazo zilinizuia kulala.	455
Na, uh, lakini, uh, ningefikiria, usiku nilikuwa siwezi kulala.	Mimi hulala kama mtoto usiku.	456
Jambo moja kubwa ni kwamba huwa na kinga hatari sana.	Anaweza kujilinda dhidi ya mbwa mwitu.	457
Jambo moja kubwa ni kwamba huwa na kinga hatari sana.	Anaweza kujikinga vizuri.	458
Jambo moja kubwa ni kwamba huwa na kinga hatari sana.	Alikuwa mdhaifu mno.	459
Um, mbali na kamwe kuwaihi ambiwa -	Aliniambia kila nililotaka kujua.	460
Um, mbali na kamwe kuwaihi ambiwa -	Sikuambiwa chochote kuhusu itifaki ya usalama.	461
Um, mbali na kamwe kuwaihi ambiwa -	Wakati mwingine siambiwi.	462
Kwa hivyo, tuliishi eneo hili.	Nyumba yetu ilikuwa karibu na hapa.	463
Kwa hivyo, tuliishi eneo hili.	Nyumbani kwetu ilikuambali kutoka hapa.	464
Kwa hivyo, tuliishi eneo hili.	Nyumba yetu ilikuwa vitalu viwili mbali.	465
Anazungumza kwa kasi sana na yuko kwenye simu.	Anazungumza polepole awezavyo	466
Anazungumza kwa kasi sana na yuko kwenye simu.	Anaongea katika iPhone.	467
Anazungumza kwa kasi sana na yuko kwenye simu.	Anazungmza kwenye simu yake ya mkononi.	468
Siwezi kukumbuka ni nini lakini mimi ghafla nilikuwa na wasiwasi sana kwamba nilikuwa karibu kwenda shule kwa mara ya kwanza na ambayo ilikuwa labda siku ya kusumbua sana kwa maisha yangu.	Nilikuwa nimelegea sana juu ya kuanza shule.	469
Siwezi kukumbuka ni nini lakini mimi ghafla nilikuwa na wasiwasi sana kwamba nilikuwa karibu kwenda shule kwa mara ya kwanza na ambayo ilikuwa labda siku ya kusumbua sana kwa maisha yangu.	Nilikuwa na wasiwasi kuhusu kwenda shule	470
Siwezi kukumbuka ni nini lakini mimi ghafla nilikuwa na wasiwasi sana kwamba nilikuwa karibu kwenda shule kwa mara ya kwanza na ambayo ilikuwa labda siku ya kusumbua sana kwa maisha yangu.	Nilikuwa na shauku kuhusu kuanza chekechea.	471
Nilikuwa niikiishi hapo nje ya St. Louis katikati ya Jefferson City na St. Louis, MO.	Niliishi Texas.	475
Nilikuwa niikiishi hapo nje ya St. Louis katikati ya Jefferson City na St. Louis, MO.	Niliishi katika nyumba ya njano huko Missouri.	476
Nilikuwa niikiishi hapo nje ya St. Louis katikati ya Jefferson City na St. Louis, MO.	nilikua Missouri.	477
Nilikuwa nikitangaza mahali fulani huko Del Rio, kisha nikapaswa kwenda kwenye Msingi wa Jeshi la Air Laughlin, ambalo lilikuwa limefunguliwa tena.	Kituo cha Kijeshi cha Laughlin kimefungwa kwa muda.	481
Nilikuwa nikitangaza mahali fulani huko Del Rio, kisha nikapaswa kwenda kwenye Msingi wa Jeshi la Air Laughlin, ambalo lilikuwa limefunguliwa tena.	Msingi wa Jeshi la Air Laughlin daima limekaa wazi.	482
Nilikuwa nikitangaza mahali fulani huko Del Rio, kisha nikapaswa kwenda kwenye Msingi wa Jeshi la Air Laughlin, ambalo lilikuwa limefunguliwa tena.	Laughlin Air Force Base ni nyumbani kwa askari 10,000.	483
Sijali vile utakavyo ifanya.	Sijali ni rangi gani utakayoichagua.	487
Sijali vile utakavyo ifanya.	Nina hitaji kupitisha kila jambo.	488
Sijali vile utakavyo ifanya.	Sitaki kujua jinsi ambavyo utaimaliza.	489
Basi nikaangalia juu, nikagundua  niko Ramona, halafu nikamwita huku.	Nilimwita Ramona aje kwa nyumba yangu.	490
Basi nikaangalia juu, nikagundua  niko Ramona, halafu nikamwita huku.	Nilimuita Ramona aje pale nilikuwa	491
Basi nikaangalia juu, nikagundua  niko Ramona, halafu nikamwita huku.	Nilimpuuza Ramona.	492
Wakati huo huo, jeshi la hewa lilinunua ndege SR71, ambayo sasa ni A-12, ambayo ilikuwa yafanya kazi na shirika la akili la kati	Air Force walinua ndege kuni na nane.	496
Wakati huo huo, jeshi la hewa lilinunua ndege SR71, ambayo sasa ni A-12, ambayo ilikuwa yafanya kazi na shirika la akili la kati	Jeshi la Angani lilibadilisha ndege.	497
Wakati huo huo, jeshi la hewa lilinunua ndege SR71, ambayo sasa ni A-12, ambayo ilikuwa yafanya kazi na shirika la akili la kati	Jeshi la angani halikuwa na ndege zozote.	498
Hivyo mume wa dada yake alikuwa na ngozi nyekundu pia?	Dada yake aliolewa na mwanaume mweusi.	499
Hivyo mume wa dada yake alikuwa na ngozi nyekundu pia?	Dada yake ameolewa.	500
Hivyo mume wa dada yake alikuwa na ngozi nyekundu pia?	Dada yake hajaolewa.	501
Lakini alipokuwa mzee, yeye hakukubali kwamba alikuwa na makosa lakini alibadili tabia yake.	Hakubadili tabia yake hata kidogo.	502
Lakini alipokuwa mzee, yeye hakukubali kwamba alikuwa na makosa lakini alibadili tabia yake.	Hakuwahi kubali alikuwa na makosa	503
Lakini alipokuwa mzee, yeye hakukubali kwamba alikuwa na makosa lakini alibadili tabia yake.	Hakusema kamwe alikuwa sahihi kulingana na mkatenyama.	504
Mjomba wangu, yeye ni mtu mzuri.	Napenda mjomba wangu sana.	508
Mjomba wangu, yeye ni mtu mzuri.	Mjomba wangu ni mtu mbaya.	509
Mjomba wangu, yeye ni mtu mzuri.	Mjomba wangu ni karimu	510
Nilikwenda kwa dada yangu aliyeishi huko. Mumewe alikuwa katika huduma na alifanya kazi na Upelelezi, na nilikwenda nyumbani kwao.	Mama yangu mkwe alikuwa mwanajeshi.	511
Nilikwenda kwa dada yangu aliyeishi huko. Mumewe alikuwa katika huduma na alifanya kazi na Upelelezi, na nilikwenda nyumbani kwao.	Ndugu yangu mkwe alikua katika huduma.	512
Nilikwenda kwa dada yangu aliyeishi huko. Mumewe alikuwa katika huduma na alifanya kazi na Upelelezi, na nilikwenda nyumbani kwao.	Ndugu yangu kamwe hakujiandikisha.	513
Ninafiria, haya, ninaenda kuacha mtu mwingine aende, lakini ninafikiria, Mungu wangu!	Nilidhani nitaenda kuruhusu mtu mwingine aende badala yake.	514
Ninafiria, haya, ninaenda kuacha mtu mwingine aende, lakini ninafikiria, Mungu wangu!	Nilidhani nitaruhusu mtu kuchukua nafasi yangu katika mkutano.	515
Ninafiria, haya, ninaenda kuacha mtu mwingine aende, lakini ninafikiria, Mungu wangu!	Singeruhusu mtu yeyote kuenda.	516
Dakika moja anagonga dawati, dakika hiyo ingine ako sawa, ninayo katika dawati langu, dah, dah, dah, dah, dah.	Yeye hubadilisha fikra zake mara kwa mara.	520
Dakika moja anagonga dawati, dakika hiyo ingine ako sawa, ninayo katika dawati langu, dah, dah, dah, dah, dah.	Anabadili mawazo yake kwa sababu hajui anachofanya.	521
Dakika moja anagonga dawati, dakika hiyo ingine ako sawa, ninayo katika dawati langu, dah, dah, dah, dah, dah.	Yeye ni mdhabiti sana na mtulivu.	522
Hata hivyo, alimalizia kwa kuja huko na akauliza, Inakuja vipi?	Aliuliza jinsi mambo yalivyokuwa yanaendelea.	526
Hata hivyo, alimalizia kwa kuja huko na akauliza, Inakuja vipi?	Aliuliza kama tulikuwa tumaliza makala.	527
Hata hivyo, alimalizia kwa kuja huko na akauliza, Inakuja vipi?	Hakuzungumza nasi kabisa	528
Kisha nilikuwa nikizungusha gurudumu langu karibu, sijui, ilionekana kama siku nzima siku hiyo.	Niliharakisha na nikalisahau haraka.	529
Kisha nilikuwa nikizungusha gurudumu langu karibu, sijui, ilionekana kama siku nzima siku hiyo.	Nimeketi hapa kwa muda wa masaa mawili.	530
Kisha nilikuwa nikizungusha gurudumu langu karibu, sijui, ilionekana kama siku nzima siku hiyo.	Nilipigia gurudumu langu kwa muda mrefu.	531
Na alikuwa na kifua kikuuu na sikujua hilo pia.	Sikujua kuwa karibu afe na kifua-kikuu.	532
Na alikuwa na kifua kikuuu na sikujua hilo pia.	Sikujua kwamba alikuwa na Kifua kikuu.	533
Na alikuwa na kifua kikuuu na sikujua hilo pia.	Nilijua kwamba alikuwa mgonjwa sana na TB.	534
Unajua, hauwezi, hautaweza kudumu kama hauna mkazo wa kupinga na kuongeza mkazo wa kupumua katika mwinuko huo.	Kupambana na shinikizo hukuua kila wakati.	535
Unajua, hauwezi, hautaweza kudumu kama hauna mkazo wa kupinga na kuongeza mkazo wa kupumua katika mwinuko huo.	Unahitaji shinikizo la kukabiliana juu ya futi 5000.	536
Unajua, hauwezi, hautaweza kudumu kama hauna mkazo wa kupinga na kuongeza mkazo wa kupumua katika mwinuko huo.	Unahitaji kuwa na shinikizo la kukabiliana na urefu huo.	537
Milianza mara hiyo hiyo, Duh, duh, kujifunza kutoka kwa jamaa wawili waliokuwa katika mahali hapo.	Sikuwahi kupata mafunzo kwa hivyo nilifikiria tu kama nilivyoendelea.	547
Milianza mara hiyo hiyo, Duh, duh, kujifunza kutoka kwa jamaa wawili waliokuwa katika mahali hapo.	Watu wawili walinipea mafunzo ya kufanya kazi katika duka hilo.	548
Milianza mara hiyo hiyo, Duh, duh, kujifunza kutoka kwa jamaa wawili waliokuwa katika mahali hapo.	Wanaume wawili walinifundisha.	549
Iwapo ingekuwa mbali nusu moja, ilikubidi ufanye marekebisho flani kwenye mdhibiti mwenyewe.	Mdhibiti haikuwa na maana.	556
Iwapo ingekuwa mbali nusu moja, ilikubidi ufanye marekebisho flani kwenye mdhibiti mwenyewe.	Mdhibiti atabadilisha shinikizo la kila kitu katika mashtaka yako.	557
Iwapo ingekuwa mbali nusu moja, ilikubidi ufanye marekebisho flani kwenye mdhibiti mwenyewe.	itakubidi ukiunde na mdhibiti	558
Uh,nilikuwa wa kwanza katika tisa kueka sindano kwa mdhibiti.	Niliweka sindano Jumanne.	559
Uh,nilikuwa wa kwanza katika tisa kueka sindano kwa mdhibiti.	Nilikuwa 922	560
Uh,nilikuwa wa kwanza katika tisa kueka sindano kwa mdhibiti.	Sijawahi kuwa shabiki wa 992.	561
Hata hakuelewa sherehe ya ndoa, hata hakuelewa ya kwamba alikuwa ameolewa, kweli--	Hakuelewa kuwa alibaki na huyu mtu milele hata ingawa hakukutana na yeye kamwe.	562
Hata hakuelewa sherehe ya ndoa, hata hakuelewa ya kwamba alikuwa ameolewa, kweli--	Hakuelea yaliyokuwa yametendeka.	563
Hata hakuelewa sherehe ya ndoa, hata hakuelewa ya kwamba alikuwa ameolewa, kweli--	Alielewa ni nini alikuwa anakiingilia.	564
Tutaenda huko ndani.	Tungeingia huko saa mbili jioni.	565
Tutaenda huko ndani.	Tungeingia.	566
Tutaenda huko ndani.	Hatutawahi ingia ndani.	567
Na ilikuwa kana kwamba alikuwa anakataa aliyekuwa, kwa namna fulani, laikni unajua, jinsi alivyokutenda wewe, wajukuu wengine.	Alitendea kila mtu kwa usawa	568
Na ilikuwa kana kwamba alikuwa anakataa aliyekuwa, kwa namna fulani, laikni unajua, jinsi alivyokutenda wewe, wajukuu wengine.	Aliwatendea wajukuu wengine tofauti.	569
Na ilikuwa kana kwamba alikuwa anakataa aliyekuwa, kwa namna fulani, laikni unajua, jinsi alivyokutenda wewe, wajukuu wengine.	Aliwahudumia wajukuu wengine isivyofaa kwa sababu walikuwa na rangi nyeusi.	570
Ilikuwa kweli nzuri, na vazi lilipeperuka katika upepo kwa kiasi kidogo.	Nguo ilikuwa inapepea kwa upepo.	571
Ilikuwa kweli nzuri, na vazi lilipeperuka katika upepo kwa kiasi kidogo.	Nguo ilikuwa fupi sana na kupeperuka kidogo.	572
Ilikuwa kweli nzuri, na vazi lilipeperuka katika upepo kwa kiasi kidogo.	Kulikuwa hakuna upepo hivyo mavazi yalikuwa bado.	573
uh nilitumia muda wangu mwingi,shughuli mahususi.	Kila siku, nilishiriki kwenye shughulli maalum.	574
