sentence1	sentence2	pairID
ھمم، نہیں، سچ پوچھو تو جو کتابیں مجھے پڑھنی چاہئے تھیں میں نے ان میں سے کبھی کوئی ایک بھی نہیں پڑھی۔	میں نے بہت کتابیں نہیں پڑھیں	236
ھمم، نہیں، سچ پوچھو تو جو کتابیں مجھے پڑھنی چاہئے تھیں میں نے ان میں سے کبھی کوئی ایک بھی نہیں پڑھی۔	میں ہر روز کتابیں پڑھتا/پڑھتی ہوں۔	237
سامان اٹھا کر اس پتہ پر گۂی تھی جہاں جانا تھا	میں نے بیگ کو چھوڑا اور اندازہ لگایا کہ یہ میرا مسئلہ نہیں تھا۔	238
سامان اٹھا کر اس پتہ پر گۂی تھی جہاں جانا تھا	میں بیگ کو اٹھا کر اس کے اپارٹمنٹ میں لے گیا۔	239
سامان اٹھا کر اس پتہ پر گۂی تھی جہاں جانا تھا	میں نے اس بیگ کو لے لیا جہاں اس کا تعلق تھا.	240
یہ مزاج کی ایک شاندار تبدیلی تھی.	اس کا مزاج بالکل ایک سا رہا۔	241
یہ مزاج کی ایک شاندار تبدیلی تھی.	وہ پہلے خوش تھی پھر غمگین ہوگئی۔	242
یہ مزاج کی ایک شاندار تبدیلی تھی.	mood kafi badal gya hai.	243
انہوں نے مجھے وہاں موجود 15 افراد میں سے چنا، اس اسکول میں جانے کے لئے اور میں نہیں ہوں، میں نہیں ہوں.	Mein nahi chuna giya school mein jane ke liye.	244
انہوں نے مجھے وہاں موجود 15 افراد میں سے چنا، اس اسکول میں جانے کے لئے اور میں نہیں ہوں، میں نہیں ہوں.	اس اسکول میں جانے کے لئے میں اٹھایا گیا تھا۔	245
انہوں نے مجھے وہاں موجود 15 افراد میں سے چنا، اس اسکول میں جانے کے لئے اور میں نہیں ہوں، میں نہیں ہوں.	میں سب سے زیادہ قابل اعتبار امیدوار تھا۔	246
U2 (یو 2) کی پرواز شروع کرنے یا پریشر سوٹ کے ساتھ پرواز کرنے سے بھی پہلے انہیں اونچائی کے چیمبر کی کئی سواریوں/پروازوں سے گزرنا پڑتا ہے.	زیادہ تر لوگ ٹیسٹ میں ناکام رہتے ہیں اور کبھی بھی U2s پرواز نہ کریں گے	247
U2 (یو 2) کی پرواز شروع کرنے یا پریشر سوٹ کے ساتھ پرواز کرنے سے بھی پہلے انہیں اونچائی کے چیمبر کی کئی سواریوں/پروازوں سے گزرنا پڑتا ہے.	U2کو اڑانے سے پہلے ان کو بہت زیادہ ٹریننگ لینے کی ضرورت پڑتی ہے۔	248
U2 (یو 2) کی پرواز شروع کرنے یا پریشر سوٹ کے ساتھ پرواز کرنے سے بھی پہلے انہیں اونچائی کے چیمبر کی کئی سواریوں/پروازوں سے گزرنا پڑتا ہے.	وہ لوگ آپ کو صرف پہلے دن U2s اڑانے کی اجازت دیتے ہیں۔	249
میں بھی یہی مواد کوور رہا ہوں.	میں مکمل طور پر نئے مواد کا احاطہ کرتا ہوں۔	253
میں بھی یہی مواد کوور رہا ہوں.	میں اسی چیز کو دوسرے رسالوں کے طور پر ڈھونڈتا ہوں.	254
میں بھی یہی مواد کوور رہا ہوں.	میں انہیں چیزوں کے بارے میں بات کررہا تھا جس کے بارے میں وہ کررہے تھے۔	255
'پچتھر سال میں یہ پہلی بار ہوا ہے کہ' ٹی ایکس آۂین نے فوج کو ووٹ دی، ' ٹی ایکس' سفیر ہوتے ہوے  ' ٹی ایکس' سفیر چاھۂے تھے۔	فوجی یونٹس کو ٹی ایکس (TX) کے سفیر بننے کی اجازت نہیں تھی.	256
'پچتھر سال میں یہ پہلی بار ہوا ہے کہ' ٹی ایکس آۂین نے فوج کو ووٹ دی، ' ٹی ایکس' سفیر ہوتے ہوے  ' ٹی ایکس' سفیر چاھۂے تھے۔	فوجی یونٹ کو امریکی کانگریس میں TX سفیروں کا نام دیا گیا تھا۔	257
'پچتھر سال میں یہ پہلی بار ہوا ہے کہ' ٹی ایکس آۂین نے فوج کو ووٹ دی، ' ٹی ایکس' سفیر ہوتے ہوے  ' ٹی ایکس' سفیر چاھۂے تھے۔	ملٹری یونٹ کا نام ٹی ایکس ایمبیسڈر (TX Ambassadors) رکھا گیا۔	258
اگر میں کچھ کر سکتی تھی۔	میں کچھ کرسکتا تھا/سکتی تھی۔	259
اگر میں کچھ کر سکتی تھی۔	میں جانتا تھا کہ میرے کرنے کیلۓ کچھ نہیں تھا۔	260
اگر میں کچھ کر سکتی تھی۔	میرا خیال ہے کہ میں اس کو بچانے کے لیے کچھ کرسکتا تھا۔	261
وہ نفرت کرتا تھا، اور وہ ہر روز اپنی بہن کو بتاتے تھے، اس نے کہا کہ تم غلط کر رہے ہو.	اس نے ہمیشہ اپنی بہن کو حوصلہ افزائی کی۔	262
وہ نفرت کرتا تھا، اور وہ ہر روز اپنی بہن کو بتاتے تھے، اس نے کہا کہ تم غلط کر رہے ہو.	اس نے یہ صاف کر دیا کہ اس کی بہن کچھ بھی صحیح نہیں کر سکتی تھی.	263
وہ نفرت کرتا تھا، اور وہ ہر روز اپنی بہن کو بتاتے تھے، اس نے کہا کہ تم غلط کر رہے ہو.	وہ اپنی بہن پر بہت تنقید کرتی تھی۔	264
ذا میں اس کے گھر گیا اور پھر میں نے اس نمبر پر فون کیا تھا جب مجھے وہاں جانے پر فون کیا جانا تھا.	میں نے فون کرنے  کے لئے اس کا فون ادهار لیا.	268
ذا میں اس کے گھر گیا اور پھر میں نے اس نمبر پر فون کیا تھا جب مجھے وہاں جانے پر فون کیا جانا تھا.	جب میں اس کے گھر پہنچا تب میں نے اس نمبر پر فون کیا۔	269
ذا میں اس کے گھر گیا اور پھر میں نے اس نمبر پر فون کیا تھا جب مجھے وہاں جانے پر فون کیا جانا تھا.	مجھے فون کرنا تھا‏، لیکن میں نے نہیں کیا۔	270
بہتر ہے‏، میں وہاں آج صبح جاؤں گا‏، میں بھول گیا کیسے‏، میرا خیال ہے کہ یا تو میں نے ایک سوال پوچھا اور وہ وہاں آیا‏ یا‏، جو کچھ بھی ہو۔	میں آج نہیں گیا تھا لہذا میں نے اسے نہیں دیکھا۔	271
بہتر ہے‏، میں وہاں آج صبح جاؤں گا‏، میں بھول گیا کیسے‏، میرا خیال ہے کہ یا تو میں نے ایک سوال پوچھا اور وہ وہاں آیا‏ یا‏، جو کچھ بھی ہو۔	میں نے آج جم میں دکھایا اور بعد میں وہ آ کر کہا	272
بہتر ہے‏، میں وہاں آج صبح جاؤں گا‏، میں بھول گیا کیسے‏، میرا خیال ہے کہ یا تو میں نے ایک سوال پوچھا اور وہ وہاں آیا‏ یا‏، جو کچھ بھی ہو۔	میں اسی صبح دکھائی دیا/دی اور وہ بھی۔	273
ہم نہیں جانتے تھے کہ وہ کہاں جا رہے تھے۔	ہم نہیں جانتے تھے کہ یہ گروہ بین ریاستی پر کہاں چل رہا تھا	274
ہم نہیں جانتے تھے کہ وہ کہاں جا رہے تھے۔	ہمیں معلوم نہیں لوگ کہاں کا سفر کر رہے ہیں۔	275
ہم نہیں جانتے تھے کہ وہ کہاں جا رہے تھے۔	ہم جانتے ہیں کہ وہ کہاں جا رہے تھے.	276
پھر میں نے کہا چوڑو ، میں کھانا کھانے جا رہیں ہوں ، بھوکھ لگ رہی ہے	مجھے  کوئی بھوک نہیں ھے	277
پھر میں نے کہا چوڑو ، میں کھانا کھانے جا رہیں ہوں ، بھوکھ لگ رہی ہے	مجھے بھوک لگ رہی تھی لہذا میں نے دوپہر کا کھانا کھانے کا فیصلہ کیا۔	278
پھر میں نے کہا چوڑو ، میں کھانا کھانے جا رہیں ہوں ، بھوکھ لگ رہی ہے	مجھے بھوک لگ رہی تھی اس لیے میں کیفٹیریا چلا گیا/چلی گئی۔	279
تو میں تمہیں بتاتا ہوں آج میں اس نقطہ پر پہنچ گیا جہاں میں چھوڑنے والا تھا.	میں تقریباً دستبردار ہوگیا۔	283
تو میں تمہیں بتاتا ہوں آج میں اس نقطہ پر پہنچ گیا جہاں میں چھوڑنے والا تھا.	مجھے ان سے بہت تکلیف پہنچی ہے اور اب میں مزید تکلیف سہنا نہیں چاہتا/چاہتی۔	284
تو میں تمہیں بتاتا ہوں آج میں اس نقطہ پر پہنچ گیا جہاں میں چھوڑنے والا تھا.	میں نے کبھی ختم کرنے کے بارے میں نہیں سوچا۔	285
وہ 1880 میں کچھ 188 کی طرح پیدا ہوا تھا،مجھے لگتا ہے کہ یہ 1889 تھا، میرا خیال ہے کہ وہ پیدا ہوا تھا.	وہ ١٩٠٠ سے قبل پیدا ہوا.	292
وہ 1880 میں کچھ 188 کی طرح پیدا ہوا تھا،مجھے لگتا ہے کہ یہ 1889 تھا، میرا خیال ہے کہ وہ پیدا ہوا تھا.	وہ 1880 کے دسمبر میں پیدا ہوا تھا	293
وہ 1880 میں کچھ 188 کی طرح پیدا ہوا تھا،مجھے لگتا ہے کہ یہ 1889 تھا، میرا خیال ہے کہ وہ پیدا ہوا تھا.	وہ 1984 تک پیدا نہيں ہوا تھا۔	294
آپ کے لئے چھوٹے پیچ کو تھوڑا نیچے کرنا بہتر رہے گا کیونکہ آپ بہت آسانی سے کسی کے پھیپھڑے خراب کر سکتے ہیں.	وہ کیل کسی کے پھیپھڑوں کو نقصان پہنچا سکتا ہے۔	295
آپ کے لئے چھوٹے پیچ کو تھوڑا نیچے کرنا بہتر رہے گا کیونکہ آپ بہت آسانی سے کسی کے پھیپھڑے خراب کر سکتے ہیں.	اسکریو میں کوئی خطرہ نہیں ہے‏، اس لیے جتنی مضبوطی سے تم چاہو اس کو کس سکتے ہو۔	296
آپ کے لئے چھوٹے پیچ کو تھوڑا نیچے کرنا بہتر رہے گا کیونکہ آپ بہت آسانی سے کسی کے پھیپھڑے خراب کر سکتے ہیں.	یہ اسکریو سانس لینے کی نالی میں جاتا ہے اور پھیپھڑوں کو زخمی کرسکتا ہے۔	297
مجھے ڈیل ڑیو جانے کا حکم دیا گیا تھا ، جب وہاں پہنچا  تو پتا چلا کے لافلن ایئر فورس بیس جانا پرے گا۔	مجھے کام کے سسلے میں ڈیل ریو ٹیکساس بھیجا گیا.	298
مجھے ڈیل ڑیو جانے کا حکم دیا گیا تھا ، جب وہاں پہنچا  تو پتا چلا کے لافلن ایئر فورس بیس جانا پرے گا۔	میں کبھی ٹیکساس نہیں گیا/گئی۔	299
مجھے ڈیل ڑیو جانے کا حکم دیا گیا تھا ، جب وہاں پہنچا  تو پتا چلا کے لافلن ایئر فورس بیس جانا پرے گا۔	ایئر فورس نے مجھ کو 2001 میں ڈیل ریو‏، ٹیکساس بھیجا۔	300
سب لوگ شیمپین ہو جاتے ہیں اور کچھ لوگ اس کو پیتے نہیں کرتے ہیں لہذا بچوں کو پینے سے بچا جاتا ہے لہذا ہم اس شیمپین کو پینے کے ارد گرد جا رہے تھے.	Bachaoon ne champagne ki 3 botlain pe leen.	301
سب لوگ شیمپین ہو جاتے ہیں اور کچھ لوگ اس کو پیتے نہیں کرتے ہیں لہذا بچوں کو پینے سے بچا جاتا ہے لہذا ہم اس شیمپین کو پینے کے ارد گرد جا رہے تھے.	بچوں نے تھوڑی شامپین پی۔	302
سب لوگ شیمپین ہو جاتے ہیں اور کچھ لوگ اس کو پیتے نہیں کرتے ہیں لہذا بچوں کو پینے سے بچا جاتا ہے لہذا ہم اس شیمپین کو پینے کے ارد گرد جا رہے تھے.	پوری تقریب پہیکی تھی اور کوئی شراب نہیں ملی تھی۔	303
برہنہ شہر میں کئی داستانیں ہیں.	میں نے کوئی کہانیاں نہیں سنی ہیں	304
برہنہ شہر میں کئی داستانیں ہیں.	فوج کے بارے میں بہت ساری کہانیاں ہیں۔	305
برہنہ شہر میں کئی داستانیں ہیں.	بہت سی کہانیاں پرانی ہو جاتی ہیں.	306
آپ زندہ رہتے ہیں اور سیکھتے ہیں جب آپ ہوائی جہاز کو ٹیسٹ کرتے ہیں.	مجھے جہاز کی جانچ کے بارے میں کچھ نہیں پتہ	307
آپ زندہ رہتے ہیں اور سیکھتے ہیں جب آپ ہوائی جہاز کو ٹیسٹ کرتے ہیں.	ہوائی جہاز کی جانچ کا عمل آپ کو بہت کچھ سبق سکھاتا ہے	308
آپ زندہ رہتے ہیں اور سیکھتے ہیں جب آپ ہوائی جہاز کو ٹیسٹ کرتے ہیں.	طیارے کی جانچ آپ کویے سکھاتے ھے کے دباؤ کوکس طرح سنبھالا ہے	309
میرا مطلب یہ تھا کہ پوری بات.	میں یہ نقطہ نہیں سمجھتا ہوں۔	310
میرا مطلب یہ تھا کہ پوری بات.	مجھے لگتا ہے کہ یہ بات ہمیں بتائی گئی کہ یہ کتنا خطرہ تھا	311
میرا مطلب یہ تھا کہ پوری بات.	مجھے نقطہ سمجھ آ گیا تھا.	312
yeh aik airbase se tha jo cuba kai upar se guzra, aur yaqeenan Ruduloph Anderson ko mar gira diya gaya.	سارے چہاز  گولی لگنے سے بچ گئے۔	313
yeh aik airbase se tha jo cuba kai upar se guzra, aur yaqeenan Ruduloph Anderson ko mar gira diya gaya.	کیوبا پر کوئی چیز مار کر گرائی گئی تھی۔	314
yeh aik airbase se tha jo cuba kai upar se guzra, aur yaqeenan Ruduloph Anderson ko mar gira diya gaya.	مئیکے مہینے میں کیوبا میں ایک بڑے طیارے کو گرا دیا گیا۔	315
یہ میرے بچپن کی شاۂد پہلی یاد ہے ، خاص طور پر کیونکہ میری غلطی تھی	میرے پاس بچپن کی سچ میں کوئی یادیں نہیں ہیں.	319
یہ میرے بچپن کی شاۂد پہلی یاد ہے ، خاص طور پر کیونکہ میری غلطی تھی	mein aj k din tak bura mehsoos krta hun.	320
یہ میرے بچپن کی شاۂد پہلی یاد ہے ، خاص طور پر کیونکہ میری غلطی تھی	وہ میری اولین یادوں میں سے ایک تھی۔	321
ان دنوں جس طرح سیاہ فام لوگوں کی زندگی ہوا کرتی تھی انہیں بس وہ پسند نہیں تھی، اور وہ، آپ کو معلوم ہی ہے میرا خیال ہے، یہ شاید، آپ کو پتہ ہوگا، 1930 کے اوائل کی بات ہے، اہ، جب انہوں نے یہ کیا تھا۔	جنوب میں سیاہ ہونا مشکل تھا	322
ان دنوں جس طرح سیاہ فام لوگوں کی زندگی ہوا کرتی تھی انہیں بس وہ پسند نہیں تھی، اور وہ، آپ کو معلوم ہی ہے میرا خیال ہے، یہ شاید، آپ کو پتہ ہوگا، 1930 کے اوائل کی بات ہے، اہ، جب انہوں نے یہ کیا تھا۔	سیاہ ہونا بہت آسان تھا	323
ان دنوں جس طرح سیاہ فام لوگوں کی زندگی ہوا کرتی تھی انہیں بس وہ پسند نہیں تھی، اور وہ، آپ کو معلوم ہی ہے میرا خیال ہے، یہ شاید، آپ کو پتہ ہوگا، 1930 کے اوائل کی بات ہے، اہ، جب انہوں نے یہ کیا تھا۔	اس زمانے میں سیاہ فام ہونا مشکل تھا۔	324
کوئی بھی نہیں جانتا تھا کہ وہ کہاں گئے تھے.	hr kisi ko pata tha k woh kahan ja rahey han.	331
کوئی بھی نہیں جانتا تھا کہ وہ کہاں گئے تھے.	کوۂی نہیں جانتا وہ کس گھر میں گۓ	332
کوئی بھی نہیں جانتا تھا کہ وہ کہاں گئے تھے.	منزل ایک راز تھا۔	333
اور وہ آگسٹا کے علاقے میں نہیں رہ سکتے تھے کیونکہ لوگ جانتے تھے کہ انہوں نے ایسا کچھ کرنے کی کوشش کی تھی جو بہت ہی برا سمجھا جاتا تھا اور سفید فام بننے کی کوشش کی تھی۔	لوگوں کو اندازنہیں تھا کہ وہ سفید لوگ نہیں ہیں۔	334
اور وہ آگسٹا کے علاقے میں نہیں رہ سکتے تھے کیونکہ لوگ جانتے تھے کہ انہوں نے ایسا کچھ کرنے کی کوشش کی تھی جو بہت ہی برا سمجھا جاتا تھا اور سفید فام بننے کی کوشش کی تھی۔	Logon ko pata tha ke wo African American hain.	335
اور وہ آگسٹا کے علاقے میں نہیں رہ سکتے تھے کیونکہ لوگ جانتے تھے کہ انہوں نے ایسا کچھ کرنے کی کوشش کی تھی جو بہت ہی برا سمجھا جاتا تھا اور سفید فام بننے کی کوشش کی تھی۔	لوگوں کو معلوم تھا کہ وہ گورے نہیں تھے۔	336
جی ہاں، ٹھیک ہے، لڑکا یہاں ہے.	وہ لڑکا موجود ہے۔	337
جی ہاں، ٹھیک ہے، لڑکا یہاں ہے.	بندہ صرف 2 منٹ پہلے آیا.	338
جی ہاں، ٹھیک ہے، لڑکا یہاں ہے.	آدمی کبھی نہیں آیا	339
ہم ٹی وی پر کچھ دیکھ رہے تھے۔	Hamary pass TV nahi hai.	340
ہم ٹی وی پر کچھ دیکھ رہے تھے۔	Hum TV ko dekh rehe hain.	341
ہم ٹی وی پر کچھ دیکھ رہے تھے۔	ہم ٹی وی پر خبریں سن رہے تھے۔	342
تو کسی بھی طرح،میں سوچتا ہوں کہ میں نے دوبارہ رامونا سے بات کی.	میں نے رامونا سے کبھی بات نہیں کی	343
تو کسی بھی طرح،میں سوچتا ہوں کہ میں نے دوبارہ رامونا سے بات کی.	میں نے رومانہ سے ایک دوسرے موقع پر بات کی۔	344
تو کسی بھی طرح،میں سوچتا ہوں کہ میں نے دوبارہ رامونا سے بات کی.	گفتگو خوشگوار رہی.	345
وہ کیوبا کے بحران کا واحد زخمی تھا، اور uh، کیسر uh، وہ تصاویر ملی اور واشنگٹن میں اینڈریو ایئر فورس کی طرف براہ راست اڑ گئے.	کیوبا کے بحران کے دوران 10000 لوگوں کی موت ہوگئی تھی۔	352
وہ کیوبا کے بحران کا واحد زخمی تھا، اور uh، کیسر uh، وہ تصاویر ملی اور واشنگٹن میں اینڈریو ایئر فورس کی طرف براہ راست اڑ گئے.	کیوبا بحران میں صرف ایک شخص ہلاک ہوا۔	353
وہ کیوبا کے بحران کا واحد زخمی تھا، اور uh، کیسر uh، وہ تصاویر ملی اور واشنگٹن میں اینڈریو ایئر فورس کی طرف براہ راست اڑ گئے.	کیوبا کرائسس کے حادثے میں صرف ایک شخص ہلاک ہوا تھا۔	354
ام، اور اس نے کہا، اس نے کہا، اس نے کہا، بچہ، اس نے کہا،آپ زندگی کے بارے میں سمجھتے ہیں جس طرح زندگی کے بارے میں نہیں سمجھتے.	اس نے کہا اسے بالکل پتہ نہیں۔	355
ام، اور اس نے کہا، اس نے کہا، اس نے کہا، بچہ، اس نے کہا،آپ زندگی کے بارے میں سمجھتے ہیں جس طرح زندگی کے بارے میں نہیں سمجھتے.	اس نے کہا کہ وہ زندگی کے بارے میں زیادہ جانتی ہے۔	356
ام، اور اس نے کہا، اس نے کہا، اس نے کہا، بچہ، اس نے کہا،آپ زندگی کے بارے میں سمجھتے ہیں جس طرح زندگی کے بارے میں نہیں سمجھتے.	اس نے مجھے بتایا کہ اسے کچھ اندازہ نہیں کہ اصلی دنیا کس طرح  کام کرتی ہے اور مجھے اس کے پیچھے چلنا چاہیے۔	357
پھر مجھے ملتا ہے اور میں سوچھتا ہوں کے اس کے ساتھ کیا کروں گا	میں نہیں جانتا کہ مجھے کس طرح استعمال کرنا تھا.	358
پھر مجھے ملتا ہے اور میں سوچھتا ہوں کے اس کے ساتھ کیا کروں گا	میں نہیں جانتا کہ مجھے اسے کہاں استعمال کرنا تھا۔	359
پھر مجھے ملتا ہے اور میں سوچھتا ہوں کے اس کے ساتھ کیا کروں گا	مجھے صرف اتنا معلوم تھا کہ اس کے لئے کیا  !استعمال کرنا ہے	360
مجھے ایک منٹ دیجئے اگر آپ راستہ بند کرنا چاہیں گے تو میں چلا جاؤں گا۔	میں اسی وقت جانے کے لیے تیار ہوں۔	367
مجھے ایک منٹ دیجئے اگر آپ راستہ بند کرنا چاہیں گے تو میں چلا جاؤں گا۔	mjhey aik minute chahiey yahan.	368
مجھے ایک منٹ دیجئے اگر آپ راستہ بند کرنا چاہیں گے تو میں چلا جاؤں گا۔	مجھے اپنی سوچوں کو مجتمع کرنے کے لئے ایک منٹ چاہئے۔	369
To mai gaya, mai Washington D.C. gaya aur mai direct nahi gaya, aur unho ne mjhe orders diye the.	mein kabhi bhi Washington DC nahi gae.	370
To mai gaya, mai Washington D.C. gaya aur mai direct nahi gaya, aur unho ne mjhe orders diye the.	میں ڈی سی گیا اپنے سپروائزر کو دیکھنے.	371
To mai gaya, mai Washington D.C. gaya aur mai direct nahi gaya, aur unho ne mjhe orders diye the.	میں ملک کی دارالحکومت گیا	372
وہ ایک ہلکا پتلی سیاہ شخص تھی.	اس کا بہت کالا رنگ تھا	376
وہ ایک ہلکا پتلی سیاہ شخص تھی.	افریقن امریکن شخص کی طرح اس جلد کی رنگ ہلکے رنگ کی تھی۔	377
وہ ایک ہلکا پتلی سیاہ شخص تھی.	اس کا رنگ اپنی باقی سیاہ فام سہیلیوں کی نسبت ذرا ہلکا تھا۔	378
تو ویسے ہی، والد چلا جاتا ہے اور میرے لئے چاکلیٹ دودھ کا یہ اچھا بڑا گلاس بنا دیتا ہے.	والد نے مجھے فرج سے تھوڑا چاکلیٹ کا دودھ نکال کر دیا۔	379
تو ویسے ہی، والد چلا جاتا ہے اور میرے لئے چاکلیٹ دودھ کا یہ اچھا بڑا گلاس بنا دیتا ہے.	والد صاحب نے مجھے ایک گلاس دودھ نکال کردیا۔	380
تو ویسے ہی، والد چلا جاتا ہے اور میرے لئے چاکلیٹ دودھ کا یہ اچھا بڑا گلاس بنا دیتا ہے.	ابّو نے کہا مجھے پینے کی اجازت نہیں ہے.	381
ڈاٹٹ کو پراپرٹی اور سامان خریدنا پڑا.	ڈاٹ ایک مختلف اثاثہ تلاش کرنے کے قابل تھا کہ وہ بجائے کرایہ لے سکتے ہیں	382
ڈاٹٹ کو پراپرٹی اور سامان خریدنا پڑا.	جائیداد اور سازوسامان ڈی او ٹی نے خریدہ	383
ڈاٹٹ کو پراپرٹی اور سامان خریدنا پڑا.	ڈی او ٹی کے خریدنے کے لئے جائیداد کی قیمت تین ملین ڈالر ہے.	384
وہ پیدا ہوا تھا	اس کو دسمبر 2010 میں پیدا ہونا تھا۔	391
وہ پیدا ہوا تھا	اس کے پیدا ہونے کا قیاس کیا گیا تھا۔	392
وہ پیدا ہوا تھا	وہ پیدا نہیں ہونا تھا	393
مجھے پسند ہے، میں جانتا ہوں کہ میں کتنے دور تک پہنچ گیا ہوں.	میں نے انہیں بتایا کہ مجھے نہیں معلوم تھا میں کیا کررہا ہوں۔	397
مجھے پسند ہے، میں جانتا ہوں کہ میں کتنے دور تک پہنچ گیا ہوں.	میں نے ان کو بتایا کہ مجھ کو معلوم تھا کہ میں نے ان کی توقعات کو 40% سے ہرا دیا ہے۔	398
مجھے پسند ہے، میں جانتا ہوں کہ میں کتنے دور تک پہنچ گیا ہوں.	Meine unhain bataya ke mein janta hoon ke meine kiya kama liya hai.	399
ٹھیک ہے، کیا تم مجھے سن سکتے ہو؟	کیا اب آپ مجھے سن سکتے ہیں؟	400
ٹھیک ہے، کیا تم مجھے سن سکتے ہو؟	کیا تم ‌‌سن سکتے ہو جو میں کہہ رہا ہوں۔	401
ٹھیک ہے، کیا تم مجھے سن سکتے ہو؟	مجھے پتہ ہے تم مجھے نہیں سن سکتے ہو	402
کیا اپ کو یاد ہے جب مدرسے میں بڑے ہو گیۂے تھے ، آپ کی کوۂی کتاب بہت پسند یہ ناپسند تھی؟	کیا آپ کو ہیری پوٹر والی کتابیں پسند ہیں یا نہیں؟	409
کیا اپ کو یاد ہے جب مدرسے میں بڑے ہو گیۂے تھے ، آپ کی کوۂی کتاب بہت پسند یہ ناپسند تھی؟	کیا تمہیں کچھ خاص کتابیں پسند یا نا پسند تھیں؟	410
کیا اپ کو یاد ہے جب مدرسے میں بڑے ہو گیۂے تھے ، آپ کی کوۂی کتاب بہت پسند یہ ناپسند تھی؟	mjhey maloom hai k tmhain hr kitab jo tm ne parhi hai pasand hai.	411
ایک چھوٹا سا پیچ ہے جو انجکشن شروع کرتا ہے لیکن سانس کے دباؤ کی نالی سے پائلٹ اورکاؤنٹر دباؤ کی طرف.	اسکریو دباؤ پر اثر انداز ہوتا ہے۔	415
ایک چھوٹا سا پیچ ہے جو انجکشن شروع کرتا ہے لیکن سانس کے دباؤ کی نالی سے پائلٹ اورکاؤنٹر دباؤ کی طرف.	اسکریو چھوٹا اور نقرئی ہے۔	416
ایک چھوٹا سا پیچ ہے جو انجکشن شروع کرتا ہے لیکن سانس کے دباؤ کی نالی سے پائلٹ اورکاؤنٹر دباؤ کی طرف.	yahan pe koi keel nahi hai sirf buttons han.	417
وہ پسند ہے، اس کے بارے میں فکر مت کرو، آپ جانتے ہیں، صرف اپنا وقت لیں.	اس نے مجھے بتایا کہ مجھے اسی وقت جلدی کرنا پڑا۔	418
وہ پسند ہے، اس کے بارے میں فکر مت کرو، آپ جانتے ہیں، صرف اپنا وقت لیں.	اس نے مجھے بتایا کہ اگر ایسا کرنے میں مجھے اتنے گھنٹے لگے تو یہ ٹھیک ہے۔	419
وہ پسند ہے، اس کے بارے میں فکر مت کرو، آپ جانتے ہیں، صرف اپنا وقت لیں.	اس نے مجھے آہستہ کرنے کے لئے کہا۔	420
سدر کنيڈی نے پاۂلٹ سے کہا، حضرات آپ اچھی تصویریں لیتیں ہیں۔	کینیڈی نے انہیں تسلیم نہیں کیا۔	421
سدر کنيڈی نے پاۂلٹ سے کہا، حضرات آپ اچھی تصویریں لیتیں ہیں۔	کینیڈی نے ہوائ فورس پائلٹ سے بات کی	422
سدر کنيڈی نے پاۂلٹ سے کہا، حضرات آپ اچھی تصویریں لیتیں ہیں۔	کنیڈی نے پائلٹوں سے بات کی۔	423
اور میں نے کہا، میں تقریباً ختم کر چکا ہوں.	میں نے اسے بتایا کہ میں دس منٹ میں کر لو گا	424
اور میں نے کہا، میں تقریباً ختم کر چکا ہوں.	میں نے اسے بتایا کہ میں کبھی بھی ختم  نہیں کروں گا	425
اور میں نے کہا، میں تقریباً ختم کر چکا ہوں.	میں نے ان کو بتایا کہ میں تقریباً ختم کرچکا ہوں۔	426
میں نے ہر چیز کو لکھنے کی کوشش کی۔	میں نے اس کو لکھنے کا ارادہ کیا.	427
میں نے ہر چیز کو لکھنے کی کوشش کی۔	Meine khuch bhi likhne ki koshish nahi ki.	428
میں نے ہر چیز کو لکھنے کی کوشش کی۔	اس نے جو کام بتایا میں نے اسے لکھ لیا۔	429
نہیں، وہ 1900 میں پیدا ہوئے تھے کیونکہ وہ 16 تھا،اور اس طرح یہ 1926، 19 میں آپ کی طرح ہونا چاہیے تھا، پہلے، آپ کو 1930 سے ​​پہلے.	وہ 1 جنوری 1900 کو پیدا ہوئی تھی۔	430
نہیں، وہ 1900 میں پیدا ہوئے تھے کیونکہ وہ 16 تھا،اور اس طرح یہ 1926، 19 میں آپ کی طرح ہونا چاہیے تھا، پہلے، آپ کو 1930 سے ​​پہلے.	وہ صدی کے موڑ پر پیدا ہوئی۔	431
نہیں، وہ 1900 میں پیدا ہوئے تھے کیونکہ وہ 16 تھا،اور اس طرح یہ 1926، 19 میں آپ کی طرح ہونا چاہیے تھا، پہلے، آپ کو 1930 سے ​​پہلے.	وہ 1943 تک پیدا نہیں ہوئی تھیں۔	432
to ye sirf dilchasp tha.	میں دیکھنا چاہتی تھی کے میں کتنا کھا سکتی تھی	436
to ye sirf dilchasp tha.	مجھے بالکل بھی دل چسپی نہیں تھی۔	437
to ye sirf dilchasp tha.	یہ میرے لئے دلچسپ تھا.	438
اسکی بہن انگریز لگ سکتی تھی ، اور واقع میں انگریز لگتی بھی تھی	اس کی بہن  کی سورت  پڑوس میں  سب سے اچھی  تھی	439
اسکی بہن انگریز لگ سکتی تھی ، اور واقع میں انگریز لگتی بھی تھی	اس کی بہن کو عموما سفید فام سمجھا جاتا تھا۔	440
اسکی بہن انگریز لگ سکتی تھی ، اور واقع میں انگریز لگتی بھی تھی	اس کی بہن بہت گہری رنگت کی تھی۔	441
