sentence1	sentence2	pairID	translated_sentence1	translated_sentence2
		581	But, he lived in a small land city outside the name of Astana, and Eunze is still there, and wherever many of my relatives are still there.	He lived in Italy.
		582	But, he lived in a small land city outside the name of Astana, and Eunze is still there, and wherever many of my relatives are still there.	They lived in Eunze which was very small.
		583	My sister keeps me bitti, she says, sometimes you look like Black Nani, you behave wrong with people on the basis of wrong questions.	My sister said that I am a fanatic.
		584	My sister keeps me bitti, she says, sometimes you look like Black Nani, you behave wrong with people on the basis of wrong questions.	My sister said I’m not always good.
		585	My sister keeps me bitti, she says, sometimes you look like Black Nani, you behave wrong with people on the basis of wrong questions.	My sister told me that I am not in anything like my grandmother.
		586	Then we went to a new house.	We moved to the house that we built in the village.
		588	Then we went to a new house.	hm apni pori zindagi aik hi ghr mein rahey han.
		592	I said, well, it’s right, you can understand, this way.	I said I hate him and I hardly doubted him.
		593	I said, well, it’s right, you can understand, this way.	I said I liked the new version.
		594	I said, well, it’s right, you can understand, this way.	I said I gave it a sense.
		595	And in the authorities of the pine, every edge will be converted, it may be red, it will be converted into blue.	The oil changes according to the color.
		596	And in the authorities of the pine, every edge will be converted, it may be red, it will be converted into blue.	Pint is changing so you can know that it is without the contract.
		597	And in the authorities of the pine, every edge will be converted, it may be red, it will be converted into blue.	Pint is always good.
		598	I ate very quickly, as soon as possible, and then he went and helped me in eating.	I was cooking in less than two minutes.
		599	I ate very quickly, as soon as possible, and then he went and helped me in eating.	I have eaten a lot so that my nature is not damaged.
		600	I ate very quickly, as soon as possible, and then he went and helped me in eating.	I took food from my throat.
		604	His sister’s husband was also dead.	The color of his brother.
		605	His sister’s husband was also dead.	His brother was Swedish.
		606	His sister’s husband was also dead.	His sister was unhappy.
		610	He created the “Otto” regiment.	They created a rectangle.
		611	He created the “Otto” regiment.	They created a regulator that works in the sky.
		612	He created the “Otto” regiment.	They don’t even know how to build a high O2 capacity machine.
		616	Oh, it was very pleasant in the group.	I hated all of the school.
		618	Oh, it was very pleasant in the group.	I liked the grid.
		619	This is the form of a file with a whole group of tabs, different you know, each tab has a different spread sheet.	The line contains only a list of numbers.
		620	This is the form of a file with a whole group of tabs, different you know, each tab has a different spread sheet.	The tables are very big data.
		621	This is the form of a file with a whole group of tabs, different you know, each tab has a different spread sheet.	Show the number of accounts in each tab.
		626	I am not afraid how you did it.	I am not afraid of what you have done.
		627	I am not afraid how you did it.	I need to know clearly how you will do this.
		631	And he transferred Millard Crick to the chart.	He built a house in Maldives.
		632	And he transferred Millard Crick to the chart.	He never moved to Charlotte.
		633	And he transferred Millard Crick to the chart.	He lived in Maldives.
		637	He was a son of a minister, he was enough and in his brotherhood there were good talks, he was very strong.	His father was a lottery pasteur.
		638	He was a son of a minister, he was enough and in his brotherhood there were good talks, he was very strong.	His father was a criminal who never went home.
		639	He was a son of a minister, he was enough and in his brotherhood there were good talks, he was very strong.	His father was a king.
		644	And I didn’t know how much details he needed.	I told him all the reasons why I knew that he knew.
		645	And I didn’t know how much details he needed.	I was not sure how fast it would be.
		652	And it is written under the name of each buyer in the paper.	They do not have any files.
		653	And it is written under the name of each buyer in the paper.	They safeguard all the files.
		654	And it is written under the name of each buyer in the paper.	They have medical and legal facts together.
		655	It’s easier, what he did before was explicit and difficult, and the second is easy.	He told me two contradictions.
		656	It’s easier, what he did before was explicit and difficult, and the second is easy.	He gave me two guidelines and I preferred the details.
		657	It’s easier, what he did before was explicit and difficult, and the second is easy.	He only gave me a copy and it was just a few lines.
		658	Because they did not live in the Agust, they were in the Agust, and they were in the Agust, and they were in the Agust, and they were in the Agust.	There were 10,000 people in Agusta.
		659	Because they did not live in the Agust, they were in the Agust, and they were in the Agust, and they were in the Agust, and they were in the Agust.	It is not a big city.
		660	Because they did not live in the Agust, they were in the Agust, and they were in the Agust, and they were in the Agust, and they were in the Agust.	They lived in the heart of Agusta.
		661	I was ordered to go back to Washington in 1962.	I was told that I was DJ.
		662	I was ordered to go back to Washington in 1962.	Army immediately sent me.
		663	I was ordered to go back to Washington in 1962.	He told me to go to Africa.
		664	When Date took his fate, we moved to a very small area of the Concord where it is not permitted to hold animals because it is a species and the story of the animals ended.	There is no permission for animals in our houses.
		665	When Date took his fate, we moved to a very small area of the Concord where it is not permitted to hold animals because it is a species and the story of the animals ended.	Our house is 30,000 hectares and there are many animals.
		666	When Date took his fate, we moved to a very small area of the Concord where it is not permitted to hold animals because it is a species and the story of the animals ended.	When we moved into the agreement, we sold all our animals.
		667	Well, our arrangements were made and I can now find that because of this our gifts were established in Okinawa in 1968.	We set our forces in the seat of Anis.
		668	Well, our arrangements were made and I can now find that because of this our gifts were established in Okinawa in 1968.	We’ve never given any advice to anyone.
		670	He told me what he needed and so far he needed it.	He said I could change it whenever.
		671	He told me what he needed and so far he needed it.	He told me to finish the full project for two days.
		672	He told me what he needed and so far he needed it.	He told me that it was necessary.
		673	He had checked before and he told me that he did not think about it.	He said I just want to assume that the school is right.
		674	He had checked before and he told me that he did not think about it.	He said I don’t have to think.
		675	He had checked before and he told me that he did not think about it.	He said, “This is the time of the temptation.”
		676	See that you are in great misery.	You are in danger.
		677	See that you are in great misery.	You will be right.
		678	See that you are in great misery.	You are at risk.
		682	And the same way you know, ultimately, you know, you know, they are asking around people,and no one knew where they were, and ultimately, you know, they just tell themselves that they will not see again.	He was one of the people with whom Brick was in Rome.
		683	And the same way you know, ultimately, you know, you know, they are asking around people,and no one knew where they were, and ultimately, you know, they just tell themselves that they will not see again.	No matter how much we tried, we didn’t just want him to leave us.
		684	And the same way you know, ultimately, you know, you know, they are asking around people,and no one knew where they were, and ultimately, you know, they just tell themselves that they will not see again.	One day he went away and no one knew where he went.
		685	I told her sister.	I gave it to my sister.
		686	I told her sister.	I am a little more.
		687	I told her sister.	I told her that it was my sister.
		688	And he turned to his mother, and he turned to his mother, and said, “It is like it.”	He said his mother also walked on his tang angels.
		689	And he turned to his mother, and he turned to his mother, and said, “It is like it.”	He said that his mother was just one.
		690	And he turned to his mother, and he turned to his mother, and said, “It is like it.”	He said that his mother had a falsehood and that he was forgiven.
		694	You know, and they are arranging the scratches there and I didn’t know about any results.	I didn’t know he was sick.
		695	You know, and they are arranging the scratches there and I didn’t know about any results.	I didn’t know what happened to him.
		696	You know, and they are arranging the scratches there and I didn’t know about any results.	I knew what was going to happen when he did it.
		700	Oh, another thing that happened there that I thought my sister's first memories were interesting, and she was in the back.	No one remembered that place.
		701	Oh, another thing that happened there that I thought my sister's first memories were interesting, and she was in the back.	I remember the flowers in my back.
		702	Oh, another thing that happened there that I thought my sister's first memories were interesting, and she was in the back.	I remember that something happened in the back of the scene.
		706	So those who force something and I want, today I had every reason to come to Dubai, it was the same, you are giving something that you don’t know how to do, and it’s like here.	I did not know what I was doing today, I did not know what I was doing today.
		707	So those who force something and I want, today I had every reason to come to Dubai, it was the same, you are giving something that you don’t know how to do, and it’s like here.	I was asked to convert the same fusion, but I didn't know anything about the lightweight.
		708	So those who force something and I want, today I had every reason to come to Dubai, it was the same, you are giving something that you don’t know how to do, and it’s like here.	Today I was told that he did only do two orders in which he was demonstrating good performance.
		709	He is here, he is here, he is here today.	He says he will never get it.
		710	He is here, he is here, he is here today.	He said he wanted to get it today.
		711	He is here, he is here, he is here today.	He says he needs a final project until 5 a.m.
		712	And we went off again.	We had a time and time.
		713	And we went off again.	We have been transferred to one and the President of the Republic in 1992.
		714	And we went off again.	We never moved after that.
		724	I really didn’t know Mosesfalk very well he was about 80 and, oh, he was a good man I had seen him several times but I really was nervous about it.	I’ve seen it several times, but I didn’t know it well.
		725	I really didn’t know Mosesfalk very well he was about 80 and, oh, he was a good man I had seen him several times but I really was nervous about it.	I was a very close friend of Fawks.
		726	I really didn’t know Mosesfalk very well he was about 80 and, oh, he was a good man I had seen him several times but I really was nervous about it.	It is the day in which the people will come to work in Billy Honda.
		730	We lived in Milored Creek 85 where now it is 485 because the last 10 years we had to be moved because of 485.	We lived in the green house.
		731	We lived in Milored Creek 85 where now it is 485 because the last 10 years we had to be moved because of 485.	We have been there for years.
		732	We lived in Milored Creek 85 where now it is 485 because the last 10 years we had to be moved because of 485.	We stayed there for just two weeks.
		736	The owner, he divided the personality of the man.	Uska Mazaj Kharab said.
		737	The owner, he divided the personality of the man.	Or you were my kiss really pleasant or a real popcorn.
		738	The owner, he divided the personality of the man.	She was the owner and independent.
		742	He is enough to be my father.	It is 27 sal bara hai.
		743	He is enough to be my father.	He is much smaller than me.
		744	He is enough to be my father.	He is greater than me.
		745	Everything is possessive, and O Lord, I do not know how much.	I don't know how late it goes.
		746	Everything is possessive, and O Lord, I do not know how much.	I don’t know how big the story is.
		747	Everything is possessive, and O Lord, I do not know how much.	I know this is a four-foot lump.
		748	I was not happy that he was there because I was very strong.	I was very happy and happy!
		749	I was not happy that he was there because I was very strong.	I was very happy to see that he had come a day before.
		750	I was not happy that he was there because I was very strong.	I was glad she was there.
		751	And this is the pain that they take the signs of them.	They are ordinary officers.
		753	And this is the pain that they take the signs of them.	The moon is the moon.
		755	Yes, it’s really good that it’s raining.	Mosam kafi acha hai or barish wala hai.
		756	Yes, it’s really good that it’s raining.	It is terrible with the sunlight that never ends.
		757	O man, what is the price of life and can you do any of them?	All life is possible again and again.
		758	O man, what is the price of life and can you do any of them?	None of the human beings are honoured.
		759	O man, what is the price of life and can you do any of them?	Which life is possible?
		760	Oh guys you have a strange problem.	I have never seen such a problem before.
		761	Oh guys you have a strange problem.	There is no problem.
		762	Oh guys you have a strange problem.	This is because of this strange thing.
		763	So much taste like the song, I’m surprised how many things they’ll allow.	I was not surprising that they were gentle.
		764	So much taste like the song, I’m surprised how many things they’ll allow.	I'm surprised that they'll let you take food and beverages there.
		765	So much taste like the song, I’m surprised how many things they’ll allow.	I am surprised that he got away from that.
		766	Yes, I mean that as long as you are ready to go out, instead of trying, why not go to a club where there is everything for entertainment.	You need $2000 to buy what you need.
		767	Yes, I mean that as long as you are ready to go out, instead of trying, why not go to a club where there is everything for entertainment.	They spend a lot in their beauty.
		768	Yes, I mean that as long as you are ready to go out, instead of trying, why not go to a club where there is everything for entertainment.	It is not possible to get out.
		778	Oh, but you are also I am my children now that are echo and thirty years so I am not.	I don’t need to do so because my children’s grandchildren are over twenty years old.
		779	Oh, but you are also I am my children now that are echo and thirty years so I am not.	Because they are almost equal in their lifetime, I’m also crucified.
		780	Oh, but you are also I am my children now that are echo and thirty years so I am not.	I need to know why they’re both ten and ten years old.
		781	This is Fresno.	I am my brother, my brother.
		782	This is Fresno.	I don’t know where they are.
		783	This is Fresno.	I’m going to see that it’s Ferguson.
		784	Yes, those who can work any time, or those who have to decide, their judgment may be unclear.	Yes, those who are not able to make the best decisions.
		786	Yes, those who can work any time, or those who have to decide, their judgment may be unclear.	Yes, people whose judgment teaches never come.
		787	No, they’re still on the roof, they’re on the roof since the 1960s.	They are traveling from the period before 1970.
		788	No, they’re still on the roof, they’re on the roof since the 1960s.	We are very pleased with them.
		789	No, they’re still on the roof, they’re on the roof since the 1960s.	They have already broken up their time.
		790	How do you do Eurofound?	Can you explain how you will exercise?
		791	How do you do Eurofound?	I’m interested in the aerobics because I need some heart-related entertainment.
		792	How do you do Eurofound?	Stop talking about Brah Cream Airbox (a system of sports).
		798	It’s good that I didn’t think about it.	The word that you have stated is a good point.
		802	Looking for two days in a week, they forget to see the city citizen on the day of the week but they go to the city citizen center.	A daily look is needed for children under the age of five.
		803	Looking for two days in a week, they forget to see the city citizen on the day of the week but they go to the city citizen center.	They were allowed to go out twice in worries of the elderly.
		804	Looking for two days in a week, they forget to see the city citizen on the day of the week but they go to the city citizen center.	They give it to the Siner of Career but they call it Siner of Career.
		808	That was their purpose.	They were trying to do that.
		809	That was their purpose.	They never wanted it.
		810	That was their purpose.	They have fulfilled their goals.
		811	The control of the gun uses two hands.	As a result of the use of the same hand, all the folders are wrong.
		812	The control of the gun uses two hands.	The best way to control the front arm is to use both legs.
		813	The control of the gun uses two hands.	If you want to exercise to control the gun, use both hands.
		814	And oh, but it comes from what I don't know where it comes from.	I don't know where it comes from, but it's a good thing.
		815	And oh, but it comes from what I don't know where it comes from.	It comes very quickly but I may know where it comes from.
		816	And oh, but it comes from what I don't know where it comes from.	It comes like the Rabb, and I know when it will come.
		820	I don’t really know it, I don’t really know it.	I don’t know more about it.
		821	I don’t really know it, I don’t really know it.	I am in love business.
		822	I don’t really know it, I don’t really know it.	I have read it for years.
		823	He was good, you know he was good.	I think he knew he was lucky.
		824	He was good, you know he was good.	No, he was terrible.
		825	He was good, you know he was good.	He was very good.
		830	Yes, it has prescribed that just as you use, you only get one MOP.	He advised to get a mountain.
		831	Yes, it has prescribed that just as you use, you only get one MOP.	He wanted to clean the blood through the clay.
		832	Here it’s very good, there’s three blocks away from the house.	It was about 100 miles away from my house.
		833	Here it’s very good, there’s three blocks away from the house.	I was afraid of my house and I was afraid of going out.
		834	Here it’s very good, there’s three blocks away from the house.	I've got a fire near my house, this thing is not good in any way in this relationship.
		838	Oh yeah yeah yeah yeah yeah yeah yeah yeah	I’m sorry, it’s very independent.
		839	Oh yeah yeah yeah yeah yeah yeah yeah yeah	I think you may be right about its strength.
		840	Oh yeah yeah yeah yeah yeah yeah yeah yeah	You are right about it that it should not be strong.
		844	I’m trying to get there.	I am trying to stay.
		845	I’m trying to get there.	I really do my best.
		846	I’m trying to get there.	I will forget, and I will never see backward.
		847	Oh yeah, how many do you.	What’s good for you?
		848	Oh yeah, how many do you.	How did you save it?
		849	Oh yeah, how many do you.	What kind of young man do you have?
		850	I asked you how old are your kids?	How many children do you have?
		851	I asked you how old are your kids?	I’m sorry that you can’t get kids.
		853	They were not the most lucky people in the world but they were very valuable and they were interested in those people who were ready to study.	“Where they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are.
		854	They were not the most lucky people in the world but they were very valuable and they were interested in those people who were ready to study.	They were really very smart, but they played a bad game when they were a bit of people who didn’t know well.
		859	You know that all of my children are very successful and I think he has learned from older children but...	It has learned from older men, but all of my children have learned to be a bit more clear.
		860	You know that all of my children are very successful and I think he has learned from older children but...	I am proud of how much my kids know.
		861	You know that all of my children are very successful and I think he has learned from older children but...	My child is in the right sense.
		862	And it can also make people understand more and more of their footsteps and limit the weight limits.	Those who stop the amount of the shell compared to the original weight of the shell are close to this treatment.
		863	And it can also make people understand more and more of their footsteps and limit the weight limits.	As long as people continue to destroy the clay in the right way, they do not need to worry about the amount of it.
		864	And it can also make people understand more and more of their footsteps and limit the weight limits.	People need to see both the body and the weight of the stone they find.
		868	If there is a mistake, I think it’s a mistake.	Don’t think, if there’s any mistake, I’ll help you take this requirement.
		869	If there is a mistake, I think it’s a mistake.	If there is a mistake, it is yours.
		871	It’s a good thing, especially when making cyan, but it’s a good thing.	It is done in a very difficult way.
		872	It’s a good thing, especially when making cyan, but it’s a good thing.	It seemed so fast and so hard.
		873	It’s a good thing, especially when making cyan, but it’s a good thing.	They took enough time to finish the tanks.
		874	Our most challenging respondents, in one challow, put the full layers of work, the books in a way and the calls for themselves to increase the right-wing awareness.	Every year your time increases.
		875	Our most challenging respondents, in one challow, put the full layers of work, the books in a way and the calls for themselves to increase the right-wing awareness.	Your time never goes more than three days.
		877	This is the way to stay in the district.	Being in the village means that you are in the world of fear of things all this way.
		878	This is the way to stay in the district.	There is no place in which they live, and there is no place in which they live.
		879	This is the way to stay in the district.	It is a place where there is no trouble.
		880	I will say that this is what we know, that is what we know.	It seems like you are either too much or too much.
		881	I will say that this is what we know, that is what we know.	It seemed like a great joke.
		882	I will say that this is what we know, that is what we know.	This is a great experience.
		886	And now there is a sister in Germany.	I have a child living in Germany.
		887	And now there is a sister in Germany.	I have a sister who is at the time in Kiev.
		888	And now there is a sister in Germany.	I have a sister who is German.
		889	My little girl is and it’s hard to get it and it’s hard to get it.	I may be able to go there to take my daughter.
		891	My little girl is and it’s hard to get it and it’s hard to get it.	My girl’s model is right to go there, now she’s Drawing Cross.
		892	Hopefully you will have a good warmth.	Hopefully your season’s heating stops very hard.
		893	Hopefully you will have a good warmth.	The heat will begin soon.
		894	Hopefully you will have a good warmth.	You will have a warm season.
		901	We are not the original history natural experts or anything but I am.	In fact, we do not think of your own nature.
		902	We are not the original history natural experts or anything but I am.	We are completely true nature pleasant and nothing else about us is our misconduct!
		903	We are not the original history natural experts or anything but I am.	We will ever try to make nature pleasant, but then we are not.
		905	Yes, I remember my brothers and sisters, and I always went out on the street there, and I went up with a bear and a bear.	I was helping my grandfather to gather from the road.
		906	Yes, I remember my brothers and sisters, and I always went out on the street there, and I went up with a bear and a bear.	We went to my father’s house.
		907	This is not the first experience with a dog.	Thou shalt say that thou shalt say that thou shalt say that thou shalt say that thou shalt say that thou shalt say
		908	This is not the first experience with a dog.	I'm sorry I didn't know you saw a dog for the first time today.
		909	This is not the first experience with a dog.	This is not the first time you’re looking for a puppy.
		910	Do not know the truth and do not know it.	Let me tell the story.
		911	Do not know the truth and do not know it.	You don’t have to say anything.
		912	Do not know the truth and do not know it.	You will take care of this work.
		913	I’m not, I’m going to stay.	I am not in the camp.
		914	I’m not, I’m going to stay.	I stayed a few blocks away from the camp.
		915	I’m not, I’m going to stay.	I stayed in the camp.
		919	Without money a man went into his former wife and killed by a knife because he and his man had unsuccessful relationships I mean we are talking about the former wife.	The one man was sentenced to death, and his wife was sentenced to death, because he was sentenced to death.
