sentence1	sentence2	pairID	translated_sentence1	translated_sentence2
		557	If it was a jota next, you had to adjust something to the regulator itself.	The regulator would change the whole pressure of your approach.
		558	If it was a jota next, you had to adjust something to the regulator itself.	You have to go around the rule.
		559	Oh, I was still the One and Only Nine Two who had ever put the spray on the regulator.	I stopped the injector on Tuesday.
		560	Oh, I was still the One and Only Nine Two who had ever put the spray on the regulator.	I was 922.
		561	Oh, I was still the One and Only Nine Two who had ever put the spray on the regulator.	I’ve never been 922.
		562	She didn’t even understand the wedding ceremony, she didn’t even know that she was married, really--	She didn’t realize that she was with the guy forever, although she had never met him.
		563	She didn’t even understand the wedding ceremony, she didn’t even know that she was married, really--	She didn’t understand what happened.
		564	She didn’t even understand the wedding ceremony, she didn’t even know that she was married, really--	She knew what she engaged in.
		567	We would go there.	We would never enter.
		572	It was very cold and the dress flattered in the wind somewhat--	The dress was very short and wandered a little around.
		573	It was very cold and the dress flattered in the wind somewhat--	It was windstill, so the dress was also moving.
		574	I have spent most of my time with special activities.	Every second day I had “special activities.”
		575	I have spent most of my time with special activities.	I was in special activities.
		576	I have spent most of my time with special activities.	I have never been in special activities.
		577	And I asked him, you know, I could do it, oh, you want me to stay and do it tonight or I could have done it until tomorrow afternoon if it’s okay.	I asked how urgent it was.
		578	And I asked him, you know, I could do it, oh, you want me to stay and do it tonight or I could have done it until tomorrow afternoon if it’s okay.	I knew that the work had to be done right now.
		579	And I asked him, you know, I could do it, oh, you want me to stay and do it tonight or I could have done it until tomorrow afternoon if it’s okay.	I asked if the client would be angry if he would wait until 14:00 because I had a date tonight.
		580	But oh, they lived in a small rural town outside Augusta named Evans, and Evans still exists, and that’s where many of my relatives still live.	They had twenty family members who lived in Evans.
		581	But oh, they lived in a small rural town outside Augusta named Evans, and Evans still exists, and that’s where many of my relatives still live.	They lived in Atlanta.
		582	But oh, they lived in a small rural town outside Augusta named Evans, and Evans still exists, and that’s where many of my relatives still live.	They lived in Evans, which is very small.
		583	My sister says to me repeatedly, she says: Sometimes you’re just like a grandmother, you’re treating people wrong for the wrong reasons.	My sister said I was racist.
		584	My sister says to me repeatedly, she says: Sometimes you’re just like a grandmother, you’re treating people wrong for the wrong reasons.	My sister said I wasn’t always nice.
		585	My sister says to me repeatedly, she says: Sometimes you’re just like a grandmother, you’re treating people wrong for the wrong reasons.	My sister thinks I am not like my grandmother at all.
		586	And then we entered a new house.	We moved to a house that we had built on the ground.
		588	And then we entered a new house.	We have lived all our lives in the same house.
		592	And I said, okay, so that’s good, well, like that in the way.	I said I hated it and I disagreeed it very much.
		593	And I said, okay, so that’s good, well, like that in the way.	I said I like the new version of the song.
		594	And I said, okay, so that’s good, well, like that in the way.	I said I approved it.
		595	And the colour tubes change their color every 100 degrees, when it is red, it becomes too blue.	The stretch changes depending on color.
		596	And the colour tubes change their color every 100 degrees, when it is red, it becomes too blue.	The color changes so you can see how hot it is without measuring.
		597	And the colour tubes change their color every 100 degrees, when it is red, it becomes too blue.	The color is always black.
		598	I ate as fast as I could and then she came and helped me.	I ate the pizza in less than two minutes.
		599	I ate as fast as I could and then she came and helped me.	I eat very slowly so I don’t get bad.
		600	I ate as fast as I could and then she came and helped me.	I stopped eating.
		604	The husband of her sister also had bright skin.	Her brother was slightly colored.
		605	The husband of her sister also had bright skin.	His brother was Sweden.
		606	The husband of her sister also had bright skin.	His sister was not married.
		610	Anyway, they have invented this oxygen regulator.	They have invented a new rule.
		611	Anyway, they have invented this oxygen regulator.	They have invented a regulator that works in space.
		612	Anyway, they have invented this oxygen regulator.	They have not yet learned how to make an oxygen regulator.
		616	The fourth class was really fun.	I hate every piece of school.
		618	The fourth class was really fun.	I liked the fourth class.
		619	It’s like a file with a whole series of tabs, from different, you know, each tab has a different table.	The page is just a list of numbers.
		620	It’s like a file with a whole series of tabs, from different, you know, each tab has a different table.	The cards have a lot of data.
		621	It’s like a file with a whole series of tabs, from different, you know, each tab has a different table.	The registration cards show the current amount of each account.
		626	I don’t care how you get it.	I don’t care what your method is.
		627	I don’t care how you get it.	I have to know how you will do that exactly.
		631	And they moved to Mallard Creek in Charlotte.	They built a house on Mallard Creek.
		632	And they moved to Mallard Creek in Charlotte.	He never moved to Charlotte.
		633	And they moved to Mallard Creek in Charlotte.	They lived in Mallard Creek.
		637	Where he was, he was the son of a minister, so he had, they had property, and things, and they were very well connected in the community and very appreciated.	His father was a Lutheran pastor.
		638	Where he was, he was the son of a minister, so he had, they had property, and things, and they were very well connected in the community and very appreciated.	His father was a prisoner who never went to the church.
		639	Where he was, he was the son of a minister, so he had, they had property, and things, and they were very well connected in the community and very appreciated.	His father was a pastor.
		644	I didn’t know how much detail he wanted.	I gave him every detail because I knew he wanted it.
		645	I didn’t know how much detail he wanted.	I was not sure how thorough it should be.
		652	And yes, it’s different, as with each customer, that’s their records.	You don’t have any of the files.
		653	And yes, it’s different, as with each customer, that’s their records.	They keep all the documents.
		654	And yes, it’s different, as with each customer, that’s their records.	They keep the medical and legal files all together.
		655	What she had given me was very detailed and complicated, and the second is completely simple.	She gave me two different variants.
		656	What she had given me was very detailed and complicated, and the second is completely simple.	She gave me two types of instructions and I preferred the detailed.
		657	What she had given me was very detailed and complicated, and the second is completely simple.	She gave me only one version and there were only a few lines.
		658	Because they didn’t live in Augusta, but in, now you know, Augusta was at the time still a city, even if it doesn’t seem so big for people from the big city of Augusta.	Augusta has 10,000 inhabitants.
		659	Because they didn’t live in Augusta, but in, now you know, Augusta was at the time still a city, even if it doesn’t seem so big for people from the big city of Augusta.	Augusta is not a big city.
		660	Because they didn’t live in Augusta, but in, now you know, Augusta was at the time still a city, even if it doesn’t seem so big for people from the big city of Augusta.	They lived in the heart of Augusta.
		661	At the end of 1962, oh, I was ordered to go to Washington, D.C.	I was told to go to Washington DC.
		662	At the end of 1962, oh, I was ordered to go to Washington, D.C.	The army immediately sent me to DC.
		663	At the end of 1962, oh, I was ordered to go to Washington, D.C.	They told me I was going to Africa.
		664	When DOT took his property back, we moved to a small area in Concord, where no animal is allowed because it is divided into zones and that ends the story of the animal.	Our house in Concord could not approve animals.
		665	When DOT took his property back, we moved to a small area in Concord, where no animal is allowed because it is divided into zones and that ends the story of the animal.	Our house in Concord had 30,000 hectares and many animals.
		666	When DOT took his property back, we moved to a small area in Concord, where no animal is allowed because it is divided into zones and that ends the story of the animal.	We sold all our animals when we moved to Concord.
		667	Anyway, we are in operation and I can now say that that, that, oh, we were moved to Kadina, Okinawa, and that was 1968.	We deployed our forces in 1968.
		668	Anyway, we are in operation and I can now say that that, that, oh, we were moved to Kadina, Okinawa, and that was 1968.	We have never employed anyone.
		670	He told me exactly what he needed and that he needed it today.	He said I could give it at any time.
		671	He told me exactly what he needed and that he needed it today.	He told me I had to complete the whole project until 14:00.
		672	He told me exactly what he needed and that he needed it today.	He told me it was urgent.
		673	She had already gone and told me I shouldn’t worry about it.	She said I should just assume that the school would go well.
		674	She had already gone and told me I shouldn’t worry about it.	She said I should not worry.
		675	She had already gone and told me I shouldn’t worry about it.	She said it was time to panic.
		676	It’s easy, you know, see, you have a problem.	You are in danger.
		677	It’s easy, you know, see, you have a problem.	You’ll get it right now!
		678	It’s easy, you know, see, you have a problem.	You are at risk of being dismissed.
		682	And as you know, sooner or later, you know, you know, they’ve asked people further and no one knew who they were, and ultimately, you know, they’ve just agreed that they’ll never see Joe again.	Joe was the only person who had a key to the rest room.
		683	And as you know, sooner or later, you know, you know, they’ve asked people further and no one knew who they were, and ultimately, you know, they’ve just agreed that they’ll never see Joe again.	No matter how much we tried, we couldn’t get Joe to let us rest.
		684	And as you know, sooner or later, you know, you know, they’ve asked people further and no one knew who they were, and ultimately, you know, they’ve just agreed that they’ll never see Joe again.	One day, Joe was just missing and no one could find out where he was going.
		685	I told you about my sister.	I made it to my sister.
		686	I told you about my sister.	I said it was mine.
		687	I told you about my sister.	I told them that the dog belongs to my sister.
		688	And she then said, her mother, her mother turned forward and she looked up and said she was running like him.	She said her mother was always running on the tide.
		689	And she then said, her mother, her mother turned forward and she looked up and said she was running like him.	She says her mother goes the same round.
		690	And she then said, her mother, her mother turned forward and she looked up and said she was running like him.	She said her mother was lazy and couldn’t walk.
		694	You know, and she stops the leaves there up and I really didn’t know any consequences.	I didn’t know she would be very sick.
		695	You know, and she stops the leaves there up and I really didn’t know any consequences.	I didn’t know what would happen to her.
		696	You know, and she stops the leaves there up and I really didn’t know any consequences.	I knew what would happen if she did that.
		700	Ah, another thing that happened there, which I thought interesting, was one of my sister’s first memories, and that was just in that background.	I have no memories of this house.
		701	Ah, another thing that happened there, which I thought interesting, was one of my sister’s first memories, and that was just in that background.	I remember that I had flocked gums in the garden.
		702	Ah, another thing that happened there, which I thought interesting, was one of my sister’s first memories, and that was just in that background.	I remembered something that happened in the back yard.
		706	So all the stressful and I mean I had any reason to be stressed today, it was like you get something you can’t, and it’s like here to do it.	I didn’t know how to do the job that was assigned to me today.
		707	So all the stressful and I mean I had any reason to be stressed today, it was like you get something you can’t, and it’s like here to do it.	I was asked to replace the backup box in the office, but I don’t know about electric wires at all.
		708	So all the stressful and I mean I had any reason to be stressed today, it was like you get something you can’t, and it’s like here to do it.	Today I was required to perform only tasks for which I am well trained.
		709	So now, here is it, he wants it today.	He says he can always get it.
		710	So now, here is it, he wants it today.	He said he would like to get it today.
		711	So now, here is it, he wants it today.	He said he would like to get the last project at 17 p.m.
		712	Unfortunately we have moved again.	We have moved again.
		713	Unfortunately we have moved again.	In 1992, we move to another country.
		714	Unfortunately we have moved again.	We have never moved again after that.
		724	I didn’t really know Mrs. Falk. She was about 80 years old and ah, she was a nice person. I met her a few times but that really made me nervous.	I have seen Mrs. Faulk a few times, but I didn’t know her well.
		725	I didn’t really know Mrs. Falk. She was about 80 years old and ah, she was a nice person. I met her a few times but that really made me nervous.	I was close friends with Mrs. Faulk.
		726	I didn’t really know Mrs. Falk. She was about 80 years old and ah, she was a nice person. I met her a few times but that really made me nervous.	Mrs. Faulk went to work with a yellow Honda every day.
		730	We lived from it, oh, 85 in Mallard Creek, where the 485 are currently, there is now the occasion more than that time ten years ago, where we had to move because of the 485.	We lived in a green house.
		731	We lived from it, oh, 85 in Mallard Creek, where the 485 are currently, there is now the occasion more than that time ten years ago, where we had to move because of the 485.	We lived there for many years.
		732	We lived from it, oh, 85 in Mallard Creek, where the 485 are currently, there is now the occasion more than that time ten years ago, where we had to move because of the 485.	We only lived there for two weeks.
		736	He was like a divided person, man.	He was launical.
		737	He was like a divided person, man.	My boss was either very happy or very angry.
		738	He was like a divided person, man.	My boss was clear and consistent.
		742	He is old enough to be my father.	He is 27 years older than me.
		743	He is old enough to be my father.	He is much younger than me.
		744	He is old enough to be my father.	He is older than me.
		745	Everything is connected, and for the will of heaven, I don't know how long.	I don’t know how long it lasts.
		746	Everything is connected, and for the will of heaven, I don't know how long.	I don’t know how long the story has gone.
		747	Everything is connected, and for the will of heaven, I don't know how long.	I know it is 4 feet long.
		748	This time I was not even happy that she was there because I was so stressed.	I was so happy and relaxed!
		749	This time I was not even happy that she was there because I was so stressed.	I was too afraid to be happy that she arrived a day earlier.
		750	This time I was not even happy that she was there because I was so stressed.	I was too afraid to be happy that she was there.
		751	And a lot of this is because the mothers take medications.	Mothers are drug addicts.
		753	And a lot of this is because the mothers take medications.	Mothers are taking drugs.
		755	It is nice that it has rained.	It is beautiful and rainy.
		756	It is nice that it has rained.	The endless sunlight is so terrible.
		757	Oh what human life is worth and whether you can rehabilitate someone or not	Every life is worth regaining and getting a second chance.
		758	Oh what human life is worth and whether you can rehabilitate someone or not	No one deserves to be rehabilitated.
		759	Oh what human life is worth and whether you can rehabilitate someone or not	Regardless of rehabilitation, life is worth it.
		760	Oh boy, you have a strange cable problem there.	I never had a cable problem like this.
		761	Oh boy, you have a strange cable problem there.	Cable is not the problem.
		762	Oh boy, you have a strange cable problem there.	The strange crossing causes a problem.
		763	It sounds like a lot of fun, yes it’s incredible how many things allow	I am not surprised that they were cautious.
		764	It sounds like a lot of fun, yes it’s incredible how many things allow	I am surprised that she allowed you to eat and drink dadrin.
		765	It sounds like a lot of fun, yes it’s incredible how many things allow	I am surprised by what they could get out of.
		766	Yes, I mean that you come through the time when you equip yourself and then you have to swim when you do that you can go to a club, and to a vacation with everything that is included.	It costs $2,000 to buy everything you need.
		767	Yes, I mean that you come through the time when you equip yourself and then you have to swim when you do that you can go to a club, and to a vacation with everything that is included.	It costs a lot to get out.
		768	Yes, I mean that you come through the time when you equip yourself and then you have to swim when you do that you can go to a club, and to a vacation with everything that is included.	It is really convenient to be equipped.
		778	Oh anyway anyway, my children are now twenty-one and twenty-two, so I don’t have to	I don’t need it because my kids are over twenty.
		779	Oh anyway anyway, my children are now twenty-one and twenty-two, so I don’t have to	I must probably because her age is so close to each other.
		780	Oh anyway anyway, my children are now twenty-one and twenty-two, so I don’t have to	I have to, because they are both ten and eleven years old.
		781	This is Fresno.	I was born in Fresno.
		782	This is Fresno.	I am not sure where that is.
		783	This is Fresno.	I’m saying that it’s Fresno.
		784	Yes people who could work at any time or whose decisions could be distorted if they had to make a decision	Well, people who are not the best to make assessment decisions.
		786	Yes people who could work at any time or whose decisions could be distorted if they had to make a decision	Yes, people whose decision-making abilities are never affected.
		787	No, they’re, they’re still on tour; they’re on tour since the end of the 1960s.	They have been on tour since the late 1980s.
		788	No, they’re, they’re still on tour; they’re on tour since the end of the 1960s.	They love to travel.
		789	No, they’re, they’re still on tour; they’re on tour since the end of the 1960s.	You have recently finished your tour.
		790	How do you do Aerobic?	Can you explain how you would do aerobic?
		791	How do you do Aerobic?	I am interested in aerobic because I need cardiovascular activities.
		792	How do you do Aerobic?	Please stop talking about aerobic.
		798	Well, that’s a good thing I didn’t think about.	The paradox you mentioned is a good point.
		802	Daycare two days a week she calls it seniors daycare, but she goes to the senior center	The daycare is only open to children under five years of age daily.
		803	Daycare two days a week she calls it seniors daycare, but she goes to the senior center	If the elderly are ready, let them go more than twice a week.
		804	Daycare two days a week she calls it seniors daycare, but she goes to the senior center	They call it an elderly daycare, but it is called the elderly center.
		808	That was your goal, oh.	That’s what they have died.
		809	That was your goal, oh.	It was never what they wanted.
		810	That was your goal, oh.	They reached their goal.
		811	Arms control means using two hands.	Half of all weapons failure is caused by the use of one hand.
		812	Arms control means using two hands.	The best further procedure for weapons control is to use with both legs.
		813	Arms control means using two hands.	Use both hands if you want to exercise weapon control.
		814	And oh, it appeared suddenly, I don't know where it comes from, but	I don’t know where it comes, but it’s fast.
		815	And oh, it appeared suddenly, I don't know where it comes from, but	It passes quickly, but I know where it could come from.
		816	And oh, it appeared suddenly, I don't know where it comes from, but	It comes like Melasse and I know exactly when it will come.
		820	I am not even familiar with it, I think.	I don’t know much about it.
		821	I am not even familiar with it, I think.	I am ignorant about love.
		822	I am not even familiar with it, I think.	I have studied it for years.
		823	She was great, you know her.	I think she knew she was fantastic.
		824	She was great, you know her.	No, she was terrible.
		825	She was great, you know her.	She was very good.
		830	He just has a washing machine, we suggest you use it	He proposed to find a Mopp.
		831	He just has a washing machine, we suggest you use it	He wanted to clean the blood with a washmopp.
		832	It’s really bad out here, we just had a shooting on the Freeway, about three blocks away from our house.	The screens were at least 100 miles away from my place of residence.
		833	It’s really bad out here, we just had a shooting on the Freeway, about three blocks away from our house.	The shooting was near my house and it makes me afraid to go out.
		834	It’s really bad out here, we just had a shooting on the Freeway, about three blocks away from our house.	There was a shooting near my house, it’s really not good in this area.
		838	This is true, it is not consistent.	I don’t agree with you, it’s very constant.
		839	This is true, it is not consistent.	I think you are right about this consistency.
		840	This is true, it is not consistent.	We are right that it is not unified.
		844	I try to keep	I try to wait a short time.
		845	I try to keep	I really do my best.
		846	I try to keep	I will leave and never look back.
		847	What kind of dog you have?	Is your dog a good boy?
		848	What kind of dog you have?	Which cat have you saved?
		849	What kind of dog you have?	What kind of young dog do you have?
		850	You say you have kids, how old are they?	How many children do you have?
		851	You say you have kids, how old are they?	I'm sorry to hear you couldn't have children.
		853	They were probably not the brightest people in the world, but they, oh, were sympathetic and were, oh, interested in people who wanted to study.	They might not be the smartest, but they were very friendly and interested in those who studied.
		854	They were probably not the brightest people in the world, but they, oh, were sympathetic and were, oh, interested in people who wanted to study.	They were very wise, but they found themselves stupid in the presence of others they didn’t know.
		859	You know, my children are overflyers, they are really good and I think no, he also learns from the older boys, but	He learned from the elderly male children, but all of my grandchildren radiated.
		860	You know, my children are overflyers, they are really good and I think no, he also learns from the older boys, but	I am very proud of how much my kids know.
		861	You know, my children are overflyers, they are really good and I think no, he also learns from the older boys, but	My kids are really stupid.
		862	And it would also cause people to press their waste more and the limitation of volume comes a little closer to the actual problem than the measurement of weight.	People who force the amount of waste are closer to the problem than the weight of the actual waste
		863	And it would also cause people to press their waste more and the limitation of volume comes a little closer to the actual problem than the measurement of weight.	People do not need to worry about the amount of waste as long as they sort it properly.
		864	And it would also cause people to press their waste more and the limitation of volume comes a little closer to the actual problem than the measurement of weight.	People need to take into account both the volume and the weight of the waste they produce.
		868	So if there's a mistake, it's your mistake, I think	Don’t worry.When a mistake occurs, I will take responsibility with you.
		869	So if there's a mistake, it's your mistake, I think	If there is a mistake, it belongs to you.
		871	You know in particular that you do the nuts and things so that you know that it has such a professional processing.	The nights are very skillfully performed.
		872	You know in particular that you do the nuts and things so that you know that it has such a professional processing.	The nuts were made in separation and look very smooth.
		873	You know in particular that you do the nuts and things so that you know that it has such a professional processing.	It took a lot of time to complete the nights.
		874	yeah yeah yeah, you get two weeks when you start and then each year they give you an additional day until you have four weeks	Your time increases every year.
		875	yeah yeah yeah, you get two weeks when you start and then each year they give you an additional day until you have four weeks	Your time never exceeds three days.
		877	Well, that’s the beautiful thing in the land life, you don’t have to worry about it all.	Being on the ground leads you to live in constant fear of these things.
		878	Well, that’s the beautiful thing in the land life, you don’t have to worry about it all.	What’s great in living on the ground is that you don’t have to be angry about such things.
		879	Well, that’s the beautiful thing in the land life, you don’t have to worry about it all.	What’s really good is that you don’t have to worry about it on the ground, just as you would do it in the city.
		880	Oh man really, it sounds adventurous.	It seems either fun or quite boring.
		881	Oh man really, it sounds adventurous.	It sounds like a big adventure.
		882	Oh man really, it sounds adventurous.	It sounds like a terrible experience.
		886	I have a sister in Germany.	I currently have a brother in Germany.
		887	I have a sister in Germany.	I have a sister who is currently in Cuba.
		888	I have a sister in Germany.	I have a sister who speaks German.
		889	I now have a younger daughter and uh i it’s somehow hard to bring them to get them there and everything except I’m going to uh	I could bring my daughter there.
		891	I now have a younger daughter and uh i it’s somehow hard to bring them to get them there and everything except I’m going to uh	My daughter has her own way to get there, now where she can drive.
		892	I have a great summer.	I hope you have miserable summer holidays.
		893	I have a great summer.	Of course, the summer will soon come.
		894	I have a great summer.	I wish you a nice summer.
		901	We are not genuine natural scientists or something like that.	We do not consider ourselves naturalists.
		902	We are not genuine natural scientists or something like that.	We are absolutely true natural scientists and see it as an insult to be called differently.
		903	We are not genuine natural scientists or something like that.	One day we want to try to be naturalists, but at the moment we are not.
		905	Yes, I still remember how my grandparents and I went out on the street and picked up beer doses.	I helped my grandparents collect doses from the street.
		906	Yes, I still remember how my grandparents and I went out on the street and picked up beer doses.	We have always celebrated in my father’s house.
		907	This is not your first experience with a dog.	It’s not your first time with a dog.
		908	This is not your first experience with a dog.	Sorry, I didn’t know that it was your first time to see a dog.
		909	This is not your first experience with a dog.	This is not the first time you deal with a domesticated animal.
		910	Right, right, do not go through the whole nine yards and	You can tell me the end of the story.
		911	Right, right, do not go through the whole nine yards and	You don’t have to do everything.
		912	Right, right, do not go through the whole nine yards and	You have to go through the whole thing.
		913	Oh, no, I’m just living from the campus.	I don’t live in the campus.
		914	Oh, no, I’m just living from the campus.	I live a few blocks away from the campus.
		915	Oh, no, I’m just living from the campus.	I live in the campus.
		919	Men, oh, without accusation, a guy cracked his ex-wife because she slept with another guy, I mean, ex-wife, you know what it is about	After he had passed a previous punishment, a man killed his ex-wife because she had slept with another man.
