sentence1	sentence2	pairID	translated_sentence1	translated_sentence2
		583	My father is always telling me it’s just like our gods. He’s loving a bad people because they’re bad.	My grandmother said I was a colorist.
		584	My father is always telling me it’s just like our gods. He’s loving a bad people because they’re bad.	My father said I was not normal.
		585	My father is always telling me it’s just like our gods. He’s loving a bad people because they’re bad.	My grandmother said I’m never like my grandmother.
		586	We moved to a new house.	We moved to the house we built in the country.
		588	We moved to a new house.	We lived in one house all our lives.
		592	I was like, Sawa, well that is good, you know, like that.	I said I took it and never accepted it.
		593	I was like, Sawa, well that is good, you know, like that.	I said I loved the new version of the song.
		594	I was like, Sawa, well that is good, you know, like that.	I said I accepted.
		595	And the color color varies every hundred degrees, it can be red, it turns into monkeys.	The color varies according to the color.
		596	And the color color varies every hundred degrees, it can be red, it turns into monkeys.	The color changes so you can know what the heat is without measurement.
		597	And the color color varies every hundred degrees, it can be red, it turns into monkeys.	The color is always black.
		598	I ate the food that I could have come and ended with helping me eat.	I ate the pizza for less than two minutes.
		599	I ate the food that I could have come and ended with helping me eat.	I did not eat.
		600	I ate the food that I could have come and ended with helping me eat.	I was fast.
		604	Her sister had a black skin too.	Their brother and sister were
		605	Her sister had a black skin too.	The price is Swedish.
		606	Her sister had a black skin too.	Her father was not married.
		610	However, they come with this upgrade of the top control of O2.	Create a new control
		611	However, they come with this upgrade of the top control of O2.	They created controls that work in the air.
		612	However, they come with this upgrade of the top control of O2.	They were not yet able to figure out how to build oxygen control.
		616	The fourth edition was full.	I hate every school!
		618	The fourth edition was full.	I love the fourth class.
		619	It’s like one file with a whole tab, different, you know, each tab has as different notes on it.	This page is a single list of numbers.
		620	It’s like one file with a whole tab, different, you know, each tab has as different notes on it.	The markets have a lot of information.
		621	It’s like one file with a whole tab, different, you know, each tab has as different notes on it.	This is the case for each account.
		626	I don’t know how you will do it.	Your path is clear.
		627	I don’t know how you will do it.	I want to know exactly how you will do this.
		631	They moved to Creek Mallard in Charlotte.	They built a house for Mallard Creek.
		632	They moved to Creek Mallard in Charlotte.	It is not Charlotte.
		633	They moved to Creek Mallard in Charlotte.	He also lived in Mallard Creek.
		637	He was the son of the prime minister, they had a lot of property and were familiar with popular people. They were very respected in society.	His father was a Lutheran contributor.
		638	He was the son of the prime minister, they had a lot of property and were familiar with popular people. They were very respected in society.	His father was guilty who never went to church.
		639	He was the son of the prime minister, they had a lot of property and were familiar with popular people. They were very respected in society.	His father was a messenger.
		644	I don’t know the amount of information I needed.	I explained everything because I knew he needed it.
		645	I don’t know the amount of information I needed.	I was not sure about the detail.
		652	And, it’s different, as for each client, it’s all their files.	There are no files.
		653	And, it’s different, as for each client, it’s all their files.	They have all the files.
		654	And, it’s different, as for each client, it’s all their files.	Women’s medical and legal files together.
		655	This ended with confusion. the first one that we passed was a lot of explanation and a lot of difficult.This second everything is easy.	He has two different versions.
		656	This ended with confusion. the first one that we passed was a lot of explanation and a lot of difficult.This second everything is easy.	He gave me two kinds of guidelines and I liked the detailed description.
		657	This ended with confusion. the first one that we passed was a lot of explanation and a lot of difficult.This second everything is easy.	He gave only one version and was only a few lines.
		658	Because they didn’t really live in Augusta, they lived, you know well, Augusta was still a city at the time, even if for people in big cities like this, Augusta is not so big.	August has a population of 10,000 people.
		659	Because they didn’t really live in Augusta, they lived, you know well, Augusta was still a city at the time, even if for people in big cities like this, Augusta is not so big.	Augusta is not a big city.
		660	Because they didn’t really live in Augusta, they lived, you know well, Augusta was still a city at the time, even if for people in big cities like this, Augusta is not so big.	The spirit of Augustus.
		661	At the end of 1962, I got a description to Washington, D.C.	I was sent to DC.
		662	At the end of 1962, I got a description to Washington, D.C.	The army sent the DC immediately.
		663	At the end of 1962, I got a description to Washington, D.C.	He told me to Africa.
		664	When DOT ended up taking its property, we migrated a small area, a small area in Concord where it was allowed to have animals because it was closed and thus the end of the story of the animals.	Our houses in Concord do not allow animals.
		665	When DOT ended up taking its property, we migrated a small area, a small area in Concord where it was allowed to have animals because it was closed and thus the end of the story of the animals.	Our house in Concord had 30,000 hectares and many animals.
		666	When DOT ended up taking its property, we migrated a small area, a small area in Concord where it was allowed to have animals because it was closed and thus the end of the story of the animals.	We’ve gotten all of our animals when we moved to Concord.
		667	However, we went to work and I can now tell you that, because of this, we were taken to Kadina, Okinawa, and this was in 1968.	We used our armies in 1968.
		668	However, we went to work and I can now tell you that, because of this, we were taken to Kadina, Okinawa, and this was in 1968.	We did not send anyone.
		670	He told me exactly what he needed and what he needed today.	He said I will act in any way.
		671	He told me exactly what he needed and what he needed today.	He told me that I had to finish all the project at 8 p.m.
		672	He told me exactly what he needed and what he needed today.	He told me that it was an emergency.
		673	He told me that he was worried.	He told me it was just good to believe that the school would grow well.
		674	He told me that he was worried.	He said I was afraid.
		675	He told me that he was worried.	He said it was a time of fear.
		676	That’s how it’s right now. see what’s going on.	You are in danger.
		677	That’s how it’s right now. see what’s going on.	You will be equal.
		678	That’s how it’s right now. see what’s going on.	They are at risk of transfer.
		682	And so you know, finally, you know, you know, they kept asking people here, and no one knew where they were, and finally, you know, they just agreed that they won’t see Joe again.	Joe was the only person who had the closure of a vacation room to drink a cup of tea or coffee.
		683	And so you know, finally, you know, you know, they kept asking people here, and no one knew where they were, and finally, you know, they just agreed that they won’t see Joe again.	It doesn’t matter how much we tried we couldn’t make Joe more.
		684	And so you know, finally, you know, you know, they kept asking people here, and no one knew where they were, and finally, you know, they just agreed that they won’t see Joe again.	One day Joe was going and no one could know where he was going.
		685	I told my sister.	I have praised my sister for that.
		686	I told my sister.	I said it was mine.
		687	I told my sister.	I told him that he was my father.
		688	Then he turned his mother to him, and he turned his mother to him, and he said, He is walking like him.	She said her mother was walking on her side as well.
		689	Then he turned his mother to him, and he turned his mother to him, and he said, He is walking like him.	She said her mother was going.
		690	Then he turned his mother to him, and he turned his mother to him, and he said, He is walking like him.	He said his mother was sick and could not walk.
		694	You know, it’s putting the petals up there and I don’t know any of the results.	I didn’t know I could be very sick.
		695	You know, it’s putting the petals up there and I don’t know any of the results.	I didn’t know what happened.
		696	You know, it’s putting the petals up there and I don’t know any of the results.	I knew what was happening when I did that.
		700	Another thing that happened to me was that interesting was one of the first memories of my sister and was in that sense.	No memory of the house.
		701	Another thing that happened to me was that interesting was one of the first memories of my sister and was in that sense.	I was looking forward to taking the Daisy in the fields.
		702	Another thing that happened to me was that interesting was one of the first memories of my sister and was in that sense.	I remember what happened behind.
		706	With all that pressure and I mean that, I had all the reasons to emphasize today, it was like, you’re giving something you don’t know how to do, and it’s like you’re told that’s what you do.	I don’t know how to do what I’ve done today.
		707	With all that pressure and I mean that, I had all the reasons to emphasize today, it was like, you’re giving something you don’t know how to do, and it’s like you’re told that’s what you do.	I’ve been told I’m going to make the office firewalls, but I don’t know anything about electricity.
		708	With all that pressure and I mean that, I had all the reasons to emphasize today, it was like, you’re giving something you don’t know how to do, and it’s like you’re told that’s what you do.	Today I was asked to do the only tasks I have been trained to do.
		709	So now, that’s what he wants today.	He says he can come at any time.
		710	So now, that’s what he wants today.	He said he would like to go today.
		711	So now, that’s what he wants today.	He says he would like to get the final project at 5pm.
		712	Unfortunately, we went back.	We had a different time.
		713	Unfortunately, we went back.	We moved to another country in 1992.
		714	Unfortunately, we went back.	We didn’t see it after that.
		724	I didn’t know Bi Faulk was very well about 80 years old and, oh, he was a good man I saw a few times but I was very worried about it.	I’ve seen Faulk a few times but I don’t know it well.
		725	I didn’t know Bi Faulk was very well about 80 years old and, oh, he was a good man I saw a few times but I was very worried about it.	We were very friendly with two Faulk.
		726	I didn’t know Bi Faulk was very well about 80 years old and, oh, he was a good man I saw a few times but I was very worried about it.	Two Fauk drives Honda's competition to the house every day
		730	We lived, 85 in Mallard Creek where now 485 is a reason, but, as 10 years ago, we had to leave because of 485.	We lived in a green house.
		731	We lived, 85 in Mallard Creek where now 485 is a reason, but, as 10 years ago, we had to leave because of 485.	We lived there for many years.
		732	We lived, 85 in Mallard Creek where now 485 is a reason, but, as 10 years ago, we had to leave because of 485.	We lived there for two weeks.
		736	The Lord is like two different souls.	He was sensitive.
		737	The Lord is like two different souls.	My Lord was genuine or genuine.
		738	The Lord is like two different souls.	My master has been strong and strong.
		742	It is old enough to be my father's father	She is 27 years older than me.
		743	It is old enough to be my father's father	It is very small.
		744	It is old enough to be my father's father	It is my greatness.
		745	Everything is connected, my God, I don't even know how long.	I don't know how long it takes.
		746	Everything is connected, my God, I don't even know how long.	I don’t know how long the story will last.
		747	Everything is connected, my God, I don't even know how long.	I know you have a fite length of 4.
		748	This time I was not happy and was there because I had been thought.	I was very happy and fun!
		749	This time I was not happy and was there because I had been thought.	I was so worried to be happy that he was arriving a day earlier.
		750	This time I was not happy and was there because I had been thought.	I was so worried to be happy because he was there.
		751	A lot of people are convinced that the mother is the mother of the drug.	Their mothers are the worshippers.
		753	A lot of people are convinced that the mother is the mother of the drug.	They use medication.
		755	It’s good that he’s gone.	It is good and scattering.
		756	It’s good that he’s gone.	It was untouched by the sunshine.
		757	About the fear of the human heart and how they can repair a person.	Every life needs to be repaid to be ranked second.
		758	About the fear of the human heart and how they can repair a person.	There is no human being to be repaid.
		759	About the fear of the human heart and how they can repair a person.	No matter what life is valuable.
		760	You are the only one that has been created.	I’ve never seen such a problem of connectivity.
		761	You are the only one that has been created.	The writer is not a word.
		762	You are the only one that has been created.	There is a problem caused by this unusual network.
		763	It looks like it’s so happy, it’s amazing to me how many things are allowed.	I was not even surprised that they were compassionate.
		764	It looks like it’s so happy, it’s amazing to me how many things are allowed.	I was astonished that they allowed them to go and be inside.
		765	It looks like it’s so happy, it’s amazing to me how many things are allowed.	I wonder what they can do without being asked.
		766	That’s exactly what I mean when you’re preparing yourself and then you’ll have to go out to do so you can go to the Club med and include everything.	It takes $2000 to buy everything you need.
		767	That’s exactly what I mean when you’re preparing yourself and then you’ll have to go out to do so you can go to the Club med and include everything.	It is a high cost.
		768	That’s exactly what I mean when you’re preparing yourself and then you’ll have to go out to do so you can go to the Club med and include everything.	It is very good to keep.
		778	Oh but yet my children are now twenty-four years old, so I don't need	I don’t want because my kids are over twenty years old.
		779	Oh but yet my children are now twenty-four years old, so I don't need	Maybe it’s because they’ve got it.
		780	Oh but yet my children are now twenty-four years old, so I don't need	It must be, now as you have a year and a year and all.
		781	It’s a frank, no!	I was Fresno.
		782	It’s a frank, no!	I don’t know where it is.
		783	It’s a frank, no!	I tell you that this is Fresno.
		784	There are people who can have a job at any time or whose decisions can be closed if they have to make a decision	Yes, people who cannot make better decisions.
		786	There are people who can have a job at any time or whose decisions can be closed if they have to make a decision	Those who do not have any doubt about their judgment.
		787	No, you’re still, you’re still on a visit. They’ve been on a visit from the 1960s to the last.	It has been a tourist since 1970.
		788	No, you’re still, you’re still on a visit. They’ve been on a visit from the 1960s to the last.	I like to visit
		789	No, you’re still, you’re still on a visit. They’ve been on a visit from the 1960s to the last.	They have recently completed their visit.
		790	How do you do it?	Can you know how to do aerobics?
		791	How do you do it?	I am interested in aerobics because I need cardiovascular exercise.
		792	How do you do it?	Please let them talk about the practice.
		798	That’s good, I didn’t think about it.	The building is a good step.
		802	service two days a week calls to be the old-day service of the village but goes to the citizen center manager	The day service is open every day for children under the age of five.
		803	service two days a week calls to be the old-day service of the village but goes to the citizen center manager	They allow them to go more than twice a week as the citizens are living and years they want.
		804	service two days a week calls to be the old-day service of the village but goes to the citizen center manager	They say it is the service of the manager day but it is called the manager center.
		808	That was his goal!	That’s what they are believing.
		809	That was his goal!	It was never what they wanted.
		810	That was his goal!	They set their goal.
		811	Prohibition of the use of a gun means using both hands.	Half of all weapons errors are caused by the use of one hand.
		812	Prohibition of the use of a gun means using both hands.	The best way to control the gun is to use two legs.
		813	Prohibition of the use of a gun means using both hands.	Use all the hands if you want to learn to control the gun.
		814	It happens suddenly, but I don't know where it comes.	I don't know where it happened, but it's fast.
		815	It happens suddenly, but I don't know where it comes.	It comes quickly but I know where it can come from.
		816	It happens suddenly, but I don't know where it comes.	It comes like sugar and I know when it will come.
		820	I don’t think I understand it well.	I don’t know more about it.
		821	I don’t think I understand it well.	I don’t know about love.
		822	I don’t think I understand it well.	I have been reading for years.
		823	Yes, it was strange, you don’t know.	I think he knows he loved it.
		824	Yes, it was strange, you don’t know.	It was not bad.
		825	Yes, it was strange, you don’t know.	He was very good.
		830	Yes, he gave an idea of how you can use it.	He searched for the deck.
		831	Yes, he gave an idea of how you can use it.	He wants to cleanse the blood by using corgae.
		832	It was bad outside we had a third-party shooting from home to us	The murder of the gun was about a thousand miles from where I lived.
		833	It was bad outside we had a third-party shooting from home to us	The shoot came near my house and now I have a fire from the outside.
		834	It was bad outside we had a third-party shooting from home to us	There was a shot near my house, this area was not good.
		838	It is not solid.	It is very close to you.
		839	It is not solid.	I think it may be right about its equality.
		840	It is not solid.	It is true that this is not the same.
		844	I try to suffer there.	I try to be patient.
		845	I try to suffer there.	I do it best.
		846	I try to suffer there.	I will stop and never look back.
		847	What kind of small dogs do you have?	Is your child a good boy?
		848	What kind of small dogs do you have?	What kind of patch is it?
		849	What kind of small dogs do you have?	What kind of bearing?
		850	How old do you have children?	How many children?
		851	How old do you have children?	I was sad that they were unable to have children.
		853	Maybe they were not the most expensive people in the world but they were very beneficial and were well-known to people who were ready to learn.	They might not be more knowledgeable but they were very friendly people and were very pleased with those who learned.
		854	Maybe they were not the most expensive people in the world but they were very beneficial and were well-known to people who were ready to learn.	They were really wise but they played like a bubble when there were close to others who would not know so well.
		859	You know all my kids are very good and I think no one learns from older boys too but	He has learned from the elders of the male but all of my children are winning.
		860	You know all my kids are very good and I think no one learns from older boys too but	I am so proud of how much my kids know.
		861	You know all my kids are very good and I think no one learns from older boys too but	My children have a mental deficiency.
		862	It is possible for people to try more to prevent fatigue and trouble being heavy.	People prevent the amount of desire is closer to the issue than the real weight of the consumer.
		863	It is possible for people to try more to prevent fatigue and trouble being heavy.	People shouldn’t be worried about the level they want if they’ll give us what they want is suitable.
		864	It is possible for people to try more to prevent fatigue and trouble being heavy.	People need to take into account the amount and weight they want to eat.
		868	If there is a mistake, I think it is a mistake.	Don’t worry, if there’s a mistake, I’ll help you take a review.
		869	If there is a mistake, I think it is a mistake.	If there is a disadvantage, it has come from you.
		871	He knows how to create sexual assault and things like that and they have been trained professionally.	They were made with high knowledge.
		872	He knows how to create sexual assault and things like that and they have been trained professionally.	It was rapidly made and expanded.
		873	He knows how to create sexual assault and things like that and they have been trained professionally.	It was a long time for them to finish their trials.
		874	This is the price you get two weeks when you start and then each year they give you an additional day until you have four weeks.	Your time increases every year.
		875	This is the price you get two weeks when you start and then each year they give you an additional day until you have four weeks.	You can’t go over three days.
		877	That spirit is good for living more in the country, it is not to be afraid of it.	Being in the neck makes you live in the fear of frequent things like this.
		878	That spirit is good for living more in the country, it is not to be afraid of it.	The good thing to be happy is that you don’t have to get involved with such things.
		879	That spirit is good for living more in the country, it is not to be afraid of it.	The good thing is that the countryside is not concerned as the city.
		880	Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh	It looks like a lot of fun or a real disappointment.
		881	Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh	It looks like a strange journey.
		882	Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh Oh	It looks like a bad experience.
		886	Now I am with my brother Jordan.	At this time, I have a German brother.
		887	Now I am with my brother Jordan.	I am now in Cuba.
		888	Now I am with my brother Jordan.	I have a girl who speaks German.
		889	I have a little girl now and, oh, it’s hard to get her there and everything, but I’m going to, oh	I can find my daughter there.
		891	I have a little girl now and, oh, it’s hard to get her there and everything, but I’m going to, oh	My daughter has her way to get there because now she can drive a car.
		892	It’s a good time for you.	I hope you’ll get a difficult summer vacation.
		893	It’s a good time for you.	The summer time will be here soon.
		894	It’s a good time for you.	Have a good time.
		901	We don’t know anything or something.	In fact, we don’t see the opponents.
		902	We don’t know anything or something.	We are real creatures and we are made to think differently!
		903	We don’t know anything or something.	We hope that one day we will also be creatures, but now we are not.
		905	I remember that I and my grandfather were going on the road to get the bulbs of the bulbs.	I was helping my grandmother and grandmother to keep the boats on the road.
		906	I remember that I and my grandfather were going on the road to get the bulbs of the bulbs.	We went to celebrate my father’s house.
		907	So this is not your first attempt.	It doesn’t seem to be your first time and your first time.
		908	So this is not your first attempt.	I don't know that's the first time you saw a dog.
		909	So this is not your first attempt.	This is not your first time to deal with pets.
		910	There are nine of the nine.	You can tell me the end of the story.
		911	There are nine of the nine.	You don’t have to do anything.
		912	There are nine of the nine.	You need it through everything.
		913	I am outside the university.	Not to live.
		914	I am outside the university.	I live in a few buildings away from the campsite.
		915	I am outside the university.	I live at the university.
		919	Men, I'm free, one man went in and kissed his former wife and killed him because he was sleeping with another man, I mean the former wife, you know we're talking with	One man killed his former wife in bed with another man after being arrested due to the early imprisonment.
