translated_sentence1	translated_sentence2	pairID
Meanwhile, the Air Force bought the SR71, now the A-12, which we were working with the CIA.	The air force had no plans.	498
So your sister's husband also had a clear skin?	Her sister is married to a black man.	499
So your sister's husband also had a clear skin?	His sister is married.	500
So your sister's husband also had a clear skin?	Her sister is single.	501
But as he was growing, he never recognized that he was wrong, but he changed his behavior.	She did not change her behavior at all.	502
But as he was growing, he never recognized that he was wrong, but he changed his behavior.	She never admitted she was wrong.	503
But as he was growing, he never recognized that he was wrong, but he changed his behavior.	She never said she was right about the cake.	504
My uncle, he is a great boy.	My uncle goes very well.	508
My uncle, he is a great boy.	My uncle is a fool.	509
My uncle, he is a great boy.	My uncle is very generous.	510
I went to the house of my sister who lived there. His husband was in service and worked with Intelligence, and I went to his house.	My boyfriend was in the army.	511
I went to the house of my sister who lived there. His husband was in service and worked with Intelligence, and I went to his house.	My cousin was part of the service.	512
I went to the house of my sister who lived there. His husband was in service and worked with Intelligence, and I went to his house.	My brother never aligned.	513
Well, I’m going, I’m going to let another go, but then I’d think, my God!	I thought I would let him be another in my place.	514
Well, I’m going, I’m going to let another go, but then I’d think, my God!	I thought I was going to let someone take my place in the meeting.	515
Well, I’m going, I’m going to let another go, but then I’d think, my God!	I would not let anyone else go.	516
In one minute you’re hit the desktop, the next is okay, take it out of my desktop, give, give, give, give, give.	He changed a lot of idea.	520
In one minute you’re hit the desktop, the next is okay, take it out of my desktop, give, give, give, give, give.	You change your mind because you don’t know what you’re doing.	521
In one minute you’re hit the desktop, the next is okay, take it out of my desktop, give, give, give, give, give.	He is very constant and quiet.	522
Well, in any case, he ended up entering there and was like how things go?	He asked how things went.	526
Well, in any case, he ended up entering there and was like how things go?	He asked if we were completing the documentary.	527
Well, in any case, he ended up entering there and was like how things go?	He did not talk to us at all.	528
Then I was turning my wheel, I don’t know, it looked like the whole day that day.	I got in a hurry and finished quickly.	529
Then I was turning my wheel, I don’t know, it looked like the whole day that day.	I sat there for two hours.	530
Then I was turning my wheel, I don’t know, it looked like the whole day that day.	I turned my wheel for a long time.	531
And she had tuberculosis and I never learned about it either.	I didn’t know he almost died of tuberculosis.	532
And she had tuberculosis and I never learned about it either.	I didn’t know I had tuberculosis.	533
And she had tuberculosis and I never learned about it either.	I knew I was very sick of tuberculosis.	534
You know, you can’t, you can’t survive if you don’t have any contractions, increased breathing pressure at those heights.	The pressure of the display kills you all the time.	535
You know, you can’t, you can’t survive if you don’t have any contractions, increased breathing pressure at those heights.	You need a compression of more than 5000 feet.	536
You know, you can’t, you can’t survive if you don’t have any contractions, increased breathing pressure at those heights.	You need a contraception to that altitude.	537
I started immediately, eh, training with the other two boys who were in the place.	I never received training, so I was discovering it as I was advancing.	547
I started immediately, eh, training with the other two boys who were in the place.	Two men trained me to work in that store.	548
I started immediately, eh, training with the other two boys who were in the place.	Two kids trained me.	549
If it’s a stick, you have to make some adjustments in the regulator.	The regulator was not worth anything.	556
If it’s a stick, you have to make some adjustments in the regulator.	The regulator would change the pressure of everything in your costume.	557
If it’s a stick, you have to make some adjustments in the regulator.	I have to play with the regulator.	558
Oh, it was still the only nine two who had ever put the injection on the regulator.	The injector was placed on Tuesday.	559
Oh, it was still the only nine two who had ever put the injection on the regulator.	I was 922	560
Oh, it was still the only nine two who had ever put the injection on the regulator.	I’ve never been 922.	561
He didn’t even understand the wedding ceremony, he didn’t even know he had been married, seriously--	She didn’t understand that she was trapped with the boy forever although she had never met him.	562
He didn’t even understand the wedding ceremony, he didn’t even know he had been married, seriously--	I didn’t understand what had happened.	563
He didn’t even understand the wedding ceremony, he didn’t even know he had been married, seriously--	I knew what was getting involved.	564
We would enter there.	We will enter there at 8 p.m.	565
We would enter there.	We will enter.	566
We would enter there.	We would never enter.	567
And it was as if he rejected who he was, somehow, by, you know, the way he treated, you know, the other grandchildren.	She treated everyone the same way.	568
And it was as if he rejected who he was, somehow, by, you know, the way he treated, you know, the other grandchildren.	He treated his grandchildren differently.	569
And it was as if he rejected who he was, somehow, by, you know, the way he treated, you know, the other grandchildren.	He treated the other grandchildren differently because they were black.	570
It was very guay, and the dress flew a little with the wind--	The clothes were in the wind.	571
It was very guay, and the dress flew a little with the wind--	The dress was very short and flown a little.	572
It was very guay, and the dress flew a little with the wind--	There was no wind so the dress was quiet.	573
Oh, I spent a lot of my time in, this, special activities.	I was in special operations every two days.	574
Oh, I spent a lot of my time in, this, special activities.	I was in special activities.	575
Oh, I spent a lot of my time in, this, special activities.	I have never been in special activities.	576
And I asked him, you know, could I do it, hum, should you let me stay and do it tonight or could I do it at tomorrow's lunch hour, you think it's okay?	I asked how urgent it was.	577
And I asked him, you know, could I do it, hum, should you let me stay and do it tonight or could I do it at tomorrow's lunch hour, you think it's okay?	I knew the work had to be done right now.	578
And I asked him, you know, could I do it, hum, should you let me stay and do it tonight or could I do it at tomorrow's lunch hour, you think it's okay?	I asked him if the customer would be angry if he was waiting until 2 p.m. because I had a date tonight.	579
But... they lived in a village outside Augusta called Evans, which still exists.	They had twenty family members who lived in Evans.	580
But... they lived in a village outside Augusta called Evans, which still exists.	They lived in Atlanta.	581
But... they lived in a village outside Augusta called Evans, which still exists.	They lived in Evans, which is very small.	582
My sister continues to say to me, says: Sometimes you are like grandmother, you treat people wrongly for wrong reasons.	My sister said I was a racist.	583
My sister continues to say to me, says: Sometimes you are like grandmother, you treat people wrongly for wrong reasons.	My sister said I wasn’t always kind.	584
My sister continues to say to me, says: Sometimes you are like grandmother, you treat people wrongly for wrong reasons.	My sister said I didn’t look like my grandmother in anything.	585
Hum, then we moved to a new house.	We moved to a house that we had built in the country.	586
Hum, then we moved to a new house.	We moved to a new residence.	587
Hum, then we moved to a new house.	We stayed in the same house all our lives.	588
I was like, OK, well, that’s okay, you know, so.	I said I hated him and I rejected him greatly.	592
I was like, OK, well, that’s okay, you know, so.	I said I liked the new version of the song.	593
I was like, OK, well, that’s okay, you know, so.	I said you have my approval.	594
And the paint spots would change every hundred degrees, they could switch from being red to blue, for example.	The paint changes according to the color.	595
And the paint spots would change every hundred degrees, they could switch from being red to blue, for example.	The paint changes so you can know how hot it is without having to measure it.	596
And the paint spots would change every hundred degrees, they could switch from being red to blue, for example.	The painting is always black.	597
I ate very quickly, as quickly as I could and then she entered and ended helping me with that.	I ate the pizza in less than two minutes.	598
I ate very quickly, as quickly as I could and then she entered and ended helping me with that.	I ate too slowly to not get sick.	599
I ate very quickly, as quickly as I could and then she entered and ended helping me with that.	I shed my food.	600
The husband of his sister was also of clear skin.	His cousin was of clear color.	604
The husband of his sister was also of clear skin.	His cousin was Swedish.	605
The husband of his sister was also of clear skin.	Her sister was not married.	606
In any case, this invention of the high O2 regulator happened to them.	They invented a new regulator.	610
In any case, this invention of the high O2 regulator happened to them.	They invented a regulator that worked in space.	611
In any case, this invention of the high O2 regulator happened to them.	They were still unknown how to make an oxygen regulator.	612
And then we moved to Las Vegas, NV, and I, just as I did in Washington, to a certain direction in the center of Las Vegas.	I’ve never been to Las Vegas.	613
And then we moved to Las Vegas, NV, and I, just as I did in Washington, to a certain direction in the center of Las Vegas.	I have worked both in Las Vegas and Washington.	614
And then we moved to Las Vegas, NV, and I, just as I did in Washington, to a certain direction in the center of Las Vegas.	I worked as a taxi driver in both cities.	615
The 4th was super fun.	I hated the whole school.	616
The 4th was super fun.	I liked the fourth grade because we had two recessions.	617
The 4th was super fun.	I liked the fourth grade.	618
It’s like a file with a lot of different tabs, you already know. Each tab has like a different calculation sheet in it.	The page is just a list of numbers.	619
It’s like a file with a lot of different tabs, you already know. Each tab has like a different calculation sheet in it.	The tables have a lot of data.	620
It’s like a file with a lot of different tabs, you already know. Each tab has like a different calculation sheet in it.	The tabs show the current balance of all accounts.	621
I don’t care how you do it.	It doesn’t matter if you do it yourself or you hire it.	625
I don’t care how you do it.	I don’t care what your method is.	626
I don’t care how you do it.	I need to know exactly how you will do this.	627
And they moved to Mallard Creek in Charlotte.	They built a house in Mallard Creek.	631
And they moved to Mallard Creek in Charlotte.	They never moved to Charlotte.	632
And they moved to Mallard Creek in Charlotte.	They lived in Mallard Creek.	633
Where he was one, he was the son of a minister, then he had, they had properties, and other things, and were very well connected in the community and were very, very appreciated.	His father was a Lutheran pastor.	637
Where he was one, he was the son of a minister, then he had, they had properties, and other things, and were very well connected in the community and were very, very appreciated.	His father was a believer who never went to the church.	638
Where he was one, he was the son of a minister, then he had, they had properties, and other things, and were very well connected in the community and were very, very appreciated.	His father was a shepherd.	639
I didn’t know how much detail I wanted.	I didn’t know if he wanted information about travel schedules.	643
I didn’t know how much detail I wanted.	I gave her all the details because I knew I loved them.	644
I didn’t know how much detail I wanted.	I was not sure what depth I had to have.	645
And one, it’s different, as in each customer, there are all his documents.	They do not have any files.	652
And one, it’s different, as in each customer, there are all his documents.	Keep all the files.	653
And one, it’s different, as in each customer, there are all his documents.	Keep the medical and legal files all together.	654
This seems more simplified, as the one she had given me was all detailed and complicated, and the second was all simple.	She gave me two versions.	655
This seems more simplified, as the one she had given me was all detailed and complicated, and the second was all simple.	She gave me two types of instructions and I preferred those that were detailed.	656
This seems more simplified, as the one she had given me was all detailed and complicated, and the second was all simple.	She gave me only one version and only a few lines were left.	657
Because they really didn’t live in Augusta, they lived in... well, you know, Augusta was still a small city at that time, although for the people who live in cities as big as this, Augusta is not so big.	August has 10,000 people.	658
Because they really didn’t live in Augusta, they lived in... well, you know, Augusta was still a small city at that time, although for the people who live in cities as big as this, Augusta is not so big.	Augustus is not a big city.	659
Because they really didn’t live in Augusta, they lived in... well, you know, Augusta was still a small city at that time, although for the people who live in cities as big as this, Augusta is not so big.	They lived in the heart of Augusta.	660
At the end of 1962, I received orders to go to Washington, DC.	I was told to go to the DC.	661
At the end of 1962, I received orders to go to Washington, DC.	The army sent me to DC immediately.	662
At the end of 1962, I received orders to go to Washington, DC.	I was told to go to Africa.	663
When DOT took its property, we moved to a much smaller area in Concord, where it is not allowed to have animals because it is divided into areas, so it is the end of the animal history.	Our house in Concord could not allow animals.	664
When DOT took its property, we moved to a much smaller area in Concord, where it is not allowed to have animals because it is divided into areas, so it is the end of the animal history.	Our house in Concord has 30,000 acres and a lot of animals.	665
When DOT took its property, we moved to a much smaller area in Concord, where it is not allowed to have animals because it is divided into areas, so it is the end of the animal history.	We sold all our animals when we moved to Concord.	666
In any case, we deployed, and I can say now that for this reason we deployed to Kadina, in Okinawa, and that was in 1968.	We deployed our forces in 1968.	667
In any case, we deployed, and I can say now that for this reason we deployed to Kadina, in Okinawa, and that was in 1968.	We never end up dismissing anyone.	668
In any case, we deployed, and I can say now that for this reason we deployed to Kadina, in Okinawa, and that was in 1968.	We sent our troops to Japan in June 1968.	669
He told me what he needed exactly and that he needed it for today.	He said he could deliver him whenever he was.	670
He told me what he needed exactly and that he needed it for today.	He told me I had until 2 p.m. to finish the whole project.	671
He told me what he needed exactly and that he needed it for today.	He said it was urgent.	672
She had gone and told me not to worry.	He told me he should assume that the school would be well.	673
She had gone and told me not to worry.	He said I shouldn’t worry.	674
She had gone and told me not to worry.	He said it was time to panic.	675
This is, you know, you have a problem.	You are in danger.	676
This is, you know, you have a problem.	You will be well!	677
This is, you know, you have a problem.	You are at risk of being deported.	678
My mother ended not being one of her favourites at the beginning and, ah, so she was relegated to work in the field while some of the other children didn’t work in the field.	My mom had to pick up cotton and corn.	679
My mother ended not being one of her favourites at the beginning and, ah, so she was relegated to work in the field while some of the other children didn’t work in the field.	My mother was the golden girl so she never had to work.	680
My mother ended not being one of her favourites at the beginning and, ah, so she was relegated to work in the field while some of the other children didn’t work in the field.	My mother had to work outside.	681
You know they asked the people, one and the other, and no one knew where they were and, eventually, you know, they just reconciled with the fact that they would not see Joe again.	Joe was the only one who had the key to the rest room.	682
You know they asked the people, one and the other, and no one knew where they were and, eventually, you know, they just reconciled with the fact that they would not see Joe again.	No matter how much we tried, we couldn’t get Joe to leave us in peace.	683
You know they asked the people, one and the other, and no one knew where they were and, eventually, you know, they just reconciled with the fact that they would not see Joe again.	One day, Joe had gone and no one could guess where he was going.	684
I said it was of my sister.	I blame my sister.	685
I said it was of my sister.	I said it was mine.	686
I said it was of my sister.	I told them that the dog belonged to my sister.	687
And then said his mother, his mother slept forward and I watch and said: Go like him.	She said that her mother was also walking on bricks.	688
And then said his mother, his mother slept forward and I watch and said: Go like him.	She said her mother had the same walk.	689
And then said his mother, his mother slept forward and I watch and said: Go like him.	He said his mother was paralyzed and could not walk.	690
You know, and she’s filling the petals there and I didn’t know anything about any consequences.	I didn’t know he would get sick.	694
You know, and she’s filling the petals there and I didn’t know anything about any consequences.	I didn’t know what would happen to her.	695
You know, and she’s filling the petals there and I didn’t know anything about any consequences.	I knew what was going to happen when she did that.	696
Ah, another thing that happened there that I thought could be interesting was one of my sister’s first memories, and that happened in that same back yard.	I have no memories of that house.	700
Ah, another thing that happened there that I thought could be interesting was one of my sister’s first memories, and that happened in that same back yard.	I remember having picked up margarites in the back yard.	701
Ah, another thing that happened there that I thought could be interesting was one of my sister’s first memories, and that happened in that same back yard.	I remember something that happened in the back yard.	702
So all that stress and, osea, had all the reasons to be stressed today, it was like, you’re giving something you don’t know how to do, and it’s like taking, do it.	I didn’t know how to do the job I was assigned today.	706
So all that stress and, osea, had all the reasons to be stressed today, it was like, you’re giving something you don’t know how to do, and it’s like taking, do it.	I was told to replace the office fusible box, but I don't know anything about electric cable.	707
So all that stress and, osea, had all the reasons to be stressed today, it was like, you’re giving something you don’t know how to do, and it’s like taking, do it.	Today I was asked to do only tasks for which I am well trained.	708
So now, here is, he wants it today.	He says he can get it whenever he is.	709
So now, here is, he wants it today.	He says he would like to get it today.	710
So now, here is, he wants it today.	He says he would like to receive the final project before 5.00 pm.	711
Unfortunately, we moved again.	We moved at another time.	712
Unfortunately, we moved again.	We moved to another state in 1992.	713
Unfortunately, we moved again.	We never move after that.	714
I didn’t know Mrs. Faulk very well, she was about 80 years old, and she was a good person, she had seen her a couple of times, but she was really nervous for that.	I’ve seen Mrs. Faulk a few times, but I don’t know her well.	724
I didn’t know Mrs. Faulk very well, she was about 80 years old, and she was a good person, she had seen her a couple of times, but she was really nervous for that.	I was a very close friend of Mrs. Faulk.	725
I didn’t know Mrs. Faulk very well, she was about 80 years old, and she was a good person, she had seen her a couple of times, but she was really nervous for that.	Mrs. Faulk was driving a yellow Honda every day to go to work.	726
We lived in the 85 of Mallard Creek, where it is currently the 485 because we had to move because of the 485.	We lived in the green house.	730
We lived in the 85 of Mallard Creek, where it is currently the 485 because we had to move because of the 485.	We have lived there for many years.	731
We lived in the 85 of Mallard Creek, where it is currently the 485 because we had to move because of the 485.	We only live there for two weeks.	732
She seemed to have a double personality, uncle.	I was bad humour.	736
She seemed to have a double personality, uncle.	My boss was either really happy or really crazy.	737
She seemed to have a double personality, uncle.	My boss was smooth and consistent.	738
He is big enough to be my father.	He is 27 years older than me.	742
He is big enough to be my father.	He is much younger than me.	743
He is big enough to be my father.	He is greater than me.	744
Everything is connected and god, I don’t know how long.	I don’t know how long it will last.	745
Everything is connected and god, I don’t know how long.	I don’t know how long the story will last.	746
Everything is connected and god, I don’t know how long.	I know it measures 4 feet (10 cm) long.	747
This time I didn’t even feel happy to be there because I was so stressed.	I was so happy and relaxed!	748
This time I didn’t even feel happy to be there because I was so stressed.	She was too anxious to be happy because she would have arrived a day earlier.	749
This time I didn’t even feel happy to be there because I was so stressed.	I was so excited to be happy because she was there.	750
And much of that is due to the fact that mothers are drug addicts.	Mothers are drug addicts.	751
And much of that is due to the fact that mothers are drug addicts.	Mothers do not take prescriptions or medications.	752
And much of that is due to the fact that mothers are drug addicts.	My mother takes drugs.	753
It’s really nice, it’s been rain.	I don’t care about the rain.	754
It’s really nice, it’s been rain.	It is beautiful and rainy.	755
It’s really nice, it’s been rain.	It’s so horrible with the incessant sunlight.	756
Oh, what is worth a human life and whether you can or not rehab someone.	Every life is worth rehabilitation and second opportunities.	757
Oh, what is worth a human life and whether you can or not rehab someone.	No one deserves rehabilitation.	758
Oh, what is worth a human life and whether you can or not rehab someone.	Regardless of rehabilitation, life is worth it.	759
Oh, boy, here you have a strange cable problem	I’ve never seen this kind of cable problem before.	760
Oh, boy, here you have a strange cable problem	Cable is not the problem.	761
Oh, boy, here you have a strange cable problem	There is a problem caused by this strange cable.	762
It sounds very fun, yes, I am surprised how many things would allow	I am not completely surprised that they were indulgent.	763
It sounds very fun, yes, I am surprised how many things would allow	I am surprised that you are allowed to go there with food and drink.	764
It sounds very fun, yes, I am surprised how many things would allow	I am surprised by what they have achieved.	765
Yes, exactly, I mean that, for when you’ve finished equip yourself, with all the work that that involves... you could go to a Club Med all-inclusive holiday.	It costs $2000 to buy everything you need.	766
Yes, exactly, I mean that, for when you’ve finished equip yourself, with all the work that that involves... you could go to a Club Med all-inclusive holiday.	It’s hard to dress yourself.	767
Yes, exactly, I mean that, for when you’ve finished equip yourself, with all the work that that involves... you could go to a Club Med all-inclusive holiday.	It’s very cheap to dress.	768
Oh, but anyway my children now have twenty-one and twenty-four, so I don’t have to	It is not necessary because my children are over twenty years old.	778
Oh, but anyway my children now have twenty-one and twenty-four, so I don’t have to	I’m going to have to do it, as they’re getting old.	779
Oh, but anyway my children now have twenty-one and twenty-four, so I don’t have to	I have to do it because they are ten and eleven years old.	780
Well, this is fresh.	I was born in Fresno.	781
Well, this is fresh.	I am not sure where this is.	782
Well, this is fresh.	I tell you this is fresh.	783
Yes, people who could be at work at any time or whose decisions could be cloudy if they had to make a decision.	Yes, people who may not be able to make the best decisions.	784
Yes, people who could be at work at any time or whose decisions could be cloudy if they had to make a decision.	People who may not be hungry.	785
Yes, people who could be at work at any time or whose decisions could be cloudy if they had to make a decision.	Yes, people whose decision-making powers are never affected.	786
No, they’re still on tour. They’ve been on tour since the late 1960s.	They have been touring since before 1970.	787
No, they’re still on tour. They’ve been on tour since the late 1960s.	They love to make trips.	788
No, they’re still on tour. They’ve been on tour since the late 1960s.	He finished his tour recently.	789
How to do aerobic	Can you tell me how you would do aerobic?	790
How to do aerobic	I am interested in aerobic because I need some cardiovascular activity.	791
How to do aerobic	Please stop talking about aerobic exercises.	792
Well, that’s a good one in which I didn’t think yes.	That’s a foolish idea that I discarded last week.	796
Well, that’s a good one in which I didn’t think yes.	This is a good point.	797
Well, that’s a good one in which I didn’t think yes.	The paradox you mentioned is a good point.	798
Two days a week, he is called the third age nurse, but she goes to the middle of the third age.	The nurse is open every day for children under the age of five only.	802
Two days a week, he is called the third age nurse, but she goes to the middle of the third age.	They let them go more than twice a week if people of the third age are at the height.	803
Two days a week, he is called the third age nurse, but she goes to the middle of the third age.	It is referred to as a nurse for elderly, but it is called the center for elderly people.	804
That was your goal.	That’s why they had made their efforts.	808
That was your goal.	That was never what they wanted.	809
That was your goal.	They reached their goal.	810
Arms control means using two hands.	Half of all gun shooting failures are the result of the use with one hand.	811
Arms control means using two hands.	The best way to control the weapons is to use both feet.	812
Arms control means using two hands.	Use both hands if you want to practice control of weapons.	813
And suddenly it comes from somewhere that I don't know where it comes from.	I don’t know where it comes from, but it’s fast.	814
And suddenly it comes from somewhere that I don't know where it comes from.	It comes quickly, but I know where it comes from.	815
And suddenly it comes from somewhere that I don't know where it comes from.	It comes like a melaza and I know exactly when it will come.	816
I don’t even know it, I don’t believe it.	I don’t know much about that.	820
I don’t even know it, I don’t believe it.	I am ignorant in love matters.	821
I don’t even know it, I don’t believe it.	I have been studying this for years.	822
You know she was great.	I think you know it was incredible.	823
You know she was great.	No, she was horrible.	824
You know she was great.	Yes, she was very good.	825
Yes, he suggested just to buy a fregon like the one you would use.	I suggested to buy an aspirator.	829
Yes, he suggested just to buy a fregon like the one you would use.	He suggested to find a fregon.	830
Yes, he suggested just to buy a fregon like the one you would use.	I wanted to clean the blood with a trapeator.	831
Here are the things really bad, just a shooting occurred on the highway, three apples from our house.	The shooting was at least 100 miles from where I live.	832
Here are the things really bad, just a shooting occurred on the highway, three apples from our house.	The shooting was near my house and I was afraid to go out.	833
Here are the things really bad, just a shooting occurred on the highway, three apples from our house.	There was a shooting near my house, it’s really not good in this area.	834
Oh, that really isn’t true, oh consistent	I don’t agree with you, it’s very constant.	838
Oh, that really isn’t true, oh consistent	I think you are right about its consistency.	839
Oh, that really isn’t true, oh consistent	You are right that it is not consistent.	840
I’m trying to stand there.	I am trying to stick to that.	844
I’m trying to stand there.	I really do the best I can.	845
I’m trying to stand there.	I will leave and I will never look back.	846
What kind of dog do you have?	Is your dog a good guy?	847
What kind of dog do you have?	What kind of cat did you rescue?	848
What kind of dog do you have?	What kind of young dog do you have?	849
Well, you said you had children, how many years old?	How many children do you have?	850
Well, you said you had children, how many years old?	I’m sorry you couldn’t have children.	851
Well, you said you had children, how many years old?	You said you have children, what age do they have?	852
They were probably not the smartest people in the world, but you hear, they were very pleasant and, this... they were interested in the people who were willing to study.	They may not have been the smartest, but they were very kind and were interested in those they study.	853
They were probably not the smartest people in the world, but you hear, they were very pleasant and, this... they were interested in the people who were willing to study.	They were very intelligent, but they became fools when they were close to others who didn’t know them very well.	854
They were probably not the smartest people in the world, but you hear, they were very pleasant and, this... they were interested in the people who were willing to study.	They were more than brilliant, but they hated anyone who strived to study.	855
Once we went to that thing, eh, there, we returned from an event and lighted the lights around the camp and there was a mofete.	The wreck was waiting for us to return to the camp.	856
Once we went to that thing, eh, there, we returned from an event and lighted the lights around the camp and there was a mofete.	We found a sheep in the camp after they turned off the lights.	857
Once we went to that thing, eh, there, we returned from an event and lighted the lights around the camp and there was a mofete.	When we return from an event, we find a mofeta.	858
You know, all my children are great, very good, and I think not, learn from older children too, but	He has learned from the other older children but all my descendence eclipse.	859
You know, all my children are great, very good, and I think not, learn from older children too, but	I am very proud of how much my kids know.	860
You know, all my children are great, very good, and I think not, learn from older children too, but	My kids are really stupid.	861
And it would also cause people to compact more their waste mmm..., and mmm..., and limit the volume is probably a little closer to the real problem than limit the weight.	The limitation of the amount of waste is closer to the problem than the weight of the waste itself.	862
And it would also cause people to compact more their waste mmm..., and mmm..., and limit the volume is probably a little closer to the real problem than limit the weight.	People don’t have to worry about the amount of waste insofar as it is properly discharged.	863
And it would also cause people to compact more their waste mmm..., and mmm..., and limit the volume is probably a little closer to the real problem than limit the weight.	People need to consider both the volume and the weight of the waste they are producing.	864
If there is a mistake, it’s your mistake.	Don’t worry, if there’s a mistake, I’ll help you blame it.	868
If there is a mistake, it’s your mistake.	If there is a mistake, it is your fault.	869
If there is a mistake, it’s your mistake.	If you have made a mistake, you have to fit it.	870
You know... above all, making the costumes and things like that is what gives them such a professional finish.	The costures are made in a very skillful way.	871
You know... above all, making the costumes and things like that is what gives them such a professional finish.	The costures were made in a hurry and they seem very neglected.	872
You know... above all, making the costumes and things like that is what gives them such a professional finish.	It took a long time to finish the costumes.	873
Yes, yes, in my work you get two weeks to start and then each year you get an extra day until you have four weeks.	Your time continues to increase every year.	874
Yes, yes, in my work you get two weeks to start and then each year you get an extra day until you have four weeks.	Your time never exceeds three days.	875
Yes, yes, in my work you get two weeks to start and then each year you get an extra day until you have four weeks.	Your holiday time increases in the city jobs.	876
That’s the good thing to live more in the country, you don’t have to worry about anything about this.	Being in the country makes you live with a constant fear of things like that.	877
That’s the good thing to live more in the country, you don’t have to worry about anything about this.	The good thing to be in the country is that you don’t have to worry about things like that.	878
That’s the good thing to live more in the country, you don’t have to worry about anything about this.	The great thing is that in the countryside you don’t have to worry about it as you would do in the city.	879
Oh, Oh God, well, that sounds like an adventure.	That seems either very fun or quite boring.	880
Oh, Oh God, well, that sounds like an adventure.	It sounds like a great adventure.	881
Oh, Oh God, well, that sounds like an adventure.	It looks like a horrible experience.	882
I have a sister in Germany.	I have a brother who lives in Germany.	886
I have a sister in Germany.	I have a sister who is now in Cuba.	887
I have a sister in Germany.	I have a sister who speaks German.	888
I have a younger daughter now and it’s hard to take her there and that, but I’m going to, eh...	I can take my daughter there.	889
I have a younger daughter now and it’s hard to take her there and that, but I’m going to, eh...	It’s a little more difficult for me to get my daughter there.	890
I have a younger daughter now and it’s hard to take her there and that, but I’m going to, eh...	Now that you can drive, my daughter has her own way to get here.	891
May you have a great summer.	I hope you have a sad summer holiday.	892
May you have a great summer.	The summer will be here soon.	893
May you have a great summer.	Have a pleasant summer.	894
We are not real naturalists or anything.	We do not consider ourselves naturalists.	901
We are not real naturalists or anything.	We are completely true naturalists and we feel insulted by thinking the opposite!	902
We are not real naturalists or anything.	We would like one day to strive to be naturalists, but at this time, we are not.	903
Yes, I remember my grandparents and I used to go out to the street and pick up the sheets and eh	Some would meet and clean the garbage of the street.	904
Yes, I remember my grandparents and I used to go out to the street and pick up the sheets and eh	I used to help my grandparents pick up tracks from the road.	905
Yes, I remember my grandparents and I used to go out to the street and pick up the sheets and eh	I used to go to my father’s house.	906
This is not your first experience with a dog.	This is not your first time with a dog.	907
This is not your first experience with a dog.	Sorry, I didn’t know that this was the first time I saw a dog.	908
This is not your first experience with a dog.	This is not the first time a domestic animal is handled.	909
Of course, do not do everything you can and	You can tell me the end of the story.	910
Of course, do not do everything you can and	You don’t have to do everything.	911
Of course, do not do everything you can and	You need to go through the whole matter.	912
I don't live out of the house.	I don’t live in the campus.	913
I don't live out of the house.	I live at an apple at the campus.	914
I don't live out of the house.	I live in the campus.	915
I'm free of the accusation that a guy scratched his ex-wife to the dead because she was sleeping with another man, I mean ex-wife, you know we're talking and	A man killed his wife for lying with another man after being removed from a previous accusation.	919
